#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
SFPQ--MKLN1	1	1.0	1.0	0.008	3'-MKLN1-chr7-131328002-0.006	5'-SFPQ-chr1-35178036-0.01
MKL2--ZMYM4	1	1.0	1.0	0.038	3'-ZMYM4-chr1-35359230-0.029	5'-MKL2-chr16-14140760-0.048
NDUFB2--TRAPPC3	1	1.0	1.0	0.001	3'-TRAPPC3-chr1-36140166-0.002	5'-NDUFB2-chr7-140696842-0.0
FNBP1L--THRAP3	1	1.0	1.0	0.004	3'-THRAP3-chr1-36289105-0.002	5'-FNBP1L-chr1-93448308-0.006
ATP5L--GNL2	1	1.0	1.0	0.003	3'-GNL2-chr1-37574804-0.006	5'-ATP5L-chr11-118409194-0.0
UTP11L--ANAPC16	1	1.0	1.0	0.002	3'-ANAPC16-chr10-72233749-0.001	5'-UTP11L-chr1-38024444-0.003
RP11-179B15.5--FOXJ3	1	1.0	1.0	0.052	3'-FOXJ3-chr1-42335212-0.027	5'-RP11-179B15.5-chr10-58305727-0.077
PPCS--CTSB	1	1.0	1.0	0.003	3'-CTSB-chr8-11868061-0.003	5'-PPCS-chr1-42460399-0.002
YBX1--NHSL1	1	1.0	1.0	0.017	3'-NHSL1-chr6-138663908-0.033	5'-YBX1-chr1-42702359-0.0
CHCHD2--ELOVL1	1	1.0	1.0	0.001	3'-ELOVL1-chr1-43363653-0.001	5'-CHCHD2-chr7-56106478-0.0
SKIL--ELOVL1	1	1.0	0.5	0.005	3'-ELOVL1-chr1-43363725-0.001	5'-SKIL-chr3-170359745-0.008
GS1-257G1.1--KDM4A	1	1.0	1.0	0.508	3'-KDM4A-chr1-43667996-0.016	5'-GS1-257G1.1-chrX-14245427-1.0
ATP6V0B--B2M	1	1.0	1.0	0.0	3'-B2M-chr15-44718143-0.0	5'-ATP6V0B-chr1-43978181-0.0
UQCRH--RPL19	1	1.0	1.0	0.0	3'-RPL19-chr17-39204727-0.0	5'-UQCRH-chr1-46316776-0.0
STIL--ESYT2	1	1.0	0.5	0.026	3'-ESYT2-chr7-158731504-0.013	5'-STIL-chr1-47251835-0.04
XPOT--NRD1	1	1.0	1.0	0.007	3'-NRD1-chr1-51814814-0.007	5'-XPOT-chr12-64410095-0.006
SMIM4--NRD1	1	1.0	1.0	0.007	3'-NRD1-chr1-51878727-0.007	5'-SMIM4-chr3-52540525-0.007
FUNDC2--TXNDC12	1	1.0	1.0	0.015	3'-TXNDC12-chr1-52023538-0.026	5'-FUNDC2-chrX-155054862-0.005
TFCP2--ECHDC2	1	1.0	1.0	0.028	3'-ECHDC2-chr1-52912476-0.016	5'-TFCP2-chr12-51162410-0.04
TMEM59--CD9	1	1.0	1.0	0.001	3'-CD9-chr12-6238255-0.0	5'-TMEM59-chr1-54053212-0.001
PCYT2--DHCR24	1	1.0	1.0	0.003	3'-DHCR24-chr1-54850418-0.001	5'-PCYT2-chr17-81911399-0.005
RPL36AL--DHCR24	1	1.0	1.0	0.001	3'-DHCR24-chr1-54887195-0.001	5'-RPL36AL-chr14-49619102-0.0
SRSF11--CAPZA2	1	1.0	0.5	0.002	3'-CAPZA2-chr7-116862654-0.001	5'-SRSF11-chr1-70252006-0.003
ANKRD13C--ACAP2	1	1.0	1.0	0.009	3'-ACAP2-chr3-195443025-0.006	5'-ANKRD13C-chr1-70262849-0.012
CRYZ--CSE1L	1	1.0	1.0	0.004	3'-CSE1L-chr20-49096585-0.002	5'-CRYZ-chr1-74733029-0.005
ACADM--RPS24	1	1.0	1.0	0.002	3'-RPS24-chr10-78040713-0.0	5'-ACADM-chr1-75740033-0.003
ACADM--PIK3C2A	1	1.0	1.0	0.012	3'-PIK3C2A-chr11-17201160-0.022	5'-ACADM-chr1-75763496-0.003
TASP1--USP33	1	1.0	1.0	0.015	3'-USP33-chr1-77696823-0.014	5'-TASP1-chr20-13637180-0.016
RPF1--BCAS2	1	1.0	1.0	0.005	3'-BCAS2-chr1-114575411-0.004	5'-RPF1-chr1-84482954-0.005
BCL10--YME1L1	1	1.0	1.0	0.005	3'-YME1L1-chr10-27110916-0.004	5'-BCL10-chr1-85276589-0.006
ZNHIT6--LITAF	1	1.0	1.0	0.007	3'-LITAF-chr16-11548737-0.001	5'-ZNHIT6-chr1-85657929-0.012
CD81--LRRC8D	1	1.0	1.0	0.014	3'-LRRC8D-chr1-89935484-0.022	5'-CD81-chr11-2397395-0.006
COQ10B--MTF2	1	1.0	1.0	0.012	3'-MTF2-chr1-93123086-0.01	5'-COQ10B-chr2-197474201-0.014
F3--NCOA7	1	1.0	1.0	0.014	3'-NCOA7-chr6-125931108-0.007	5'-F3-chr1-94541816-0.021
TUBA1B--FRRS1	1	1.0	1.0	0.5	3'-FRRS1-chr1-99766638-1.0	5'-TUBA1B-chr12-49129298-0.0
AGL--MMP24	1	1.0	1.0	0.013	3'-MMP24-chr20-35276595-0.01	5'-AGL-chr1-99864408-0.016
SLC30A7--P3H4	1	1.0	1.0	0.011	3'-P3H4-chr17-41802311-0.004	5'-SLC30A7-chr1-100965919-0.017
COMMD2--FAM102B	1	1.0	1.0	0.028	3'-FAM102B-chr1-108639318-0.05	5'-COMMD2-chr3-149752498-0.006
S100A6--CLCC1	1	1.0	1.0	0.005	3'-CLCC1-chr1-108963475-0.011	5'-S100A6-chr1-153535225-0.0
RP5-1065J22.4--AP1S3	1	1.0	1.0	0.516	3'-AP1S3-chr2-223755558-0.032	5'-RP5-1065J22.4-chr1-109104769-1.0
PITPNB--CSDE1	1	1.0	1.0	0.004	3'-CSDE1-chr1-114739728-0.002	5'-PITPNB-chr22-27919263-0.006
FIBP--CSDE1	1	1.0	1.0	0.002	3'-CSDE1-chr1-114738025-0.002	5'-FIBP-chr11-65888490-0.001
FAM98A--CSDE1	1	1.0	1.0	0.003	3'-CSDE1-chr1-114739727-0.002	5'-FAM98A-chr2-33599287-0.004
XRCC5--ATP1A1	1	1.0	1.0	0.001	3'-ATP1A1-chr1-116400888-0.001	5'-XRCC5-chr2-216127588-0.001
SAV1--PTGFRN	1	1.0	1.0	0.03	3'-PTGFRN-chr1-116988607-0.019	5'-SAV1-chr14-50668329-0.042
PAOX--TRIM45	1	1.0	1.0	0.291	3'-TRIM45-chr1-117121728-0.25	5'-PAOX-chr10-133385601-0.333
C15orf57--GDAP2	1	1.0	1.0	0.017	3'-GDAP2-chr1-117866625-0.022	5'-C15orf57-chr15-40565011-0.011
HIST2H2BE--TPT1	1	1.0	1.0	0.014	3'-TPT1-chr13-45337279-0.001	5'-HIST2H2BE-chr1-149886682-0.027
SF3B4--PKM	1	1.0	1.0	0.001	3'-PKM-chr15-72231212-0.0	5'-SF3B4-chr1-149923730-0.002
ENSA--RAB21	1	1.0	1.0	0.017	3'-RAB21-chr12-71786768-0.033	5'-ENSA-chr1-150629577-0.001
GOLPH3L--TCEA1	1	1.0	1.0	0.017	3'-TCEA1-chr8-53969273-0.023	5'-GOLPH3L-chr1-150694143-0.011
TMPO--VPS72	1	1.0	1.0	0.005	3'-VPS72-chr1-151190151-0.004	5'-TMPO-chr12-98517794-0.005
SELENBP1--ORAI1	1	1.0	1.0	0.03	3'-ORAI1-chr12-121642039-0.059	5'-SELENBP1-chr1-151372705-0.001
BTBD6--SELENBP1	1	1.0	1.0	0.046	3'-SELENBP1-chr1-151372705-0.001	5'-BTBD6-chr14-105251084-0.091
SELENBP1--MYL12B	1	1.0	1.0	0.001	3'-MYL12B-chr18-3278183-0.0	5'-SELENBP1-chr1-151372705-0.001
RPL19--PSMB4	1	1.0	1.0	0.002	3'-PSMB4-chr1-151401937-0.003	5'-RPL19-chr17-39203028-0.0
LPCAT3--S100A11	1	1.0	1.0	0.002	3'-S100A11-chr1-152033801-0.0	5'-LPCAT3-chr12-7018502-0.003
SAAL1--S100A11	1	1.0	1.0	0.004	3'-S100A11-chr1-152033778-0.0	5'-SAAL1-chr11-18106072-0.007
S100A6--POLR3K	1	1.0	1.0	0.001	3'-POLR3K-chr16-53608-0.002	5'-S100A6-chr1-153535346-0.0
S100A6--ZNF217	1	1.0	1.0	0.002	3'-ZNF217-chr20-53593810-0.004	5'-S100A6-chr1-153535271-0.0
ABCF1--S100A4	1	1.0	1.0	0.002	3'-S100A4-chr1-153544780-0.0	5'-ABCF1-chr6-30577888-0.004
UBA52--S100A16	1	1.0	1.0	0.0	3'-S100A16-chr1-153608151-0.0	5'-UBA52-chr19-18573401-0.0
EIF1--S100A14	1	1.0	0.5	0.0	3'-S100A14-chr1-153614496-0.0	5'-EIF1-chr17-41689066-0.0
RAB13--ANP32B	1	1.0	1.0	0.003	3'-ANP32B-chr9-98015813-0.002	5'-RAB13-chr1-153986339-0.003
RP11-889L3.1--TPM3	1	1.0	1.0	0.167	3'-TPM3-chr1-154157480-0.001	5'-RP11-889L3.1-chr5-178055754-0.333
TAPBP--IL6R	1	1.0	1.0	0.007	3'-IL6R-chr1-154469442-0.012	5'-TAPBP-chr6-33314079-0.002
EFNA1--RPL39L	1	1.0	1.0	0.002	3'-RPL39L-chr3-187121330-0.002	5'-EFNA1-chr1-155134193-0.002
EFNA1--ACTB	1	1.0	1.0	0.001	3'-ACTB-chr7-5530601-0.0	5'-EFNA1-chr1-155134855-0.002
SLC50A1--ABI2	1	1.0	1.0	0.007	3'-ABI2-chr2-203435294-0.01	5'-SLC50A1-chr1-155138708-0.004
SLC50A1--SSR3	1	1.0	1.0	0.003	3'-SSR3-chr3-156540332-0.002	5'-SLC50A1-chr1-155138523-0.004
EIF4E2--FDPS	1	1.0	1.0	0.002	3'-FDPS-chr1-155320665-0.001	5'-EIF4E2-chr2-232556477-0.003
SNX32--ASH1L	1	1.0	1.0	0.005	3'-ASH1L-chr1-155482438-0.007	5'-SNX32-chr11-65855325-0.004
ACTR10--RAB25	1	1.0	1.0	0.003	3'-RAB25-chr1-156070502-0.003	5'-ACTR10-chr14-58200288-0.003
B2M--LMNA	1	1.0	1.0	0.001	3'-LMNA-chr1-156137865-0.001	5'-B2M-chr15-44718105-0.0
IKBKAP--CCT3	1	1.0	1.0	0.019	3'-CCT3-chr1-156325093-0.001	5'-IKBKAP-chr9-108934067-0.037
TSACC--RPL30	1	1.0	1.0	0.011	3'-RPL30-chr8-98041861-0.0	5'-TSACC-chr1-156338245-0.022
IQGAP3--C9orf3	1	1.0	1.0	0.032	3'-C9orf3-chr9-95087157-0.005	5'-IQGAP3-chr1-156572550-0.059
MCCC2--ISG20L2	1	1.0	0.5	0.006	3'-ISG20L2-chr1-156722322-0.006	5'-MCCC2-chr5-71599689-0.006
ISG20L2--ARL5A	1	1.0	1.0	0.005	3'-ARL5A-chr2-151798434-0.004	5'-ISG20L2-chr1-156727507-0.006
ISG20L2--CRTAP	1	1.0	1.0	0.005	3'-CRTAP-chr3-33143164-0.004	5'-ISG20L2-chr1-156728425-0.006
ISG20L2--TMEM52B	1	1.0	1.0	0.011	3'-TMEM52B-chr12-10191803-0.017	5'-ISG20L2-chr1-156728716-0.006
COPA--RAB22A	1	1.0	1.0	0.009	3'-RAB22A-chr20-58366613-0.016	5'-COPA-chr1-160343252-0.003
UHMK1--FKTN	1	1.0	1.0	0.015	3'-FKTN-chr9-105641117-0.026	5'-UHMK1-chr1-162524861-0.005
MRPL4--PBX1	1	1.0	1.0	0.002	3'-PBX1-chr1-164846874-0.002	5'-MRPL4-chr19-10260051-0.002
PPID--PBX1	1	1.0	1.0	0.005	3'-PBX1-chr1-164850340-0.002	5'-PPID-chr4-158723383-0.009
TAPBP--SFT2D2	1	1.0	1.0	0.011	3'-SFT2D2-chr1-168253017-0.02	5'-TAPBP-chr6-33314254-0.002
PRDX6--KRT81	1	1.0	1.0	0.001	3'-KRT81-chr12-52286108-0.0	5'-PRDX6-chr1-173487967-0.001
SRP14--PRDX6	1	1.0	1.0	0.001	3'-PRDX6-chr1-173488011-0.001	5'-SRP14-chr15-40039161-0.0
AC005224.2--CENPL	1	1.0	1.0	0.258	3'-CENPL-chr1-173824829-0.016	5'-AC005224.2-chr17-14210846-0.5
EXOSC6--ABL2	1	1.0	1.0	0.067	3'-ABL2-chr1-179101639-0.043	5'-EXOSC6-chr16-70251952-0.091
LRRC57--TOR1AIP2	1	1.0	1.0	0.019	3'-TOR1AIP2-chr1-179862728-0.02	5'-LRRC57-chr15-42548408-0.019
TOR1AIP1--TMEM33	1	1.0	1.0	0.011	3'-TMEM33-chr4-41960799-0.014	5'-TOR1AIP1-chr1-179919048-0.007
PRPF39--CEP350	1	1.0	1.0	0.022	3'-CEP350-chr1-180080893-0.021	5'-PRPF39-chr14-45108196-0.023
MR1--TMED4	1	1.0	1.0	0.011	3'-TMED4-chr7-44578794-0.001	5'-MR1-chr1-181056115-0.02
ARPC5--RNF114	1	1.0	1.0	0.001	3'-RNF114-chr20-49953878-0.0	5'-ARPC5-chr1-183635783-0.001
LYPLA1--TPR	1	1.0	1.0	0.002	3'-TPR-chr1-186326171-0.002	5'-LYPLA1-chr8-54101933-0.002
WAC--TROVE2	1	1.0	1.0	0.006	3'-TROVE2-chr1-193088634-0.005	5'-WAC-chr10-28544813-0.007
GINS4--TROVE2	1	1.0	1.0	0.048	3'-TROVE2-chr1-193091773-0.005	5'-GINS4-chr8-41542095-0.091
KIF14--SNRNP48	1	1.0	1.0	0.062	3'-SNRNP48-chr6-7611861-0.053	5'-KIF14-chr1-200620709-0.071
TANGO2--IPO9	1	1.0	1.0	0.009	3'-IPO9-chr1-201883780-0.005	5'-TANGO2-chr22-20052555-0.012
FCHSD1--ARL8A	1	1.0	1.0	0.035	3'-ARL8A-chr1-202134494-0.029	5'-FCHSD1-chr5-141651420-0.04
RABIF--AIM1	1	1.0	1.0	0.014	3'-AIM1-chr6-106570445-0.026	5'-RABIF-chr1-202889134-0.003
MDM4--PTPN2	1	1.0	1.0	0.021	3'-PTPN2-chr18-12829287-0.013	5'-MDM4-chr1-204551980-0.028
ELK4--C9orf85	1	1.0	1.0	0.027	3'-C9orf85-chr9-71973453-0.02	5'-ELK4-chr1-205631838-0.034
PABPN1--NUCKS1	1	1.0	1.0	0.011	3'-NUCKS1-chr1-205717624-0.001	5'-PABPN1-chr14-23325315-0.02
MGST1--NUCKS1	1	1.0	1.0	0.001	3'-NUCKS1-chr1-205729596-0.001	5'-MGST1-chr12-16354270-0.001
RAB29--RPL4	1	1.0	1.0	0.004	3'-RPL4-chr15-66518902-0.0	5'-RAB29-chr1-205768596-0.009
CD46--MCM7	1	1.0	1.0	0.002	3'-MCM7-chr7-100092923-0.002	5'-CD46-chr1-207757152-0.002
MVB12A--LPGAT1	1	1.0	1.0	0.013	3'-LPGAT1-chr1-211748444-0.022	5'-MVB12A-chr19-17422657-0.004
EMC3--PPP2R5A	1	1.0	1.0	0.011	3'-PPP2R5A-chr1-212361861-0.021	5'-EMC3-chr3-9986825-0.002
RPS6KC1--LITAF	1	1.0	1.0	0.022	3'-LITAF-chr16-11583089-0.001	5'-RPS6KC1-chr1-213106275-0.043
IARS2--FAM50A	1	1.0	1.0	0.005	3'-FAM50A-chrX-154450622-0.008	5'-IARS2-chr1-220096196-0.003
MAN2B2--BROX	1	1.0	1.0	0.018	3'-BROX-chr1-222734660-0.01	5'-MAN2B2-chr4-6575302-0.026
CAPN2--RAC1	1	1.0	1.0	0.001	3'-RAC1-chr7-6403966-0.0	5'-CAPN2-chr1-223755557-0.001
DEGS1--GTF2I	1	1.0	1.0	0.003	3'-GTF2I-chr7-74704856-0.004	5'-DEGS1-chr1-224192838-0.002
DEGS1--PHKG1	1	1.0	1.0	0.013	3'-PHKG1-chr7-56080663-0.024	5'-DEGS1-chr1-224190017-0.002
MPND--DEGS1	1	1.0	1.0	0.043	3'-DEGS1-chr1-224193159-0.002	5'-MPND-chr19-4343845-0.083
DEGS1--SPTBN1	1	1.0	1.0	0.006	3'-SPTBN1-chr2-54668785-0.01	5'-DEGS1-chr1-224193437-0.002
AFMID--NVL	1	1.0	1.0	0.004	3'-NVL-chr1-224250320-0.005	5'-AFMID-chr17-78191060-0.002
DNAH14--STAU1	1	1.0	1.0	0.007	3'-STAU1-chr20-49118405-0.003	5'-DNAH14-chr1-224967812-0.012
ACBD3--DNAH14	1	1.0	1.0	0.019	3'-DNAH14-chr1-224967923-0.012	5'-ACBD3-chr1-226152519-0.025
SRP9--PDCD4	1	1.0	1.0	0.005	3'-PDCD4-chr10-110875990-0.009	5'-SRP9-chr1-225790458-0.001
SRP9--KIDINS220	1	1.0	1.0	0.012	3'-KIDINS220-chr2-8837613-0.023	5'-SRP9-chr1-225790458-0.001
STARD3--EPHX1	1	1.0	1.0	0.002	3'-EPHX1-chr1-225845558-0.002	5'-STARD3-chr17-39653751-0.001
WNT9A--PTPLB	1	1.0	1.0	0.018	3'-PTPLB-chr3-123585034-0.01	5'-WNT9A-chr1-227919475-0.025
