#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
NOC2L--COX5A	1	1.0	1.0	0.001	3'-COX5A-chr15-74926794-0.0	5'-NOC2L-chr1-959256-0.002
MRPS27--SDF4	1	1.0	1.0	0.003	3'-SDF4-chr1-1228947-0.002	5'-MRPS27-chr5-72320231-0.003
SSU72--ZKSCAN1	1	1.0	1.0	0.005	3'-ZKSCAN1-chr7-100037360-0.008	5'-SSU72-chr1-1574586-0.001
C1orf86--ROCK2	1	1.0	0.5	0.015	3'-ROCK2-chr2-11269273-0.029	5'-C1orf86-chr1-2199828-0.001
C19orf48--SKI	1	1.0	1.0	0.015	3'-SKI-chr1-2308499-0.028	5'-C19orf48-chr19-50798869-0.001
MORN1--RAD54L	1	1.0	1.0	0.019	3'-RAD54L-chr1-46276837-0.007	5'-MORN1-chr1-2391554-0.031
RER1--CRYGS	1	1.0	1.0	0.056	3'-CRYGS-chr3-186546592-0.111	5'-RER1-chr1-2399489-0.001
FTL--RER1	1	1.0	1.0	0.001	3'-RER1-chr1-2403301-0.001	5'-FTL-chr19-48965493-0.0
SLC1A5--LRRC47	1	1.0	1.0	0.003	3'-LRRC47-chr1-3781160-0.005	5'-SLC1A5-chr19-46788594-0.001
LRRC47--ZNF566	1	1.0	1.0	0.018	3'-ZNF566-chr19-36489561-0.032	5'-LRRC47-chr1-3780688-0.005
C1orf174--BRCA1	1	1.0	1.0	0.005	3'-BRCA1-chr17-43044910-0.004	5'-C1orf174-chr1-3900262-0.005
EIF4A2--RPL22	1	1.0	1.0	0.001	3'-RPL22-chr1-6208723-0.0	5'-EIF4A2-chr3-186786225-0.001
ARHGEF39--CAMTA1	1	1.0	1.0	0.007	3'-CAMTA1-chr1-6849624-0.001	5'-ARHGEF39-chr9-35665206-0.014
PER3--TARS	1	1.0	1.0	0.027	3'-TARS-chr5-33468709-0.001	5'-PER3-chr1-7789191-0.053
PARK7--RERE	1	1.0	1.0	0.003	3'-RERE-chr1-8805378-0.006	5'-PARK7-chr1-7971614-0.0
CFD--PARK7	1	1.0	1.0	0.001	3'-PARK7-chr1-7985276-0.0	5'-CFD-chr19-861957-0.002
PTP4A2--ENO1	1	1.0	1.0	0.001	3'-ENO1-chr1-8866493-0.0	5'-PTP4A2-chr1-31938342-0.001
CYB5A--ENO1	1	1.0	1.0	0.003	3'-ENO1-chr1-8861429-0.0	5'-CYB5A-chr18-74291980-0.006
TRIT1--ENO1	1	1.0	1.0	0.002	3'-ENO1-chr1-8866504-0.0	5'-TRIT1-chr1-39883504-0.003
RPS26--ENO1	1	1.0	0.5	0.002	3'-ENO1-chr1-8869575-0.0	5'-RPS26-chr12-56042919-0.004
ENO1--VARS	1	1.0	1.0	0.002	3'-VARS-chr6-31777657-0.003	5'-ENO1-chr1-8878711-0.0
SSR4--ENO1	1	1.0	1.0	0.0	3'-ENO1-chr1-8878656-0.0	5'-SSR4-chrX-153798493-0.0
NMNAT1--LINC00662	1	1.0	1.0	0.009	3'-LINC00662-chr19-27727554-0.009	5'-NMNAT1-chr1-9982849-0.009
RCC1--KIF1B	1	1.0	1.0	0.005	3'-KIF1B-chr1-10381601-0.01	5'-RCC1-chr1-28509343-0.001
AFMID--KIF1B	1	1.0	1.0	0.008	3'-KIF1B-chr1-10381599-0.01	5'-AFMID-chr17-78207101-0.006
GABRE--PGD	1	1.0	1.0	0.014	3'-PGD-chr1-10420143-0.001	5'-GABRE-chrX-151974684-0.027
CALCOCO2--PGD	1	1.0	1.0	0.002	3'-PGD-chr1-10420143-0.001	5'-CALCOCO2-chr17-48841890-0.002
FBXO44--RCC1	1	1.0	1.0	0.014	3'-RCC1-chr1-28524223-0.001	5'-FBXO44-chr1-11661788-0.027
FBXO6--BPNT1	1	1.0	0.5	0.005	3'-BPNT1-chr1-220057946-0.007	5'-FBXO6-chr1-11673998-0.003
MTHFR--HIST2H2BE	1	1.0	1.0	0.005	3'-HIST2H2BE-chr1-149847818-0.004	5'-MTHFR-chr1-11786002-0.005
PLOD1--RNASEH2A	1	1.0	1.0	0.003	3'-RNASEH2A-chr19-12813524-0.001	5'-PLOD1-chr1-11950520-0.005
PLOD1--ZP3	1	1.0	1.0	0.009	3'-ZP3-chr7-76442051-0.014	5'-PLOD1-chr1-11950488-0.005
TNFRSF1B--PDCD6IPP2	1	1.0	1.0	0.007	3'-PDCD6IPP2-chr15-28852901-0.004	5'-TNFRSF1B-chr1-12207632-0.01
ZBTB17--DNAJC1	1	1.0	1.0	0.006	3'-DNAJC1-chr10-21759289-0.002	5'-ZBTB17-chr1-15976079-0.01
SAR1A--CROCC	1	1.0	1.0	0.026	3'-CROCC-chr1-16899095-0.05	5'-SAR1A-chr10-70168657-0.002
SLU7--EMC1	1	1.0	1.0	0.005	3'-EMC1-chr1-19219472-0.006	5'-SLU7-chr5-160403308-0.004
MRTO4--STIL	1	1.0	1.0	0.008	3'-STIL-chr1-47250558-0.013	5'-MRTO4-chr1-19258984-0.003
MRTO4--EIF2S3	1	1.0	1.0	0.002	3'-EIF2S3-chrX-24077467-0.001	5'-MRTO4-chr1-19258984-0.003
GMCL1--CAPZB	1	1.0	1.0	0.004	3'-CAPZB-chr1-19341485-0.001	5'-GMCL1-chr2-69880847-0.006
MINOS1--NBR2	1	1.0	1.0	0.004	3'-NBR2-chr17-43137433-0.008	5'-MINOS1-chr1-19626429-0.0
DDOST--S1PR2	1	1.0	1.0	0.056	3'-S1PR2-chr19-10222085-0.111	5'-DDOST-chr1-20661389-0.001
EIF1AD--DDOST	1	1.0	1.0	0.005	3'-DDOST-chr1-20661362-0.001	5'-EIF1AD-chr11-65997094-0.009
DDOST--SPCS3	1	1.0	1.0	0.001	3'-SPCS3-chr4-176332259-0.001	5'-DDOST-chr1-20661366-0.001
DDOST--MILR1	1	1.0	1.0	0.01	3'-MILR1-chr17-64468642-0.019	5'-DDOST-chr1-20652871-0.001
DDOST--FCGR2A	1	1.0	1.0	0.001	3'-FCGR2A-chr1-161519491-0.001	5'-DDOST-chr1-20661385-0.001
DDOST--STAT2	1	1.0	1.0	0.006	3'-STAT2-chr12-56342035-0.011	5'-DDOST-chr1-20661498-0.001
DDOST--SNAP23	1	1.0	1.0	0.001	3'-SNAP23-chr15-42533055-0.001	5'-DDOST-chr1-20661383-0.001
CRLF3--HP1BP3	1	1.0	1.0	0.004	3'-HP1BP3-chr1-20773612-0.002	5'-CRLF3-chr17-30824680-0.006
RBM34--HP1BP3	1	1.0	1.0	0.002	3'-HP1BP3-chr1-20773615-0.002	5'-RBM34-chr1-235161256-0.001
SDHC--HP1BP3	1	1.0	1.0	0.002	3'-HP1BP3-chr1-20775359-0.002	5'-SDHC-chr1-161322838-0.001
HP1BP3--STX16	1	1.0	1.0	0.006	3'-STX16-chr20-58679492-0.01	5'-HP1BP3-chr1-20776596-0.002
TUBB6--HP1BP3	1	1.0	1.0	0.002	3'-HP1BP3-chr1-20787307-0.002	5'-TUBB6-chr18-12313240-0.002
DAP3--EIF4G3	1	1.0	1.0	0.005	3'-EIF4G3-chr1-20813240-0.01	5'-DAP3-chr1-155689175-0.001
RMDN1--EIF4G3	1	1.0	1.0	0.007	3'-EIF4G3-chr1-21062608-0.01	5'-RMDN1-chr8-86508717-0.003
SF3A3--USP48	1	1.0	1.0	0.001	3'-USP48-chr1-21729834-0.001	5'-SF3A3-chr1-37990015-0.001
LINC00339--C12orf76	1	1.0	1.0	0.005	3'-C12orf76-chr12-110048536-0.005	5'-LINC00339-chr1-22031217-0.006
RP11-462G2.1--HNRNPR	1	1.0	0.5	0.001	3'-HNRNPR-chr1-23310184-0.001	5'-RP11-462G2.1-chr6-70395252-0.0
SLC39A4--HNRNPR	1	1.0	1.0	0.001	3'-HNRNPR-chr1-23338550-0.001	5'-SLC39A4-chr8-144413562-0.001
RAB2B--ASAP3	1	1.0	1.0	0.046	3'-ASAP3-chr1-23436984-0.016	5'-RAB2B-chr14-21459987-0.077
RPL11--CLIC1	1	1.0	0.5	0.0	3'-CLIC1-chr6-31730923-0.0	5'-RPL11-chr1-23694695-0.0
CCNG1--RPL11	1	1.0	1.0	0.001	3'-RPL11-chr1-23696415-0.0	5'-CCNG1-chr5-163439306-0.001
CD33--RPL11	1	1.0	1.0	0.002	3'-RPL11-chr1-23696415-0.0	5'-CD33-chr19-51225838-0.003
DENR--SRSF10	1	1.0	1.0	0.005	3'-SRSF10-chr1-23970400-0.001	5'-DENR-chr12-122762206-0.01
SRSF10--STAT2	1	1.0	1.0	0.006	3'-STAT2-chr12-56342816-0.011	5'-SRSF10-chr1-23970387-0.001
SRSF10--POMK	1	1.0	1.0	0.084	3'-POMK-chr8-43123093-0.167	5'-SRSF10-chr1-23970417-0.001
SRSF10--C7orf73	1	1.0	1.0	0.001	3'-C7orf73-chr7-135676413-0.0	5'-SRSF10-chr1-23980305-0.001
SRSF10--EIF2S3	1	1.0	1.0	0.001	3'-EIF2S3-chrX-24077468-0.001	5'-SRSF10-chr1-23980316-0.001
SRSF10--PROSER3	1	1.0	1.0	0.056	3'-PROSER3-chr19-35771020-0.111	5'-SRSF10-chr1-23980373-0.001
NIPAL3--EPS15	1	1.0	1.0	0.007	3'-EPS15-chr1-51456555-0.003	5'-NIPAL3-chr1-24421350-0.011
SRRM1--HMGN5	1	1.0	1.0	0.003	3'-HMGN5-chrX-81115129-0.004	5'-SRRM1-chr1-24649014-0.001
HIST1H4B--SRRM1	1	1.0	1.0	0.084	3'-SRRM1-chr1-24652492-0.001	5'-HIST1H4B-chr6-26027283-0.167
PPARD--RSRP1	1	1.0	1.0	0.019	3'-RSRP1-chr1-25243635-0.004	5'-PPARD-chr6-35411217-0.034
ALS2--RSRP1	1	1.0	1.0	0.018	3'-RSRP1-chr1-25267497-0.004	5'-ALS2-chr2-201760095-0.031
TMEM57--FMNL2	1	1.0	1.0	0.173	3'-FMNL2-chr2-152647108-0.333	5'-TMEM57-chr1-25450018-0.012
INO80B--STMN1	1	1.0	1.0	0.25	3'-STMN1-chr1-25901620-0.0	5'-INO80B-chr2-74456151-0.5
MADCAM1--STMN1	1	1.0	1.0	0.125	3'-STMN1-chr1-25906419-0.0	5'-MADCAM1-chr19-491613-0.25
STMN1--CLIP3	1	1.0	1.0	0.015	3'-CLIP3-chr19-36019385-0.029	5'-STMN1-chr1-25904740-0.0
STMN1--UQCRH	1	1.0	1.0	0.0	3'-UQCRH-chr1-46316773-0.0	5'-STMN1-chr1-25906419-0.0
STMN1--MINA	1	1.0	1.0	0.004	3'-MINA-chr3-97944389-0.007	5'-STMN1-chr1-25906419-0.0
CEP85--CBL	1	1.0	1.0	0.013	3'-CBL-chr11-119243115-0.017	5'-CEP85-chr1-26244547-0.008
HMGN2--AC005616.1	1	1.0	1.0	0.024	3'-AC005616.1-chr19-28544710-0.048	5'-HMGN2-chr1-26475970-0.0
PABPC1--NUDC	1	1.0	1.0	0.0	3'-NUDC-chr1-26946395-0.0	5'-PABPC1-chr8-100722088-0.0
HSP90AB1--IFI6	1	1.0	1.0	0.013	3'-IFI6-chr1-27666304-0.027	5'-HSP90AB1-chr6-44248726-0.0
CSNK1E--EYA3	1	1.0	1.0	0.007	3'-EYA3-chr1-27978476-0.007	5'-CSNK1E-chr22-38398921-0.006
RCC1--EIF3I	1	1.0	1.0	0.001	3'-EIF3I-chr1-32231603-0.0	5'-RCC1-chr1-28509343-0.001
GFPT1--TAF12	1	1.0	1.0	0.002	3'-TAF12-chr1-28622166-0.001	5'-GFPT1-chr2-69387220-0.002
XPO5--TAF12	1	1.0	1.0	0.005	3'-TAF12-chr1-28622167-0.001	5'-XPO5-chr6-43553404-0.008
NBR2--EPB41	1	1.0	1.0	0.005	3'-EPB41-chr1-29059612-0.003	5'-NBR2-chr17-43131257-0.008
EPB41--RABGAP1L	1	1.0	1.0	0.005	3'-RABGAP1L-chr1-174533657-0.007	5'-EPB41-chr1-29118148-0.003
TMEM200B--XRN1	1	1.0	1.0	0.007	3'-XRN1-chr3-142311022-0.009	5'-TMEM200B-chr1-29120020-0.005
ENSA--TMEM200B	1	1.0	1.0	0.003	3'-TMEM200B-chr1-29120020-0.005	5'-ENSA-chr1-150629599-0.001
TMEM200B--RSL1D1	1	1.0	1.0	0.003	3'-RSL1D1-chr16-11851550-0.0	5'-TMEM200B-chr1-29120020-0.005
TMEM200B--IARS	1	1.0	1.0	0.005	3'-IARS-chr9-92256575-0.004	5'-TMEM200B-chr1-29120020-0.005
TMEM200B--SLC35E1	1	1.0	1.0	0.015	3'-SLC35E1-chr19-16553076-0.026	5'-TMEM200B-chr1-29120019-0.005
TBC1D15--SRSF4	1	1.0	1.0	0.005	3'-SRSF4-chr1-29149488-0.005	5'-TBC1D15-chr12-71907941-0.005
PSMA3--PUM1	1	1.0	1.0	0.004	3'-PUM1-chr1-30959653-0.006	5'-PSMA3-chr14-58270599-0.001
SNRNP40--IPO11	1	1.0	1.0	0.01	3'-IPO11-chr5-62604256-0.019	5'-SNRNP40-chr1-31269956-0.001
SNRNP40--EMID1	1	1.0	1.0	0.018	3'-EMID1-chr22-29241762-0.034	5'-SNRNP40-chr1-31296815-0.001
GTPBP2--PTP4A2	1	1.0	1.0	0.002	3'-PTP4A2-chr1-31906765-0.001	5'-GTPBP2-chr6-43628805-0.003
THAP6--PTP4A2	1	1.0	1.0	0.005	3'-PTP4A2-chr1-31911829-0.001	5'-THAP6-chr4-75516984-0.008
CLIC1--KHDRBS1	1	1.0	1.0	0.002	3'-KHDRBS1-chr1-32043278-0.003	5'-CLIC1-chr6-31736515-0.0
PSMC3--KHDRBS1	1	1.0	1.0	0.002	3'-KHDRBS1-chr1-32042914-0.003	5'-PSMC3-chr11-47426247-0.001
KHDRBS1--THRB	1	1.0	1.0	0.008	3'-THRB-chr3-24494850-0.013	5'-KHDRBS1-chr1-32042914-0.003
AAED1--KPNA6	1	1.0	1.0	0.017	3'-KPNA6-chr1-32174531-0.008	5'-AAED1-chr9-96639862-0.025
RMDN1--KPNA6	1	1.0	1.0	0.005	3'-KPNA6-chr1-32175934-0.008	5'-RMDN1-chr8-86508655-0.003
EIF3I--ATP6V1A	1	1.0	1.0	0.004	3'-ATP6V1A-chr3-113810407-0.007	5'-EIF3I-chr1-32226253-0.0
EIF3I--PHKG1	1	1.0	1.0	0.013	3'-PHKG1-chr7-56080671-0.026	5'-EIF3I-chr1-32231330-0.0
EIF3I--APOBEC3G	1	1.0	1.0	0.005	3'-APOBEC3G-chr22-39055968-0.01	5'-EIF3I-chr1-32231267-0.0
EIF3I--EIF2S3	1	1.0	1.0	0.001	3'-EIF2S3-chrX-24077466-0.001	5'-EIF3I-chr1-32231221-0.0
EIF3I--TRIM5	1	1.0	1.0	0.009	3'-TRIM5-chr11-5664104-0.017	5'-EIF3I-chr1-32231385-0.0
ATP5J2--EIF3I	1	1.0	1.0	0.0	3'-EIF3I-chr1-32231603-0.0	5'-ATP5J2-chr7-99464425-0.0
HDAC1--GNB2L1	1	1.0	1.0	0.001	3'-GNB2L1-chr5-181238228-0.0	5'-HDAC1-chr1-32331497-0.001
ZNF605--YARS	1	1.0	1.0	0.084	3'-YARS-chr1-32786448-0.0	5'-ZNF605-chr12-132956303-0.167
FARSA--AK2	1	1.0	1.0	0.001	3'-AK2-chr1-33024569-0.0	5'-FARSA-chr19-12933711-0.002
ZMYM6NB--XPO1	1	1.0	1.0	0.002	3'-XPO1-chr2-61492455-0.003	5'-ZMYM6NB-chr1-34983790-0.001
ZMYM6--SND1	1	1.0	1.0	0.011	3'-SND1-chr7-127888012-0.003	5'-ZMYM6-chr1-35015164-0.019
MARCH6--SFPQ	1	1.0	1.0	0.004	3'-SFPQ-chr1-35178038-0.004	5'-MARCH6-chr5-10353922-0.004
BLOC1S6--SFPQ	1	1.0	1.0	0.004	3'-SFPQ-chr1-35178037-0.004	5'-BLOC1S6-chr15-45587528-0.003
SFPQ--MAPRE1	1	1.0	1.0	0.003	3'-MAPRE1-chr20-32831947-0.002	5'-SFPQ-chr1-35184573-0.004
TFG--SFPQ	1	1.0	0.5	0.003	3'-SFPQ-chr1-35192992-0.004	5'-TFG-chr3-100709691-0.001
ZMYM4--NDUFB2	1	1.0	1.0	0.004	3'-NDUFB2-chr7-140706644-0.0	5'-ZMYM4-chr1-35361244-0.008
AC007246.3--ZMYM4	1	1.0	1.0	0.005	3'-ZMYM4-chr1-35420178-0.008	5'-AC007246.3-chr2-39518711-0.003
LRRC75A-AS1--PSMB2	1	1.0	1.0	0.056	3'-PSMB2-chr1-35631345-0.0	5'-LRRC75A-AS1-chr17-16439415-0.111
NOM1--CLSPN	1	1.0	1.0	0.006	3'-CLSPN-chr1-35739193-0.002	5'-NOM1-chr7-156973175-0.01
GPHN--THRAP3	1	1.0	1.0	0.018	3'-THRAP3-chr1-36289121-0.001	5'-GPHN-chr14-66681188-0.034
MRPS15--BCL2L13	1	1.0	1.0	0.001	3'-BCL2L13-chr22-17655818-0.001	5'-MRPS15-chr1-36456380-0.001
GNL2--LUC7L	1	1.0	1.0	0.007	3'-LUC7L-chr16-213044-0.013	5'-GNL2-chr1-37595937-0.002
RPL31--C1orf122	1	1.0	1.0	0.003	3'-C1orf122-chr1-37809454-0.005	5'-RPL31-chr2-101006072-0.0
SF3A3--CCAR1	1	1.0	1.0	0.002	3'-CCAR1-chr10-68791476-0.002	5'-SF3A3-chr1-37990045-0.001
UTP11L--FAM204A	1	1.0	1.0	0.002	3'-FAM204A-chr10-118310097-0.002	5'-UTP11L-chr1-38017750-0.001
UTP11L--GOLGA2	1	1.0	1.0	0.002	3'-GOLGA2-chr9-128256721-0.002	5'-UTP11L-chr1-38024019-0.001
HSPA9--UTP11L	1	1.0	1.0	0.001	3'-UTP11L-chr1-38023801-0.001	5'-HSPA9-chr5-138575429-0.0
AKIRIN1--SLC48A1	1	1.0	1.0	0.004	3'-SLC48A1-chr12-47781669-0.005	5'-AKIRIN1-chr1-39005085-0.002
LYZ--AKIRIN1	1	1.0	1.0	0.013	3'-AKIRIN1-chr1-39006058-0.002	5'-LYZ-chr12-69353485-0.023
MRPL16--PABPC4	1	1.0	1.0	0.003	3'-PABPC4-chr1-39568020-0.004	5'-MRPL16-chr11-59810773-0.001
GGPS1--CAP1	1	1.0	1.0	0.002	3'-CAP1-chr1-40054053-0.001	5'-GGPS1-chr1-235339552-0.002
COX16--RLF	1	1.0	1.0	0.004	3'-RLF-chr1-40221735-0.005	5'-COX16-chr14-70359706-0.002
MED8--HSP90B1	1	1.0	1.0	0.001	3'-HSP90B1-chr12-103947921-0.0	5'-MED8-chr1-43389788-0.001
GEMIN6--ERI3	1	1.0	1.0	0.005	3'-ERI3-chr1-44339322-0.003	5'-GEMIN6-chr2-38779118-0.007
RAB13--RPS8	1	1.0	1.0	0.002	3'-RPS8-chr1-44778709-0.0	5'-RAB13-chr1-153986339-0.003
ACOX1--PRDX1	1	1.0	1.0	0.005	3'-PRDX1-chr1-45518968-0.0	5'-ACOX1-chr17-75979164-0.01
ENY2--PRDX1	1	1.0	1.0	0.001	3'-PRDX1-chr1-45521877-0.0	5'-ENY2-chr8-109343663-0.001
MRPS16--PRDX1	1	1.0	0.5	0.001	3'-PRDX1-chr1-45521886-0.0	5'-MRPS16-chr10-73250829-0.001
ITGA2B--NASP	1	1.0	1.0	0.032	3'-NASP-chr1-45618244-0.002	5'-ITGA2B-chr17-44389505-0.062
POLG2--IPP	1	1.0	1.0	0.013	3'-IPP-chr1-45694995-0.019	5'-POLG2-chr17-64496704-0.007
DHX38--STIL	1	1.0	1.0	0.015	3'-STIL-chr1-47250581-0.013	5'-DHX38-chr16-72096252-0.017
RNF11--FAF1	1	1.0	1.0	0.007	3'-FAF1-chr1-50596219-0.005	5'-RNF11-chr1-51236879-0.009
AL133493.2--KTI12	1	1.0	1.0	0.019	3'-KTI12-chr1-52032793-0.001	5'-AL133493.2-chr21-45597027-0.038
ITGA2B--CC2D1B	1	1.0	1.0	0.043	3'-CC2D1B-chr1-52352243-0.024	5'-ITGA2B-chr17-44389505-0.062
RINT1--PRPF38A	1	1.0	1.0	0.005	3'-PRPF38A-chr1-52417020-0.003	5'-RINT1-chr7-105536604-0.007
SKP2--ZYG11B	1	1.0	1.0	0.011	3'-ZYG11B-chr1-52825653-0.02	5'-SKP2-chr5-36181154-0.003
RP6-159A1.4--SCP2	1	1.0	1.0	0.002	3'-SCP2-chr1-53051611-0.001	5'-RP6-159A1.4-chrX-66016219-0.002
CPT2--PRKCA	1	1.0	1.0	0.012	3'-PRKCA-chr17-66810743-0.018	5'-CPT2-chr1-53213646-0.006
CCT6A--HSPB11	1	1.0	1.0	0.001	3'-HSPB11-chr1-53945669-0.001	5'-CCT6A-chr7-56053835-0.001
PLD6--RP11-446E24.4	1	1.0	0.5	0.071	3'-RP11-446E24.4-chr1-54170464-0.111	5'-PLD6-chr17-17206315-0.031
PCSK9--SYNCRIP	1	1.0	1.0	0.004	3'-SYNCRIP-chr6-85643343-0.002	5'-PCSK9-chr1-55064850-0.005
RP5-1042K10.14--USP1	1	1.0	1.0	0.501	3'-USP1-chr1-62451731-0.002	5'-RP5-1042K10.14-chr22-40400814-1.0
KIAA1551--SRSF11	1	1.0	1.0	0.005	3'-SRSF11-chr1-70244806-0.002	5'-KIAA1551-chr12-31970357-0.009
CTH--C9orf16	1	1.0	1.0	0.001	3'-C9orf16-chr9-128163923-0.0	5'-CTH-chr1-70424314-0.001
SSX2IP--PIGK	1	1.0	1.0	0.003	3'-PIGK-chr1-77122361-0.003	5'-SSX2IP-chr1-84690312-0.003
ZZZ3--C6orf89	1	1.0	1.0	0.005	3'-C6orf89-chr6-36899485-0.002	5'-ZZZ3-chr1-77677101-0.009
SRR--USP33	1	1.0	1.0	0.005	3'-USP33-chr1-77728709-0.004	5'-SRR-chr17-2319870-0.006
PAFAH1B2--USP33	1	1.0	1.0	0.005	3'-USP33-chr1-77723445-0.004	5'-PAFAH1B2-chr11-117152528-0.005
OR7E38P--USP33	1	1.0	1.0	0.169	3'-USP33-chr1-77759811-0.004	5'-OR7E38P-chr7-97966978-0.333
GAS5--USP33	1	1.0	1.0	0.002	3'-USP33-chr1-77740466-0.004	5'-GAS5-chr1-173865728-0.0
USP45--RP11-486G15.2	1	1.0	1.0	0.009	3'-RP11-486G15.2-chr1-84077647-0.014	5'-USP45-chr6-99531790-0.004
RP11-486G15.2--COMMD7	1	1.0	1.0	0.008	3'-COMMD7-chr20-32743442-0.002	5'-RP11-486G15.2-chr1-84077643-0.014
PRKACB--CMIP	1	1.0	1.0	0.015	3'-CMIP-chr16-81682264-0.012	5'-PRKACB-chr1-84079729-0.017
BRI3BP--PRKACB	1	1.0	1.0	0.019	3'-PRKACB-chr1-84080671-0.017	5'-BRI3BP-chr12-125025184-0.021
