#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
BCL10--DSTYK	1	1.0	1.0	0.019	3'-DSTYK-chr1-205143195-0.034	5'-BCL10-chr1-85276386-0.004
CYR61--RRAGA	1	1.0	1.0	0.003	3'-RRAGA-chr9-19051021-0.004	5'-CYR61-chr1-85582551-0.001
RBM18--COL24A1	1	1.0	1.0	0.017	3'-COL24A1-chr1-85761568-0.026	5'-RBM18-chr9-122264828-0.008
RP5-1132H15.3--SEP15	1	1.0	1.0	0.5	3'-SEP15-chr1-86914116-0.0	5'-RP5-1132H15.3-chr7-66028850-1.0
RPL5--LGMN	1	1.0	1.0	0.001	3'-LGMN-chr14-92748627-0.001	5'-RPL5-chr1-92841923-0.0
MTF2--FAM69A	1	1.0	1.0	0.015	3'-FAM69A-chr1-92931564-0.023	5'-MTF2-chr1-93079531-0.007
SSC5D--CCDC18	1	1.0	1.0	0.068	3'-CCDC18-chr1-93219877-0.01	5'-SSC5D-chr19-55503794-0.125
GCLM--CRTAP	1	1.0	1.0	0.001	3'-CRTAP-chr3-33143158-0.001	5'-GCLM-chr1-93909410-0.001
DLK2--ABCD3	1	1.0	1.0	0.068	3'-ABCD3-chr1-94452082-0.01	5'-DLK2-chr6-43453788-0.125
F3--MCAM	1	1.0	1.0	0.027	3'-MCAM-chr11-119309019-0.036	5'-F3-chr1-94541784-0.019
SLC44A3--PLEKHA1	1	1.0	1.0	0.037	3'-PLEKHA1-chr10-122432344-0.007	5'-SLC44A3-chr1-94828951-0.067
HIAT1--USP2-AS1	1	1.0	1.0	0.17	3'-USP2-AS1-chr11-119478154-0.333	5'-HIAT1-chr1-100050009-0.006
CNN2--DBT	1	1.0	1.0	0.023	3'-DBT-chr1-100249828-0.042	5'-CNN2-chr19-1039060-0.003
SLC30A7--ITPRIPL2	1	1.0	1.0	0.019	3'-ITPRIPL2-chr16-19118693-0.023	5'-SLC30A7-chr1-100975220-0.016
DCAKD--DPH5	1	1.0	1.0	0.019	3'-DPH5-chr1-101013819-0.009	5'-DCAKD-chr17-45061101-0.029
PIGF--SLC25A24P1	1	1.0	1.0	0.044	3'-SLC25A24P1-chr1-108337793-0.083	5'-PIGF-chr2-46617049-0.004
NDUFB1--PSMA5	1	1.0	1.0	0.002	3'-PSMA5-chr1-109426437-0.002	5'-NDUFB1-chr14-92117642-0.001
IFI27L2--RHOC	1	1.0	1.0	0.001	3'-RHOC-chr1-112701693-0.001	5'-IFI27L2-chr14-94129633-0.001
RHOC--ACSL4	1	1.0	1.0	0.003	3'-ACSL4-chrX-109643061-0.005	5'-RHOC-chr1-112702620-0.001
SLC14A1--SLC16A1	1	1.0	1.0	0.004	3'-SLC16A1-chr1-112956195-0.003	5'-SLC14A1-chr18-45752519-0.005
TMED4--SLC16A1-AS1	1	1.0	0.5	0.168	3'-SLC16A1-AS1-chr1-112973084-0.333	5'-TMED4-chr7-44580213-0.002
NRAS--TOR1AIP2	1	1.0	0.5	0.007	3'-TOR1AIP2-chr1-179841938-0.008	5'-NRAS-chr1-114716759-0.007
ZNF527--WARS2	1	1.0	1.0	0.039	3'-WARS2-chr1-119038725-0.008	5'-ZNF527-chr19-37379442-0.071
COPS6--PHGDH	1	1.0	1.0	0.001	3'-PHGDH-chr1-119721297-0.001	5'-COPS6-chr7-100091910-0.001
HIST2H2BE--RBM10	1	1.0	1.0	0.011	3'-RBM10-chrX-47186811-0.013	5'-HIST2H2BE-chr1-149886682-0.01
BOLA1--CDC37	1	1.0	1.0	0.007	3'-CDC37-chr19-10406973-0.003	5'-BOLA1-chr1-149901134-0.011
SF3B4--SETDB1	1	1.0	1.0	0.01	3'-SETDB1-chr1-150942446-0.019	5'-SF3B4-chr1-149923559-0.001
AKR1B10--OTUD7B	1	1.0	1.0	0.017	3'-OTUD7B-chr1-149943524-0.034	5'-AKR1B10-chr7-134541385-0.0
KRT8--ANP32E	1	1.0	1.0	0.008	3'-ANP32E-chr1-150236112-0.002	5'-KRT8-chr12-52948569-0.014
DENR--MRPS21	1	1.0	1.0	0.115	3'-MRPS21-chr1-150308347-0.2	5'-DENR-chr12-122753807-0.029
TNFAIP8L2--BNC2	1	1.0	1.0	0.504	3'-BNC2-chr9-16506799-0.008	5'-TNFAIP8L2-chr1-151159363-1.0
ZNF358--SCNM1	1	1.0	1.0	0.021	3'-SCNM1-chr1-151166513-0.004	5'-ZNF358-chr19-7518531-0.038
TDRKH--NDUFAF6	1	1.0	1.0	0.01	3'-NDUFAF6-chr8-95041590-0.008	5'-TDRKH-chr1-151773099-0.013
S100A6--NQO1	1	1.0	1.0	0.0	3'-NQO1-chr16-69726562-0.0	5'-S100A6-chr1-153535231-0.0
RAB13--C17orf49	1	1.0	1.0	0.002	3'-C17orf49-chr17-7017519-0.002	5'-RAB13-chr1-153986339-0.001
ZNF500--UBAP2L	1	1.0	0.5	0.047	3'-UBAP2L-chr1-154267275-0.003	5'-ZNF500-chr16-4750622-0.091
CST3--SCAMP3	1	1.0	1.0	0.002	3'-SCAMP3-chr1-155256285-0.002	5'-CST3-chr20-23637960-0.001
DAP3--PPID	1	1.0	1.0	0.006	3'-PPID-chr4-158709280-0.01	5'-DAP3-chr1-155738696-0.002
SSH1--DAP3	1	1.0	1.0	0.015	3'-DAP3-chr1-155738526-0.002	5'-SSH1-chr12-108857583-0.029
PSMC2--CCT3	1	1.0	1.0	0.001	3'-CCT3-chr1-156338249-0.001	5'-PSMC2-chr7-103352928-0.001
ISG20L2--TNFRSF10B	1	1.0	1.0	0.013	3'-TNFRSF10B-chr8-23020431-0.012	5'-ISG20L2-chr1-156728750-0.014
PITPNB--HDGF	1	1.0	1.0	0.003	3'-HDGF-chr1-156743064-0.004	5'-PITPNB-chr22-27919289-0.002
RPL9--ETV3	1	1.0	1.0	0.011	3'-ETV3-chr1-157130127-0.023	5'-RPL9-chr4-39456033-0.0
UAP1--TAGLN2	1	1.0	1.0	0.002	3'-TAGLN2-chr1-159918820-0.0	5'-UAP1-chr1-162566205-0.003
COPA--BCKDHB	1	1.0	1.0	0.005	3'-BCKDHB-chr6-80346268-0.007	5'-COPA-chr1-160343257-0.002
RBM48--COPA	1	1.0	1.0	0.006	3'-COPA-chr1-160323470-0.002	5'-RBM48-chr7-92537526-0.011
FKBP9--COPA	1	1.0	1.0	0.003	3'-COPA-chr1-160293219-0.002	5'-FKBP9-chr7-33006910-0.003
GABRE--NDUFS2	1	1.0	1.0	0.039	3'-NDUFS2-chr1-161213451-0.001	5'-GABRE-chrX-151971895-0.077
TAPBP--ATF6	1	1.0	1.0	0.005	3'-ATF6-chr1-161962973-0.01	5'-TAPBP-chr6-33301611-0.001
TOR1AIP1--MGST3	1	1.0	1.0	0.003	3'-MGST3-chr1-165659056-0.001	5'-TOR1AIP1-chr1-179889681-0.005
POU2F1--ATP1B1	1	1.0	1.0	0.013	3'-ATP1B1-chr1-169132819-0.002	5'-POU2F1-chr1-167413116-0.024
CREG1--ACTG1	1	1.0	1.0	0.001	3'-ACTG1-chr17-81510253-0.0	5'-CREG1-chr1-167553765-0.001
FTH1--MPZL1	1	1.0	1.0	0.001	3'-MPZL1-chr1-167790819-0.002	5'-FTH1-chr11-61967631-0.0
SFT2D2--ZNF37A	1	1.0	1.0	0.023	3'-ZNF37A-chr10-38121205-0.038	5'-SFT2D2-chr1-168244213-0.008
SFT2D2--BLOC1S6	1	1.0	1.0	0.009	3'-BLOC1S6-chr15-45609688-0.01	5'-SFT2D2-chr1-168243873-0.008
SFT2D2--DSN1	1	1.0	1.0	0.009	3'-DSN1-chr20-36752108-0.01	5'-SFT2D2-chr1-168244213-0.008
LSM5--SFT2D2	1	1.0	1.0	0.005	3'-SFT2D2-chr1-168251040-0.008	5'-LSM5-chr7-32485687-0.001
DCAF11--GAS5	1	1.0	1.0	0.005	3'-GAS5-chr1-173864509-0.001	5'-DCAF11-chr14-24115727-0.009
BRINP2--ASTN1	2	1.0	0.65	0.044	3'-ASTN1-chr1-177064875-0.065	5'-BRINP2-chr1-177230145-0.024
CBX5--ABL2	1	1.0	1.0	0.009	3'-ABL2-chr1-179105187-0.014	5'-CBX5-chr12-54235353-0.003
TOR1AIP2--NCAPD2	1	1.0	1.0	0.007	3'-NCAPD2-chr12-6531954-0.006	5'-TOR1AIP2-chr1-179843722-0.008
TOR1AIP1--DNASE2	1	1.0	1.0	0.003	3'-DNASE2-chr19-12875510-0.001	5'-TOR1AIP1-chr1-179882450-0.005
SAMD1--LAMC1	1	1.0	1.0	0.009	3'-LAMC1-chr1-183143149-0.004	5'-SAMD1-chr19-14089087-0.014
TSEN15--C1orf21	1	1.0	1.0	0.005	3'-C1orf21-chr1-184619736-0.007	5'-TSEN15-chr1-184054864-0.004
C12orf65--EDEM3	1	1.0	1.0	0.013	3'-EDEM3-chr1-184754652-0.018	5'-C12orf65-chr12-123256935-0.009
L3HYPDH--IVNS1ABP	1	1.0	1.0	0.005	3'-IVNS1ABP-chr1-185305644-0.005	5'-L3HYPDH-chr14-59484030-0.004
GOT1--C1orf27	1	1.0	1.0	0.049	3'-C1orf27-chr1-186419231-0.091	5'-GOT1-chr10-99430660-0.006
DTL--ASPM	1	1.0	1.0	0.006	3'-ASPM-chr1-197090566-0.004	5'-DTL-chr1-212048836-0.009
CUL3--ZNF281	1	1.0	1.0	0.014	3'-ZNF281-chr1-200409588-0.009	5'-CUL3-chr2-224585373-0.019
TMEM30A--CAMSAP2	1	1.0	1.0	0.011	3'-CAMSAP2-chr1-200860259-0.019	5'-TMEM30A-chr6-75284775-0.003
OIP5-AS1--TMEM9	1	1.0	1.0	0.007	3'-TMEM9-chr1-201153959-0.002	5'-OIP5-AS1-chr15-41286102-0.012
RP11-134G8.6--DDX27	1	1.0	1.0	0.502	3'-DDX27-chr20-49234245-0.004	5'-RP11-134G8.6-chr1-201520590-1.0
PCK2--UBE2T	1	1.0	1.0	0.004	3'-UBE2T-chr1-202333094-0.001	5'-PCK2-chr14-24094434-0.007
ATP2B4--SLC4A7	1	1.0	1.0	0.009	3'-SLC4A7-chr3-27378705-0.01	5'-ATP2B4-chr1-203637435-0.007
PTAR1--ATP2B4	1	1.0	1.0	0.011	3'-ATP2B4-chr1-203728572-0.007	5'-PTAR1-chr9-69729080-0.014
C4orf27--ZC3H11A	1	1.0	1.0	0.011	3'-ZC3H11A-chr1-203847677-0.013	5'-C4orf27-chr4-169757895-0.01
ELK4--ISY1	1	1.0	1.0	0.019	3'-ISY1-chr3-129129425-0.007	5'-ELK4-chr1-205631835-0.031
PTMS--NUCKS1	1	1.0	1.0	0.003	3'-NUCKS1-chr1-205750080-0.001	5'-PTMS-chr12-6766558-0.004
DCTN1--CD46	1	1.0	1.0	0.005	3'-CD46-chr1-207795502-0.003	5'-DCTN1-chr2-74391847-0.007
RPS6KC1--SRGAP3	1	1.0	1.0	0.031	3'-SRGAP3-chr3-9051826-0.026	5'-RPS6KC1-chr1-213168485-0.036
RAB3GAP2--EPRS	1	1.0	1.0	0.009	3'-EPRS-chr1-219988823-0.003	5'-RAB3GAP2-chr1-220272460-0.014
IARS2--OAZ2	1	1.0	1.0	0.004	3'-OAZ2-chr15-64690424-0.002	5'-IARS2-chr1-220140259-0.005
BROX--NFKBIB	1	1.0	1.0	0.015	3'-NFKBIB-chr19-38908893-0.017	5'-BROX-chr1-222724146-0.013
BROX--SCAMP1	1	1.0	1.0	0.01	3'-SCAMP1-chr5-78476861-0.008	5'-BROX-chr1-222735185-0.013
ATXN3--CAPN2	1	1.0	1.0	0.014	3'-CAPN2-chr1-223775837-0.002	5'-ATXN3-chr14-92106590-0.026
SRP9--SDCBP	1	1.0	1.0	0.001	3'-SDCBP-chr8-58565067-0.001	5'-SRP9-chr1-225790458-0.0
VKORC1--SDE2	1	1.0	0.5	0.011	3'-SDE2-chr1-225987987-0.022	5'-VKORC1-chr16-31091070-0.0
TSNAX--GEN1	1	1.0	1.0	0.032	3'-GEN1-chr2-17783532-0.056	5'-TSNAX-chr1-231565371-0.007
