#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
MFSD10--PARK7	1	1.0	1.0	0.001	3'-PARK7-chr1-7969393-0.0	5'-MFSD10-chr4-2930861-0.002
JMJD6--PARK7	1	1.0	1.0	0.005	3'-PARK7-chr1-7978841-0.0	5'-JMJD6-chr17-76726553-0.01
FEM1C--RERE	1	1.0	1.0	0.016	3'-RERE-chr1-8360164-0.003	5'-FEM1C-chr5-115544672-0.029
ZNF81--RERE	1	1.0	1.0	0.019	3'-RERE-chr1-8557524-0.003	5'-ZNF81-chrX-47956679-0.034
H6PD--LITAF	1	1.0	1.0	0.024	3'-LITAF-chr16-11548784-0.011	5'-H6PD-chr1-9268038-0.037
RPL19--CLSTN1	1	1.0	1.0	0.001	3'-CLSTN1-chr1-9730342-0.002	5'-RPL19-chr17-39200452-0.0
NKTR--CLSTN1	1	1.0	1.0	0.005	3'-CLSTN1-chr1-9755235-0.002	5'-NKTR-chr3-42615570-0.009
ZNF225--CLSTN1	1	1.0	1.0	0.085	3'-CLSTN1-chr1-9773395-0.002	5'-ZNF225-chr19-44113177-0.167
TARDBP--EPRS	1	1.0	1.0	0.003	3'-EPRS-chr1-220020158-0.003	5'-TARDBP-chr1-11016914-0.003
SRM--HECTD1	1	1.0	1.0	0.007	3'-HECTD1-chr14-31162681-0.007	5'-SRM-chr1-11055215-0.008
ACAD8--EXOSC10	1	1.0	1.0	0.006	3'-EXOSC10-chr1-11082880-0.004	5'-ACAD8-chr11-134259747-0.008
RSC1A1--REEP3	1	1.0	1.0	0.037	3'-REEP3-chr10-63620979-0.004	5'-RSC1A1-chr1-15661462-0.071
HKR1--DDI2	1	1.0	1.0	0.012	3'-DDI2-chr1-15667045-0.013	5'-HKR1-chr19-37324265-0.011
RPL11--NBPF1	1	1.0	1.0	0.003	3'-NBPF1-chr1-16613550-0.005	5'-RPL11-chr1-23696414-0.0
ATP6V0A2--CROCC	1	1.0	1.0	0.014	3'-CROCC-chr1-16897291-0.004	5'-ATP6V0A2-chr12-123724051-0.024
MRTO4--TMEM184C	1	1.0	1.0	0.005	3'-TMEM184C-chr4-147636113-0.007	5'-MRTO4-chr1-19258984-0.003
MRTO4--RP11-123K3.4	1	1.0	1.0	0.011	3'-RP11-123K3.4-chr12-57254239-0.019	5'-MRTO4-chr1-19258984-0.003
LMBR1--CAPZB	1	1.0	1.0	0.005	3'-CAPZB-chr1-19345253-0.001	5'-LMBR1-chr7-156893204-0.009
PLA2G2A--TAX1BP3	1	1.0	0.5	0.006	3'-TAX1BP3-chr17-3663202-0.011	5'-PLA2G2A-chr1-19979618-0.002
CAMK2N1--DDRGK1	1	1.0	1.0	0.005	3'-DDRGK1-chr20-3204553-0.002	5'-CAMK2N1-chr1-20483504-0.009
DDOST--USP28	1	1.0	1.0	0.005	3'-USP28-chr11-113798172-0.009	5'-DDOST-chr1-20661365-0.001
DDOST--CD302	1	1.0	1.0	0.002	3'-CD302-chr2-159769400-0.003	5'-DDOST-chr1-20661369-0.001
HGF--DDOST	1	1.0	1.0	0.003	3'-DDOST-chr1-20661388-0.001	5'-HGF-chr7-81769701-0.005
DDOST--COLCA1	1	1.0	1.0	0.002	3'-COLCA1-chr11-111291946-0.002	5'-DDOST-chr1-20661383-0.001
DDOST--SDE2	1	1.0	1.0	0.017	3'-SDE2-chr1-225983999-0.033	5'-DDOST-chr1-20661365-0.001
DDOST--PPM1K	1	1.0	1.0	0.005	3'-PPM1K-chr4-88258397-0.008	5'-DDOST-chr1-20661413-0.001
DDOST--CLNS1A	1	1.0	1.0	0.001	3'-CLNS1A-chr11-77617131-0.001	5'-DDOST-chr1-20661369-0.001
CHRAC1--DDOST	1	1.0	1.0	0.003	3'-DDOST-chr1-20661365-0.001	5'-CHRAC1-chr8-140516698-0.005
NDUFS2--HP1BP3	1	1.0	1.0	0.002	3'-HP1BP3-chr1-20743820-0.002	5'-NDUFS2-chr1-161203031-0.001
DCAF16--HP1BP3	1	1.0	1.0	0.008	3'-HP1BP3-chr1-20787287-0.002	5'-DCAF16-chr4-17801215-0.014
PRDX4--HSPG2	1	1.0	1.0	0.005	3'-HSPG2-chr1-21852133-0.011	5'-PRDX4-chrX-23686396-0.0
HNRNPR--CACNB2	1	1.0	1.0	0.042	3'-CACNB2-chr10-18524414-0.083	5'-HNRNPR-chr1-23344322-0.001
RPL11--SYPL1	1	1.0	1.0	0.001	3'-SYPL1-chr7-106112259-0.001	5'-RPL11-chr1-23696414-0.0
SEPN1--ACPP	1	1.0	1.0	0.042	3'-ACPP-chr3-132339865-0.0	5'-SEPN1-chr1-25804662-0.083
RP1-317E23.6--FAM210B	1	1.0	1.0	0.005	3'-FAM210B-chr20-56367006-0.002	5'-RP1-317E23.6-chr1-25818213-0.009
SEPT9--STMN1	1	1.0	1.0	0.001	3'-STMN1-chr1-25904741-0.0	5'-SEPT9-chr17-77307198-0.002
STMN1--CALD1	1	1.0	1.0	0.002	3'-CALD1-chr7-134933390-0.003	5'-STMN1-chr1-25906419-0.0
STMN1--RNF114	1	1.0	1.0	0.001	3'-RNF114-chr20-49952218-0.002	5'-STMN1-chr1-25906419-0.0
CCNI--ARID1A	1	1.0	1.0	0.004	3'-ARID1A-chr1-26775002-0.007	5'-CCNI-chr4-77047291-0.001
MALAT1--ZDHHC18	1	1.0	1.0	0.012	3'-ZDHHC18-chr1-26852096-0.024	5'-MALAT1-chr11-65499690-0.0
FAM76A--PCDHB2	1	1.0	1.0	0.057	3'-PCDHB2-chr5-141098694-0.037	5'-FAM76A-chr1-27761751-0.077
IFNAR1--EYA3	1	1.0	0.5	0.006	3'-EYA3-chr1-27971345-0.01	5'-IFNAR1-chr21-33335647-0.002
STAG1--DNAJC8	1	1.0	1.0	0.005	3'-DNAJC8-chr1-28233009-0.001	5'-STAG1-chr3-136737186-0.01
PHACTR4--RRM2	1	1.0	1.0	0.006	3'-RRM2-chr2-10131409-0.002	5'-PHACTR4-chr1-28466680-0.01
PHACTR4--CCDC34	1	1.0	1.0	0.007	3'-CCDC34-chr11-27357425-0.004	5'-PHACTR4-chr1-28465850-0.01
RCC1--HN1L	1	1.0	1.0	0.002	3'-HN1L-chr16-1702044-0.002	5'-RCC1-chr1-28506804-0.001
TRNAU1AP--CBR3-AS1	1	1.0	1.0	0.008	3'-CBR3-AS1-chr21-36156317-0.005	5'-TRNAU1AP-chr1-28577735-0.011
LGI1--EPB41	1	1.0	1.0	0.005	3'-EPB41-chr1-28993401-0.008	5'-LGI1-chr10-93758359-0.002
AP001505.10--EPB41	1	1.0	1.0	0.075	3'-EPB41-chr1-29033243-0.008	5'-AP001505.10-chr21-44979229-0.143
EVPL--EPB41	1	1.0	1.0	0.016	3'-EPB41-chr1-29073110-0.008	5'-EVPL-chr17-76021601-0.024
TMEM200B--UBE2G2	1	1.0	1.0	0.01	3'-UBE2G2-chr21-44801759-0.002	5'-TMEM200B-chr1-29120020-0.019
TMEM200B--TUBGCP4	1	1.0	1.0	0.014	3'-TUBGCP4-chr15-43400113-0.009	5'-TMEM200B-chr1-29120020-0.019
BSG--PTP4A2	1	1.0	1.0	0.002	3'-PTP4A2-chr1-31919659-0.004	5'-BSG-chr19-572703-0.0
ALG11--KPNA6	1	1.0	0.5	0.009	3'-KPNA6-chr1-32175934-0.008	5'-ALG11-chr13-52019207-0.01
EIF3I--PSPH	1	1.0	1.0	0.003	3'-PSPH-chr7-56011314-0.005	5'-EIF3I-chr1-32228587-0.0
EIF3I--SYNJ2BP	1	1.0	1.0	0.002	3'-SYNJ2BP-chr14-70367361-0.003	5'-EIF3I-chr1-32231189-0.0
EIF3I--MAP3K10	1	1.0	1.0	0.084	3'-MAP3K10-chr19-40215579-0.167	5'-EIF3I-chr1-32226296-0.0
MARCKSL1--CSDE1	1	1.0	1.0	0.002	3'-CSDE1-chr1-114758027-0.001	5'-MARCKSL1-chr1-32334095-0.003
FAM50A--MARCKSL1	1	1.0	1.0	0.004	3'-MARCKSL1-chr1-32336001-0.003	5'-FAM50A-chrX-154448556-0.004
RBBP4--TWISTNB	1	1.0	1.0	0.003	3'-TWISTNB-chr7-19704815-0.005	5'-RBBP4-chr1-32668391-0.001
S100PBP--IVD	1	1.0	1.0	0.009	3'-IVD-chr15-40420440-0.003	5'-S100PBP-chr1-32856715-0.015
RPP14--AK2	1	1.0	1.0	0.003	3'-AK2-chr1-33036845-0.001	5'-RPP14-chr3-58319188-0.005
PHC2--MTMR3	1	1.0	1.0	0.012	3'-MTMR3-chr22-29931534-0.015	5'-PHC2-chr1-33408594-0.009
CNOT1--SFPQ	1	1.0	1.0	0.009	3'-SFPQ-chr1-35178038-0.003	5'-CNOT1-chr16-58629844-0.014
HSP90B1--SFPQ	1	1.0	1.0	0.002	3'-SFPQ-chr1-35178037-0.003	5'-HSP90B1-chr12-103930574-0.0
ZMYM4--IER3IP1	1	1.0	1.0	0.007	3'-IER3IP1-chr18-47150493-0.001	5'-ZMYM4-chr1-35277558-0.012
SQSTM1--PSMB2	1	1.0	1.0	0.002	3'-PSMB2-chr1-35641540-0.001	5'-SQSTM1-chr5-179835510-0.002
CYP4V2--CLSPN	1	1.0	1.0	0.041	3'-CLSPN-chr1-35728123-0.005	5'-CYP4V2-chr4-186210781-0.077
VCP--AGO4	1	1.0	1.0	0.046	3'-AGO4-chr1-35831046-0.091	5'-VCP-chr9-35060312-0.001
ACBD5--AGO3	1	1.0	1.0	0.015	3'-AGO3-chr1-36066282-0.022	5'-ACBD5-chr10-27195971-0.008
THRAP3--ACSF3	1	1.0	1.0	0.021	3'-ACSF3-chr16-89099877-0.04	5'-THRAP3-chr1-36225627-0.001
PSMD4--MRPS15	1	1.0	1.0	0.001	3'-MRPS15-chr1-36456378-0.001	5'-PSMD4-chr1-151262302-0.001
LRRC4C--MEAF6	1	1.0	1.0	0.008	3'-MEAF6-chr1-37513540-0.002	5'-LRRC4C-chr11-41459637-0.014
TRMT112--MEAF6	1	1.0	0.5	0.001	3'-MEAF6-chr1-37514754-0.002	5'-TRMT112-chr11-64316912-0.0
TCEB1--GNL2	1	1.0	1.0	0.003	3'-GNL2-chr1-37569086-0.005	5'-TCEB1-chr8-73972187-0.0
CDCA8--HMGXB4	1	1.0	1.0	0.005	3'-HMGXB4-chr22-35267345-0.005	5'-CDCA8-chr1-37705533-0.004
SF3A3--RRAGC	1	1.0	1.0	0.021	3'-RRAGC-chr1-38839705-0.038	5'-SF3A3-chr1-37990078-0.004
UTP11L--GATAD1	1	1.0	1.0	0.023	3'-GATAD1-chr7-92458835-0.043	5'-UTP11L-chr1-38024038-0.003
AKIRIN1--RP11-37B2.1	1	1.0	1.0	0.014	3'-RP11-37B2.1-chr8-89748285-0.024	5'-AKIRIN1-chr1-39004988-0.004
AKIRIN1--RAB11A	1	1.0	1.0	0.002	3'-RAB11A-chr15-65891645-0.0	5'-AKIRIN1-chr1-39005030-0.004
HUS1--AKIRIN1	1	1.0	1.0	0.006	3'-AKIRIN1-chr1-39005885-0.004	5'-HUS1-chr7-47979476-0.008
ALG8--BMP8A	1	1.0	1.0	0.126	3'-BMP8A-chr1-39529164-0.25	5'-ALG8-chr11-78139589-0.001
POLI--TRIT1	1	1.0	1.0	0.011	3'-TRIT1-chr1-39853455-0.009	5'-POLI-chr18-54294263-0.013
ZMPSTE24--PPAPDC1B	1	1.0	1.0	0.001	3'-PPAPDC1B-chr8-38268460-0.0	5'-ZMPSTE24-chr1-40270129-0.002
TM2D1--SMAP2	1	1.0	1.0	0.011	3'-SMAP2-chr1-40423319-0.019	5'-TM2D1-chr1-61725141-0.003
BLNK--NFYC	1	1.0	1.0	0.019	3'-NFYC-chr1-40771601-0.008	5'-BLNK-chr10-96271569-0.03
SYAP1--FOXJ3	1	1.0	1.0	0.006	3'-FOXJ3-chr1-42335295-0.011	5'-SYAP1-chrX-16761826-0.002
PPIH--ZNF254	1	1.0	1.0	0.009	3'-ZNF254-chr19-24061900-0.013	5'-PPIH-chr1-42672381-0.006
C1orf210--CSNK1E	1	1.0	1.0	0.009	3'-CSNK1E-chr22-38296879-0.007	5'-C1orf210-chr1-43285576-0.01
C1orf210--PHAX	1	1.0	1.0	0.007	3'-PHAX-chr5-126627250-0.003	5'-C1orf210-chr1-43285596-0.01
C16orf70--PTPRF	1	1.0	1.0	0.011	3'-PTPRF-chr1-43622842-0.006	5'-C16orf70-chr16-67110241-0.017
RPS8--NUCB2	1	1.0	1.0	0.001	3'-NUCB2-chr11-17312107-0.001	5'-RPS8-chr1-44778739-0.0
RPS8--PRPF40A	1	1.0	1.0	0.001	3'-PRPF40A-chr2-152669218-0.002	5'-RPS8-chr1-44778739-0.0
DIP2A--EIF2B3	1	1.0	1.0	0.007	3'-EIF2B3-chr1-44880012-0.005	5'-DIP2A-chr21-46459222-0.008
SCb-64M4.1--TESK2	1	1.0	0.5	0.503	3'-TESK2-chr1-45363357-0.007	5'-SCb-64M4.1-chr8-89827251-1.0
ATP13A1--MMACHC	1	1.0	1.0	0.038	3'-MMACHC-chr1-45511070-0.056	5'-ATP13A1-chr19-19663676-0.021
NDUFV3--IPP	1	1.0	1.0	0.009	3'-IPP-chr1-45695723-0.018	5'-NDUFV3-chr21-42909176-0.0
UQCRH--UXT	1	1.0	1.0	0.001	3'-UXT-chrX-47652118-0.002	5'-UQCRH-chr1-46316765-0.0
UQCRH--CHCHD1	1	1.0	1.0	0.001	3'-CHCHD1-chr10-73783371-0.001	5'-UQCRH-chr1-46316770-0.0
ZCCHC11--FAF1	1	1.0	1.0	0.009	3'-FAF1-chr1-50744778-0.012	5'-ZCCHC11-chr1-52553099-0.006
SLC43A2--OSBPL9	1	1.0	1.0	0.018	3'-OSBPL9-chr1-51788464-0.025	5'-SLC43A2-chr17-1628820-0.011
PRPF38A--SCARB2	1	1.0	1.0	0.004	3'-SCARB2-chr4-76161082-0.001	5'-PRPF38A-chr1-52420830-0.006
CHRAC1--COA7	1	1.0	1.0	0.007	3'-COA7-chr1-52685969-0.009	5'-CHRAC1-chr8-140516187-0.005
COA7--USP33	1	1.0	1.0	0.007	3'-USP33-chr1-77696821-0.006	5'-COA7-chr1-52698347-0.009
GUSB--LRRC42	1	1.0	1.0	0.005	3'-LRRC42-chr1-53968166-0.008	5'-GUSB-chr7-65982213-0.001
CHRNA5--TMEM59	1	1.0	1.0	0.016	3'-TMEM59-chr1-54027530-0.0	5'-CHRNA5-chr15-78591121-0.032
SSBP3--ARHGAP6	1	1.0	1.0	0.005	3'-ARHGAP6-chrX-11427782-0.006	5'-SSBP3-chr1-54281528-0.003
DHCR24--LANCL1	1	1.0	1.0	0.007	3'-LANCL1-chr2-210432011-0.012	5'-DHCR24-chr1-54887197-0.001
PRKAA2--CLCC1	1	1.0	1.0	0.02	3'-CLCC1-chr1-108930647-0.008	5'-PRKAA2-chr1-56712567-0.032
RHBDD3--MYSM1	1	1.0	1.0	0.011	3'-MYSM1-chr1-58691071-0.019	5'-RHBDD3-chr22-29267979-0.003
DNAJC25--NFIA	1	1.0	1.0	0.015	3'-NFIA-chr1-61361874-0.003	5'-DNAJC25-chr9-111649557-0.027
ARHGAP8--FOXD3-AS1	1	1.0	1.0	0.038	3'-FOXD3-AS1-chr1-63321465-0.071	5'-ARHGAP8-chr22-44786608-0.005
SARNP--LRRC40	1	1.0	1.0	0.004	3'-LRRC40-chr1-70145907-0.007	5'-SARNP-chr12-55794383-0.001
TRMU--LRRC40	1	1.0	1.0	0.007	3'-LRRC40-chr1-70145906-0.007	5'-TRMU-chr22-46343368-0.008
SPCS1--SRSF11	1	1.0	1.0	0.001	3'-SRSF11-chr1-70237552-0.002	5'-SPCS1-chr3-52706813-0.0
TSG101--RABGGTB	1	1.0	1.0	0.003	3'-RABGGTB-chr1-75794798-0.004	5'-TSG101-chr11-18526895-0.002
CYCS--PIGK	1	1.0	1.0	0.002	3'-PIGK-chr1-77210468-0.003	5'-CYCS-chr7-25123632-0.0
USP33--CHM	1	1.0	1.0	0.01	3'-CHM-chrX-85978891-0.014	5'-USP33-chr1-77759846-0.006
USP33--KIAA1328	1	1.0	1.0	0.018	3'-KIAA1328-chr18-36886405-0.029	5'-USP33-chr1-77759843-0.006
ZNF880--FAM73A	1	1.0	1.0	0.007	3'-FAM73A-chr1-77879539-0.01	5'-ZNF880-chr19-52374368-0.005
SPDL1--PRKACB	1	1.0	1.0	0.009	3'-PRKACB-chr1-84237672-0.005	5'-SPDL1-chr5-169588575-0.014
BBIP1--CTBS	1	1.0	1.0	0.011	3'-CTBS-chr1-84574418-0.014	5'-BBIP1-chr10-110900005-0.009
RLIM--SYDE2	1	1.0	1.0	0.054	3'-SYDE2-chr1-85180439-0.1	5'-RLIM-chrX-74614626-0.007
ZNF503--DDAH1	1	1.0	1.0	0.034	3'-DDAH1-chr1-85465157-0.011	5'-ZNF503-chr10-75398570-0.056
ZNHIT6--NBEAL1	1	1.0	1.0	0.019	3'-NBEAL1-chr2-203145913-0.016	5'-ZNHIT6-chr1-85708415-0.021
TBCE--ODF2L	1	1.0	1.0	0.008	3'-ODF2L-chr1-86361880-0.012	5'-TBCE-chr1-235415332-0.004
RPL5--HIST1H4B	1	1.0	1.0	0.038	3'-HIST1H4B-chr6-26027283-0.077	5'-RPL5-chr1-92840616-0.0
FNBP1L--CCDC18	1	1.0	1.0	0.009	3'-CCDC18-chr1-93279036-0.016	5'-FNBP1L-chr1-93499584-0.003
F3--CHD9	1	1.0	1.0	0.024	3'-CHD9-chr16-53311174-0.014	5'-F3-chr1-94541829-0.034
CNN3--AR	1	1.0	1.0	0.001	3'-AR-chrX-67729978-0.0	5'-CNN3-chr1-94927131-0.002
SLC30A7--NME6	1	1.0	1.0	0.013	3'-NME6-chr3-48294124-0.006	5'-SLC30A7-chr1-100975220-0.019
PRPF40B--RNPC3	1	1.0	1.0	0.022	3'-RNPC3-chr1-103555232-0.011	5'-PRPF40B-chr12-49569210-0.034
RP11-618P17.4--TAF13	1	1.0	1.0	0.022	3'-TAF13-chr1-109075956-0.04	5'-RP11-618P17.4-chr19-34402413-0.003
TMEM167B--LRP6	1	1.0	1.0	0.011	3'-LRP6-chr12-12121047-0.013	5'-TMEM167B-chr1-109090690-0.009
NCAPD2--KIAA1324	1	1.0	1.0	0.005	3'-KIAA1324-chr1-109206049-0.005	5'-NCAPD2-chr12-6531954-0.006
ZNF43--SARS	1	1.0	1.0	0.01	3'-SARS-chr1-109238126-0.002	5'-ZNF43-chr19-21852029-0.017
GNAI3--RPL27A	1	1.0	1.0	0.002	3'-RPL27A-chr11-8685848-0.0	5'-GNAI3-chr1-109548839-0.003
HIST1H4C--AHCYL1	1	1.0	1.0	0.004	3'-AHCYL1-chr1-110023741-0.008	5'-HIST1H4C-chr6-26104108-0.0
FAM189B--WDR77	1	1.0	1.0	0.003	3'-WDR77-chr1-111449253-0.002	5'-FAM189B-chr1-155252961-0.003
AGAP3--ADORA3	1	1.0	1.0	0.257	3'-ADORA3-chr1-111500556-0.5	5'-AGAP3-chr7-151128684-0.013
FAM213A--ST7L	1	1.0	1.0	0.004	3'-ST7L-chr1-112619131-0.006	5'-FAM213A-chr10-80432991-0.002
CAPZA1--PDE5A	1	1.0	1.0	0.009	3'-PDE5A-chr4-119500588-0.018	5'-CAPZA1-chr1-112651840-0.001
DCLRE1B--PAICS	1	1.0	1.0	0.022	3'-PAICS-chr4-56461359-0.001	5'-DCLRE1B-chr1-113906549-0.042
TRIM33--UTRN	1	1.0	1.0	0.007	3'-UTRN-chr6-144731898-0.002	5'-TRIM33-chr1-114404188-0.012
ZNF589--CSDE1	1	1.0	1.0	0.011	3'-CSDE1-chr1-114749905-0.001	5'-ZNF589-chr3-48260939-0.021
SIKE1--MED6	1	1.0	1.0	0.005	3'-MED6-chr14-70584405-0.007	5'-SIKE1-chr1-114771198-0.004
ATP1A1--SHROOM3	1	1.0	1.0	0.005	3'-SHROOM3-chr4-76586471-0.008	5'-ATP1A1-chr1-116404772-0.001
WDR3--CREB3L2	1	1.0	1.0	0.009	3'-CREB3L2-chr7-138002108-0.013	5'-WDR3-chr1-117960425-0.005
GPR89A--ARPC5L	1	1.0	1.0	0.005	3'-ARPC5L-chr9-124876938-0.002	5'-GPR89A-chr1-145610631-0.007
SON--GOLPH3L	1	1.0	1.0	0.004	3'-GOLPH3L-chr1-150648708-0.009	5'-SON-chr21-33546310-0.0
MLLT11--FDPS	1	1.0	1.0	0.005	3'-FDPS-chr1-155320665-0.001	5'-MLLT11-chr1-151067476-0.008
PSMB4--FBXO21	1	1.0	1.0	0.002	3'-FBXO21-chr12-117144007-0.003	5'-PSMB4-chr1-151400114-0.001
POGZ--CD47	1	1.0	1.0	0.004	3'-CD47-chr3-108047295-0.001	5'-POGZ-chr1-151459465-0.006
SNX27--NCAPD2	1	1.0	1.0	0.011	3'-NCAPD2-chr12-6531953-0.006	5'-SNX27-chr1-151617303-0.016
TRAPPC6B--SNX27	1	1.0	1.0	0.013	3'-SNX27-chr1-151694496-0.016	5'-TRAPPC6B-chr14-39170333-0.01
MRPL9--CMIP	1	1.0	1.0	0.035	3'-CMIP-chr16-81711568-0.067	5'-MRPL9-chr1-151763485-0.002
TDRKH--PM20D2	1	1.0	1.0	0.008	3'-PM20D2-chr6-89164921-0.007	5'-TDRKH-chr1-151790503-0.009
NME6--THEM4	1	1.0	1.0	0.005	3'-THEM4-chr1-151889958-0.004	5'-NME6-chr3-48301388-0.006
