#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
WBSCR22--RP1-117O3.2	1	1.0	1.0	0.251	3'-RP1-117O3.2-chr1-33001576-0.5	5'-WBSCR22-chr7-73687324-0.001
ZMYM4--SFPQ	1	1.0	1.0	0.005	3'-SFPQ-chr1-35178036-0.004	5'-ZMYM4-chr1-35325410-0.006
MAGT1--SFPQ	1	1.0	1.0	0.006	3'-SFPQ-chr1-35178038-0.004	5'-MAGT1-chrX-77895435-0.008
DAG1--SFPQ	1	1.0	1.0	0.005	3'-SFPQ-chr1-35178037-0.004	5'-DAG1-chr3-49470435-0.005
ATP5I--SFPQ	1	1.0	1.0	0.003	3'-SFPQ-chr1-35191498-0.004	5'-ATP5I-chr4-673374-0.001
ZMYM4--ANAPC16	1	1.0	1.0	0.004	3'-ANAPC16-chr10-72233749-0.001	5'-ZMYM4-chr1-35370535-0.006
SPATS2--ZMYM4	1	1.0	1.0	0.006	3'-ZMYM4-chr1-35420178-0.006	5'-SPATS2-chr12-49490732-0.006
UFD1L--NCDN	1	1.0	1.0	0.006	3'-NCDN-chr1-35566774-0.01	5'-UFD1L-chr22-19479183-0.002
PSPH--AGO4	1	1.0	1.0	0.019	3'-AGO4-chr1-35857663-0.034	5'-PSPH-chr7-56034151-0.004
TRAPPC3--CLDN4	1	1.0	1.0	0.001	3'-CLDN4-chr7-73832676-0.0	5'-TRAPPC3-chr1-36149502-0.001
RPL5--GNL2	1	1.0	1.0	0.001	3'-GNL2-chr1-37576557-0.001	5'-RPL5-chr1-92834913-0.0
GNL2--SLC7A9	1	1.0	1.0	0.251	3'-SLC7A9-chr19-32833327-0.5	5'-GNL2-chr1-37595935-0.001
GNL2--FOXC1	1	1.0	1.0	0.003	3'-FOXC1-chr6-1613892-0.005	5'-GNL2-chr1-37595935-0.001
C1orf27--C1orf109	1	1.0	1.0	0.03	3'-C1orf109-chr1-37683441-0.007	5'-C1orf27-chr1-186388548-0.053
CDCA8--GAS6	1	1.0	1.0	0.006	3'-GAS6-chr13-113820678-0.01	5'-CDCA8-chr1-37692672-0.002
CDCA8--YWHAE	1	1.0	1.0	0.001	3'-YWHAE-chr17-1400207-0.0	5'-CDCA8-chr1-37700471-0.002
AHSA1--CDCA8	1	1.0	1.0	0.002	3'-CDCA8-chr1-37709711-0.002	5'-AHSA1-chr14-77458270-0.001
CDCA8--TEX2	1	1.0	1.0	0.013	3'-TEX2-chr17-64263260-0.024	5'-CDCA8-chr1-37709717-0.002
TERF1--CDCA8	1	1.0	1.0	0.004	3'-CDCA8-chr1-37709557-0.002	5'-TERF1-chr8-73009014-0.005
LAMTOR4--MTF1	1	1.0	1.0	0.007	3'-MTF1-chr1-37835771-0.012	5'-LAMTOR4-chr7-100149170-0.001
IPO8--UTP11L	1	1.0	1.0	0.013	3'-UTP11L-chr1-38023808-0.001	5'-IPO8-chr12-30695872-0.026
AKIRIN1--BCL11A	1	1.0	1.0	0.004	3'-BCL11A-chr2-60542782-0.005	5'-AKIRIN1-chr1-39004971-0.002
AKIRIN1--NCCRP1	1	1.0	1.0	0.028	3'-NCCRP1-chr19-39201881-0.053	5'-AKIRIN1-chr1-39004274-0.002
AKIRIN1--RNF135	1	1.0	1.0	0.013	3'-RNF135-chr17-30999907-0.023	5'-AKIRIN1-chr1-39005220-0.002
AKIRIN1--PDXK	1	1.0	1.0	0.004	3'-PDXK-chr21-43760972-0.005	5'-AKIRIN1-chr1-39005030-0.002
ASB16--AKIRIN1	1	1.0	1.0	0.025	3'-AKIRIN1-chr1-39005030-0.002	5'-ASB16-chr17-44176109-0.048
RLF--TAF15	1	1.0	1.0	0.007	3'-TAF15-chr17-35827926-0.01	5'-RLF-chr1-40197988-0.004
ZNF852--KCNQ4	1	1.0	1.0	0.25	3'-KCNQ4-chr1-40831071-0.167	5'-ZNF852-chr3-44506769-0.333
PTPN12--CITED4	1	1.0	1.0	0.018	3'-CITED4-chr1-40862363-0.022	5'-PTPN12-chr7-77571136-0.015
NCAPD2--HIVEP3	1	1.0	1.0	0.017	3'-HIVEP3-chr1-41848364-0.029	5'-NCAPD2-chr12-6531953-0.005
YBX1--EFCAB10	1	1.0	1.0	0.126	3'-EFCAB10-chr7-105582282-0.25	5'-YBX1-chr1-42702350-0.001
MED8--ULK2	1	1.0	1.0	0.037	3'-ULK2-chr17-19771068-0.071	5'-MED8-chr1-43389800-0.003
CTD-2006C1.2--KDM4A	1	1.0	1.0	0.074	3'-KDM4A-chr1-43704473-0.005	5'-CTD-2006C1.2-chr19-11987823-0.143
DDX11--ERI3	1	1.0	1.0	0.02	3'-ERI3-chr1-44319744-0.003	5'-DDX11-chr12-31074545-0.037
TRIM56--ERI3	1	1.0	1.0	0.007	3'-ERI3-chr1-44344039-0.003	5'-TRIM56-chr7-101090410-0.011
WDR45--TMEM53	1	1.0	1.0	0.087	3'-TMEM53-chr1-44651723-0.006	5'-WDR45-chrX-49101178-0.167
FTH1--KIF2C	1	1.0	1.0	0.001	3'-KIF2C-chr1-44767722-0.002	5'-FTH1-chr11-61967631-0.0
RPS8--EIF4E2	1	1.0	1.0	0.001	3'-EIF4E2-chr2-232569209-0.002	5'-RPS8-chr1-44777764-0.0
BTBD19--THUMPD3-AS1	1	1.0	1.0	0.528	3'-THUMPD3-AS1-chr3-9397439-0.056	5'-BTBD19-chr1-44815498-1.0
DANCR--EIF2B3	1	1.0	1.0	0.003	3'-EIF2B3-chr1-44897448-0.003	5'-DANCR-chr4-52712960-0.002
TOE1--ANXA6	1	1.0	1.0	0.005	3'-ANXA6-chr5-151105291-0.003	5'-TOE1-chr1-45343735-0.008
ATP5C1--TESK2	1	1.0	1.0	0.016	3'-TESK2-chr1-45457707-0.032	5'-ATP5C1-chr10-7807792-0.0
CNPY2--AKR1A1	1	1.0	1.0	0.001	3'-AKR1A1-chr1-45570047-0.001	5'-CNPY2-chr12-56315993-0.001
VPS45--TMEM69	1	1.0	1.0	0.003	3'-TMEM69-chr1-45694435-0.003	5'-VPS45-chr1-150068757-0.003
IPP--ZFP64	1	1.0	1.0	0.019	3'-ZFP64-chr20-52151783-0.023	5'-IPP-chr1-45716949-0.015
UQCRH--TPM4	1	1.0	1.0	0.001	3'-TPM4-chr19-16076698-0.001	5'-UQCRH-chr1-46316772-0.0
UQCRH--DLG5	1	1.0	1.0	0.009	3'-DLG5-chr10-77805009-0.018	5'-UQCRH-chr1-46307074-0.0
NSUN4--NUDT19	1	1.0	1.0	0.014	3'-NUDT19-chr19-32713666-0.021	5'-NSUN4-chr1-46363060-0.007
PCYOX1--STIL	1	1.0	1.0	0.007	3'-STIL-chr1-47314199-0.011	5'-PCYOX1-chr2-70281184-0.003
FAM63B--CMPK1	1	1.0	1.0	0.022	3'-CMPK1-chr1-47345449-0.002	5'-FAM63B-chr15-58774151-0.042
FOXD2--SOWAHC	1	1.0	1.0	0.334	3'-SOWAHC-chr2-109619000-0.167	5'-FOXD2-chr1-47437669-0.5
ZCCHC11--FAF1	1	1.0	1.0	0.007	3'-FAF1-chr1-50655530-0.01	5'-ZCCHC11-chr1-52553094-0.004
HSP90AB3P--NRD1	1	1.0	1.0	0.501	3'-NRD1-chr1-51878763-0.002	5'-HSP90AB3P-chr4-87894287-1.0
CDC42EP1--BTF3L4	1	1.0	1.0	0.005	3'-BTF3L4-chr1-52088417-0.001	5'-CDC42EP1-chr22-37566225-0.009
RTN4RL1--BTF3L4	1	1.0	1.0	0.072	3'-BTF3L4-chr1-52089525-0.001	5'-RTN4RL1-chr17-2006593-0.143
CDKAL1--PRPF38A	1	1.0	1.0	0.01	3'-PRPF38A-chr1-52418247-0.003	5'-CDKAL1-chr6-20846180-0.018
CXCL16--COA7	1	1.0	0.5	0.004	3'-COA7-chr1-52698341-0.006	5'-CXCL16-chr17-4733941-0.002
CPT2--NDUFS1	1	1.0	1.0	0.004	3'-NDUFS1-chr2-206118864-0.003	5'-CPT2-chr1-53211129-0.005
BTN2A1--USP24	1	1.0	1.0	0.019	3'-USP24-chr1-55154415-0.016	5'-BTN2A1-chr6-26462018-0.022
OMA1--NOL4L	1	1.0	1.0	0.015	3'-NOL4L-chr20-32511391-0.017	5'-OMA1-chr1-58539315-0.012
HNRNPH3--MYSM1	1	1.0	1.0	0.009	3'-MYSM1-chr1-58700062-0.016	5'-HNRNPH3-chr10-68342268-0.002
DOCK7--INADL	1	1.0	1.0	0.013	3'-INADL-chr1-62163501-0.006	5'-DOCK7-chr1-62688358-0.02
ZNF562--DOCK7	1	1.0	1.0	0.018	3'-DOCK7-chr1-62457706-0.02	5'-ZNF562-chr19-9675097-0.016
CD99L2--ALG6	1	1.0	1.0	0.053	3'-ALG6-chr1-63437198-0.006	5'-CD99L2-chrX-150898622-0.1
DANCR--ITGB3BP	1	1.0	1.0	0.004	3'-ITGB3BP-chr1-63454970-0.005	5'-DANCR-chr4-52712959-0.002
CDKAL1--WLS	1	1.0	1.0	0.018	3'-WLS-chr1-68137936-0.019	5'-CDKAL1-chr6-20548709-0.018
LRRC40--ACADM	1	1.0	1.0	0.003	3'-ACADM-chr1-75762754-0.001	5'-LRRC40-chr1-70205579-0.005
SRSF11--POM121	1	1.0	1.0	0.005	3'-POM121-chr7-72948599-0.009	5'-SRSF11-chr1-70228555-0.002
MGST1--SRSF11	1	1.0	1.0	0.001	3'-SRSF11-chr1-70244806-0.002	5'-MGST1-chr12-16354271-0.0
ANP32B--SRSF11	1	1.0	1.0	0.002	3'-SRSF11-chr1-70250434-0.002	5'-ANP32B-chr9-97983430-0.001
RBM39--ZRANB2	1	1.0	1.0	0.002	3'-ZRANB2-chr1-71070998-0.002	5'-RBM39-chr20-35742218-0.002
MITD1--PIGK	1	1.0	1.0	0.007	3'-PIGK-chr1-77158066-0.004	5'-MITD1-chr2-99181048-0.01
RP11-159D12.5--TTLL7	1	1.0	1.0	0.067	3'-TTLL7-chr1-83942490-0.056	5'-RP11-159D12.5-chr17-58002743-0.077
RP11-486G15.2--NCAPD2	1	1.0	1.0	0.086	3'-NCAPD2-chr12-6495225-0.005	5'-RP11-486G15.2-chr1-84077644-0.167
SLC39A9--SH3GLB1	1	1.0	1.0	0.014	3'-SH3GLB1-chr1-86743586-0.006	5'-SLC39A9-chr14-69399469-0.023
PKN2--MYO10	1	1.0	0.5	0.005	3'-MYO10-chr5-16662457-0.004	5'-PKN2-chr1-88770705-0.005
ZNF326--VKORC1L1	1	1.0	1.0	0.007	3'-VKORC1L1-chr7-65958546-0.01	5'-ZNF326-chr1-90028947-0.005
GRSF1--ZNF326	1	1.0	1.0	0.005	3'-ZNF326-chr1-90010286-0.005	5'-GRSF1-chr4-70839847-0.005
RBBP7--RP4-665J23.1	1	1.0	1.0	0.007	3'-RP4-665J23.1-chr1-90831916-0.013	5'-RBBP7-chrX-16870273-0.002
TMEM165--RPAP2	1	1.0	1.0	0.009	3'-RPAP2-chr1-92396766-0.013	5'-TMEM165-chr4-55446237-0.004
MTF2--RPL5	1	1.0	1.0	0.004	3'-RPL5-chr1-92841919-0.0	5'-MTF2-chr1-93079531-0.008
GCLM--CBX5	1	1.0	1.0	0.007	3'-CBX5-chr12-54239280-0.002	5'-GCLM-chr1-93887048-0.012
GCLM--ARHGAP29	1	1.0	1.0	0.007	3'-ARHGAP29-chr1-94184290-0.002	5'-GCLM-chr1-93894730-0.012
TMEM56--PPFIBP1	1	1.0	1.0	0.007	3'-PPFIBP1-chr12-27695557-0.004	5'-TMEM56-chr1-95192187-0.01
TMEM56--TP53	1	1.0	1.0	0.006	3'-TP53-chr17-7668588-0.002	5'-TMEM56-chr1-95191983-0.01
NUP54--LRRC39	1	1.0	1.0	0.254	3'-LRRC39-chr1-100153745-0.5	5'-NUP54-chr4-76134174-0.007
SLC30A7--MARVELD3	1	1.0	1.0	0.037	3'-MARVELD3-chr16-71641962-0.045	5'-SLC30A7-chr1-100965895-0.029
ZNF347--TAF13	1	1.0	1.0	0.071	3'-TAF13-chr1-109063059-0.059	5'-ZNF347-chr19-53159043-0.083
RBM15--RPL30	1	1.0	1.0	0.017	3'-RPL30-chr8-98045399-0.0	5'-RBM15-chr1-110340004-0.034
CSTF3--CSDE1	1	1.0	1.0	0.004	3'-CSDE1-chr1-114749906-0.002	5'-CSTF3-chr11-33161469-0.006
ZMYND11--SIKE1	1	1.0	0.5	0.013	3'-SIKE1-chr1-114770299-0.008	5'-ZMYND11-chr10-142350-0.017
MAN1A2--OSTC	1	1.0	1.0	0.004	3'-OSTC-chr4-108667554-0.001	5'-MAN1A2-chr1-117496951-0.007
RP11-418J17.1--GDI2	1	1.0	1.0	0.167	3'-GDI2-chr10-5813349-0.001	5'-RP11-418J17.1-chr1-119183645-0.333
TMEM206--RNF115	1	1.0	1.0	0.009	3'-RNF115-chr1-145753052-0.012	5'-TMEM206-chr1-212414836-0.007
CSTB--ANP32E	1	1.0	1.0	0.0	3'-ANP32E-chr1-150236112-0.0	5'-CSTB-chr21-43774744-0.0
CHD4--ANP32E	1	1.0	1.0	0.002	3'-ANP32E-chr1-150236112-0.0	5'-CHD4-chr12-6602051-0.004
ANP32E--BOD1L1	1	1.0	1.0	0.009	3'-BOD1L1-chr4-13613563-0.018	5'-ANP32E-chr1-150236112-0.0
CBX5--RPRD2	1	1.0	1.0	0.002	3'-RPRD2-chr1-150446377-0.002	5'-CBX5-chr12-54280092-0.002
ZNF528--RPRD2	1	1.0	1.0	0.046	3'-RPRD2-chr1-150472084-0.002	5'-ZNF528-chr19-52406643-0.091
TARS2--ARHGAP1	1	1.0	1.0	0.009	3'-ARHGAP1-chr11-46677712-0.015	5'-TARS2-chr1-150507131-0.004
ENSA--MTPN	1	1.0	0.5	0.001	3'-MTPN-chr7-135926871-0.002	5'-ENSA-chr1-150629137-0.0
CERS2--UBE2D2	1	1.0	1.0	0.002	3'-UBE2D2-chr5-139614619-0.001	5'-CERS2-chr1-150964735-0.002
GABPB2--MDM2	1	1.0	1.0	0.026	3'-MDM2-chr12-68844193-0.022	5'-GABPB2-chr1-151093385-0.029
PARN--SCNM1	1	1.0	1.0	0.004	3'-SCNM1-chr1-151169131-0.001	5'-PARN-chr16-14630250-0.007
IRAK2--PIP5K1A	1	1.0	1.0	0.064	3'-PIP5K1A-chr1-151241800-0.002	5'-IRAK2-chr3-10209602-0.125
SNAP23--PSMD4	1	1.0	1.0	0.004	3'-PSMD4-chr1-151267460-0.0	5'-SNAP23-chr15-42511903-0.008
PSMD4--ALG13	1	1.0	1.0	0.006	3'-ALG13-chrX-111709048-0.012	5'-PSMD4-chr1-151267460-0.0
ARL3--PI4KB	1	1.0	1.0	0.004	3'-PI4KB-chr1-151316511-0.002	5'-ARL3-chr10-102714300-0.005
DCAF4--PSMB4	1	1.0	1.0	0.005	3'-PSMB4-chr1-151401930-0.0	5'-DCAF4-chr14-72939902-0.01
MYH10--POGZ	1	1.0	1.0	0.005	3'-POGZ-chr1-151428044-0.004	5'-MYH10-chr17-8630727-0.007
RFC2--SNX27	1	1.0	1.0	0.005	3'-SNX27-chr1-151699075-0.01	5'-RFC2-chr7-74254387-0.001
MLX--SNX27	1	1.0	1.0	0.008	3'-SNX27-chr1-151699075-0.01	5'-MLX-chr17-42568073-0.006
EID1--S100A11	1	1.0	1.0	0.002	3'-S100A11-chr1-152033706-0.0	5'-EID1-chr15-48878310-0.003
GSTP1--S100A14	1	1.0	1.0	0.001	3'-S100A14-chr1-153616324-0.001	5'-GSTP1-chr11-67586643-0.0
ZNF519--ILF2	1	1.0	1.0	0.011	3'-ILF2-chr1-153664475-0.0	5'-ZNF519-chr18-14132399-0.022
GADD45GIP1--TPM3	1	1.0	1.0	0.001	3'-TPM3-chr1-154172106-0.0	5'-GADD45GIP1-chr19-12957223-0.001
RP11-108L7.15--UBAP2L	1	1.0	1.0	0.085	3'-UBAP2L-chr1-154270992-0.003	5'-RP11-108L7.15-chr10-101060734-0.167
