#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
DCTN6--RAB19	48	0.966	0.703	0.933	3'-RAB19-chr7-140426250-0.96	5'-DCTN6-chr8-30179455-0.906
TRPV1--PCDHAC2	45	1.0	0.57	0.805	3'-PCDHAC2-chr5-141012344-0.692	5'-TRPV1-chr17-3595831-0.918
IQCF2--STIL	46	0.954	0.826	0.875	3'-STIL-chr1-47272243-0.793	5'-IQCF2-chr3-51861950-0.958
KREMEN2--ZNF281	45	0.984	0.699	0.849	3'-ZNF281-chr1-200409721-0.833	5'-KREMEN2-chr16-2964274-0.865
ASB10--TGIF2	44	0.969	0.76	0.904	3'-TGIF2-chr20-36590909-0.978	5'-ASB10-chr7-151187391-0.83
ATP6AP2--GPC1	45	0.99	0.664	0.887	3'-GPC1-chr2-240468076-0.818	5'-ATP6AP2-chrX-40598736-0.957
CMC4--TMPRSS11B	43	0.999	0.683	0.918	3'-TMPRSS11B-chr4-68226652-0.977	5'-CMC4-chrX-155065368-0.86
FMR1--CYB5R2	41	0.971	0.721	0.943	3'-CYB5R2-chr11-7669336-0.953	5'-FMR1-chrX-147928393-0.932
ZNF676--AARS	38	1.0	0.648	0.95	3'-AARS-chr16-70252294-0.95	5'-ZNF676-chr19-22196951-0.95
LRRC17--GLRA2	41	0.937	0.663	0.591	3'-GLRA2-chrX-14581181-0.423	5'-LRRC17-chr7-102912990-0.759
LONP1--TXLNA	38	0.989	0.722	0.8	3'-TXLNA-chr1-32198285-0.717	5'-LONP1-chr19-5707696-0.884
KLRC1--GPR37L1	39	0.988	0.736	0.804	3'-GPR37L1-chr1-202127740-0.796	5'-KLRC1-chr12-10447529-0.812
GABRA6--MPPED2	38	0.998	0.753	0.602	3'-MPPED2-chr11-30580496-0.927	5'-GABRA6-chr5-161702106-0.277
MIOX--RNF216	38	0.975	0.696	0.9	3'-RNF216-chr7-5781739-0.826	5'-MIOX-chr22-50490036-0.974
SRRT--SLC30A7	37	0.967	0.755	0.783	3'-SLC30A7-chr1-100981753-0.617	5'-SRRT-chr7-100882241-0.949
HERC1--TEAD2	40	0.861	0.702	0.607	3'-TEAD2-chr19-49348702-0.87	5'-HERC1-chr15-63654117-0.345
VAT1--RCAN2	39	0.878	0.752	0.836	3'-RCAN2-chr6-46491972-0.672	5'-VAT1-chr17-43016146-1.0
SDR9C7--GPLD1	35	1.0	0.688	0.509	3'-GPLD1-chr6-24466819-0.273	5'-SDR9C7-chr12-56934405-0.745
GPS2--TM2D3	35	0.969	0.759	0.889	3'-TM2D3-chr15-101650161-0.778	5'-GPS2-chr17-7311347-1.0
DEFB128--SLC16A1	36	0.926	0.674	0.928	3'-SLC16A1-chr1-112929355-0.857	5'-DEFB128-chr20-189681-1.0
MLNR--SLC33A1	33	0.927	0.672	0.775	3'-SLC33A1-chr3-155854429-0.55	5'-MLNR-chr13-49222377-1.0
NUDT5--ANKRD13B	35	0.842	0.78	0.85	3'-ANKRD13B-chr17-29608848-1.0	5'-NUDT5-chr10-12195869-0.7
ACE2--PPP2R3A	31	1.0	0.694	0.903	3'-PPP2R3A-chr3-136147891-0.838	5'-ACE2-chrX-15572199-0.969
KPNA6--PCED1A	33	0.886	0.603	0.809	3'-PCED1A-chr20-2838749-0.971	5'-KPNA6-chr1-32163313-0.647
IMPA1--CYB5R4	29	0.971	0.736	0.784	3'-CYB5R4-chr6-83859642-0.784	5'-IMPA1-chr8-81680785-0.784
UNC93A--CCDC42	27	0.92	0.731	0.904	3'-CCDC42-chr17-8741672-0.964	5'-UNC93A-chr6-167294699-0.844
TJP3--TMOD2	26	0.824	0.644	0.679	3'-TMOD2-chr15-51751560-0.491	5'-TJP3-chr19-3750809-0.867
NXPH3--TSPAN12	19	0.951	0.734	0.975	3'-TSPAN12-chr7-120788373-0.95	5'-NXPH3-chr17-49576121-1.0
CA4--APPBP2	17	0.956	0.724	0.661	3'-APPBP2-chr17-60479161-0.944	5'-CA4-chr17-60158446-0.378
MIEF2--ULK3	17	0.958	0.882	0.944	3'-ULK3-chr15-74841507-0.944	5'-MIEF2-chr17-18263248-0.944
TMED4--MED12L	15	0.973	0.768	0.938	3'-MED12L-chr3-151193745-0.938	5'-TMED4-chr7-44582259-0.938
TOR3A--FABP4	14	1.0	0.732	0.967	3'-FABP4-chr8-81480599-1.0	5'-TOR3A-chr1-179081375-0.933
CCAR2--KLHL41	13	0.971	0.75	1.0	3'-KLHL41-chr2-169526262-1.0	5'-CCAR2-chr8-22607024-1.0
S1PR5--SFRP2	13	1.0	0.815	0.906	3'-SFRP2-chr4-153781767-1.0	5'-S1PR5-chr19-10517427-0.812
PRRG3--ST3GAL2	11	1.0	0.666	0.881	3'-ST3GAL2-chr16-70382927-0.917	5'-PRRG3-chrX-151698306-0.846
TNFSF14--POLDIP3	11	1.0	0.618	0.423	3'-POLDIP3-chr22-42614869-0.55	5'-TNFSF14-chr19-6670159-0.297
SPIB--POU2F3	11	0.957	0.611	0.762	3'-POU2F3-chr11-120240193-0.524	5'-SPIB-chr19-50423026-1.0
XRCC1--MORC2	11	0.938	0.575	0.959	3'-MORC2-chr22-30926874-1.0	5'-XRCC1-chr19-43553608-0.917
BIRC2--PKP1	10	1.0	0.593	1.0	3'-PKP1-chr1-201313162-1.0	5'-BIRC2-chr11-102362972-1.0
FAM166A--BMI1	10	0.937	0.725	0.909	3'-BMI1-chr10-22329128-0.909	5'-FAM166A-chr9-137245854-0.909
APOM--GAP43	10	0.985	0.695	0.955	3'-GAP43-chr3-115721490-1.0	5'-APOM-chr6-31652415-0.909
ST6GALNAC1--CFAP43	10	0.954	0.778	0.916	3'-CFAP43-chr10-104131489-1.0	5'-ST6GALNAC1-chr17-76626288-0.833
VKORC1--TRH	9	1.0	0.794	0.909	3'-TRH-chr3-129977935-0.818	5'-VKORC1-chr16-31094957-1.0
ASAH2--NR2E1	9	1.0	0.647	0.875	3'-NR2E1-chr6-108187300-0.75	5'-ASAH2-chr10-50248553-1.0
TYRP1--CMIP	9	0.967	0.675	0.95	3'-CMIP-chr16-81607694-1.0	5'-TYRP1-chr9-12709235-0.9
FAM170B--RP11-88G17.6	9	1.0	0.619	0.95	3'-RP11-88G17.6-chr9-130142895-1.0	5'-FAM170B-chr10-49134004-0.9
CCL4L1--ZBTB18	9	0.932	0.756	0.846	3'-ZBTB18-chr1-244057476-0.692	5'-CCL4L1-chr17-36211219-1.0
TMX3--ST8SIA1	9	0.931	0.786	0.95	3'-ST8SIA1-chr12-22334714-0.9	5'-TMX3-chr18-68697225-1.0
CALU--TMEM194A	8	1.0	0.694	0.889	3'-TMEM194A-chr12-57059592-0.889	5'-CALU-chr7-128754455-0.889
GOLGA7--AVP	8	1.0	0.672	1.0	3'-AVP-chr20-3083180-1.0	5'-GOLGA7-chr8-41497661-1.0
TPX2--SHISA7	8	1.0	0.759	1.0	3'-SHISA7-chr19-55433795-1.0	5'-TPX2-chr20-31770471-1.0
SNTB1--IGLL5	8	0.988	0.734	0.9	3'-IGLL5-chr22-22895374-1.0	5'-SNTB1-chr8-120541807-0.8
PPIH--DIP2C	8	0.968	0.781	0.863	3'-DIP2C-chr10-324638-0.727	5'-PPIH-chr1-42658511-1.0
PRRT3--HAGHL	8	0.926	0.575	0.9	3'-HAGHL-chr16-728790-1.0	5'-PRRT3-chr3-9948757-0.8
CXorf40A--LAMP5	8	0.939	0.703	1.0	3'-LAMP5-chr20-9530524-1.0	5'-CXorf40A-chrX-149546914-1.0
UCMA--CCDC181	7	1.0	0.736	0.938	3'-CCDC181-chr1-169419161-1.0	5'-UCMA-chr10-13234331-0.875
OTOP2--LCT	7	1.0	0.693	0.787	3'-LCT-chr2-135818062-0.7	5'-OTOP2-chr17-74927281-0.875
FOSB--AADACL2	7	1.0	0.879	1.0	3'-AADACL2-chr3-151740644-1.0	5'-FOSB-chr19-45470950-1.0
HUS1--POMGNT2	8	0.86	0.891	0.945	3'-POMGNT2-chr3-43081537-0.889	5'-HUS1-chr7-47978534-1.0
TIMM21--SLC7A14	6	1.0	0.833	0.803	3'-SLC7A14-chr3-170586074-0.75	5'-TIMM21-chr18-74158012-0.857
MMP21--KLC4	6	1.0	0.821	0.928	3'-KLC4-chr6-43072256-0.857	5'-MMP21-chr10-125770593-1.0
FGD3--KLRB1	6	1.0	0.867	0.857	3'-KLRB1-chr12-9599842-0.857	5'-FGD3-chr9-93018215-0.857
RAVER2--PPP1R1A	6	0.954	0.554	0.772	3'-PPP1R1A-chr12-54582794-1.0	5'-RAVER2-chr1-64812848-0.545
FMO6P--VAMP5	6	0.939	0.65	0.875	3'-VAMP5-chr2-85593412-1.0	5'-FMO6P-chr1-171146520-0.75
RBP5--IL6	6	0.906	0.575	1.0	3'-IL6-chr7-22731405-1.0	5'-RBP5-chr12-7128701-1.0
FAXC--FAM161A	5	1.0	0.755	0.695	3'-FAM161A-chr2-61824855-0.556	5'-FAXC-chr6-99349655-0.833
OSBPL5--CALCR	5	1.0	0.73	0.916	3'-CALCR-chr7-93426322-1.0	5'-OSBPL5-chr11-3165300-0.833
NTN5--ZBTB10	5	1.0	0.76	0.916	3'-ZBTB10-chr8-80522374-0.833	5'-NTN5-chr19-48673081-1.0
CCL3L3--MCM10	5	1.0	0.85	1.0	3'-MCM10-chr10-13209736-1.0	5'-CCL3L3-chr17-36196758-1.0
CTIF--ZNF263	5	1.0	0.61	1.0	3'-ZNF263-chr16-3286884-1.0	5'-CTIF-chr18-48636684-1.0
EFCAB9--HADH	5	0.952	0.545	0.729	3'-HADH-chr4-108027760-0.625	5'-EFCAB9-chr5-172200563-0.833
OTC--MDFI	5	0.917	0.77	0.916	3'-MDFI-chr6-41654239-0.833	5'-OTC-chrX-38352775-1.0
MRPS15--TMEM255B	4	1.0	0.8	1.0	3'-TMEM255B-chr13-113811926-1.0	5'-MRPS15-chr1-36464437-1.0
SCARA3--CCDC85A	4	1.0	0.644	1.0	3'-CCDC85A-chr2-56386174-1.0	5'-SCARA3-chr8-27656878-1.0
CMC4--DHTKD1	4	1.0	0.613	0.29	3'-DHTKD1-chr10-12123225-0.5	5'-CMC4-chrX-155065368-0.08
HN1L--KCNC1	4	1.0	0.812	1.0	3'-KCNC1-chr11-17771657-1.0	5'-HN1L-chr16-1691990-1.0
P2RX3--TMCO5A	4	1.0	0.788	0.734	3'-TMCO5A-chr15-37936971-0.667	5'-P2RX3-chr11-57370600-0.8
GRPR--INTS2	4	1.0	0.6	0.545	3'-INTS2-chr17-61919512-0.091	5'-GRPR-chrX-16124366-1.0
MAPK8IP1--ATP11A	4	0.985	0.637	1.0	3'-ATP11A-chr13-112854533-1.0	5'-MAPK8IP1-chr11-45906464-1.0
IKBKGP1--KIAA1522	4	0.946	0.844	0.546	3'-KIAA1522-chr1-32772441-0.093	5'-IKBKGP1-chrX-154645909-1.0
ARID1A--MAGEA11	4	0.908	0.756	0.9	3'-MAGEA11-chrX-149715749-1.0	5'-ARID1A-chr1-26697541-0.8
PRAC1--HACL1	3	1.0	0.65	0.875	3'-HACL1-chr3-15582989-1.0	5'-PRAC1-chr17-48722527-0.75
ALS2CL--TRPC7	3	1.0	0.875	0.675	3'-TRPC7-chr5-136357384-0.75	5'-ALS2CL-chr3-46679290-0.6
BRD2--PDZRN3	3	1.0	0.725	0.875	3'-PDZRN3-chr3-73474633-0.75	5'-BRD2-chr6-32977901-1.0
WFDC5--MLF1	3	1.0	0.642	1.0	3'-MLF1-chr3-158605392-1.0	5'-WFDC5-chr20-45115162-1.0
NEUROG2--SCN2B	3	1.0	0.858	1.0	3'-SCN2B-chr11-118176673-1.0	5'-NEUROG2-chr4-112515478-1.0
GAPVD1--MTUS2	3	0.978	0.825	0.8	3'-MTUS2-chr13-29503257-1.0	5'-GAPVD1-chr9-125330220-0.6
DHDH--LRRC23	3	0.964	0.75	1.0	3'-LRRC23-chr12-6905759-1.0	5'-DHDH-chr19-48944959-1.0
ITGB1BP2--PI4KB	3	0.928	0.9	0.75	3'-PI4KB-chr1-151294541-1.0	5'-ITGB1BP2-chrX-71302556-0.5
C3orf49--HSD17B10	3	0.908	0.95	0.875	3'-HSD17B10-chrX-53431596-1.0	5'-C3orf49-chr3-63845084-0.75
PCDHGC3--CRY2	3	0.961	0.558	0.875	3'-CRY2-chr11-45867611-1.0	5'-PCDHGC3-chr5-141505481-0.75
SESN2--VAMP8	2	1.0	0.825	1.0	3'-VAMP8-chr2-85582031-1.0	5'-SESN2-chr1-28272466-1.0
ZYG11B--CYP26C1	2	1.0	0.6	1.0	3'-CYP26C1-chr10-93068695-1.0	5'-ZYG11B-chr1-52779993-1.0
KRT85--AGAP1	2	1.0	0.663	0.353	3'-AGAP1-chr2-236120188-0.038	5'-KRT85-chr12-52362252-0.667
TWF2--AKR1C2	2	1.0	0.988	0.507	3'-AKR1C2-chr10-5218949-1.0	5'-TWF2-chr3-52239142-0.015
GP9--CHMP6	2	1.0	0.775	1.0	3'-CHMP6-chr17-80997341-1.0	5'-GP9-chr3-129062407-1.0
TM4SF18--RNF17	2	1.0	0.787	1.0	3'-RNF17-chr13-24844802-1.0	5'-TM4SF18-chr3-149330416-1.0
PCDH7--ZNF438	2	1.0	0.65	1.0	3'-ZNF438-chr10-30845573-1.0	5'-PCDH7-chr4-30724595-1.0
AMBN--PAPSS1	2	1.0	0.8	1.0	3'-PAPSS1-chr4-107720452-1.0	5'-AMBN-chr4-70607288-1.0
UNC5CL--HPSE2	2	1.0	0.775	1.0	3'-HPSE2-chr10-98490199-1.0	5'-UNC5CL-chr6-41035135-1.0
PSMG3--TRAPPC6A	2	1.0	0.675	0.528	3'-TRAPPC6A-chr19-45164244-1.0	5'-PSMG3-chr7-1569993-0.056
FAM35A--KLHDC2	2	1.0	0.637	1.0	3'-KLHDC2-chr14-49783190-1.0	5'-FAM35A-chr10-87152880-1.0
LSR--CC2D2B	2	1.0	0.787	1.0	3'-CC2D2B-chr10-96013872-1.0	5'-LSR-chr19-35259068-1.0
FOLR1--VSTM1	2	1.0	0.575	1.0	3'-VSTM1-chr19-54042367-1.0	5'-FOLR1-chr11-72192339-1.0
CCL25--SPA17	2	1.0	0.963	1.0	3'-SPA17-chr11-124694661-1.0	5'-CCL25-chr19-8056270-1.0
KRT71--TNFRSF17	2	1.0	0.812	0.513	3'-TNFRSF17-chr16-11968064-0.027	5'-KRT71-chr12-52553147-1.0
CPPED1--DUOXA2	2	1.0	0.837	1.0	3'-DUOXA2-chr15-45118420-1.0	5'-CPPED1-chr16-12804017-1.0
S1PR5--GNE	2	0.846	0.85	0.263	3'-GNE-chr9-36277042-0.4	5'-S1PR5-chr19-10515032-0.125
PTP4A3--S100G	2	0.825	0.95	0.75	3'-S100G-chrX-16654670-1.0	5'-PTP4A3-chr8-141427070-0.5
NMNAT1--PLA2G1B	1	1.0	1.0	0.5	3'-PLA2G1B-chr12-120326022-0.5	5'-NMNAT1-chr1-9975773-0.5
PLA2G2C--LSM8	1	1.0	1.0	1.0	3'-LSM8-chr7-118192164-1.0	5'-PLA2G2C-chr1-20175194-1.0
GGTLC1--FNDC7	1	1.0	1.0	1.0	3'-FNDC7-chr1-108742742-1.0	5'-GGTLC1-chr20-23986875-1.0
RP11-388K12.3--FLG2	1	1.0	1.0	0.75	3'-FLG2-chr1-152357647-1.0	5'-RP11-388K12.3-chr8-93229917-0.5
PIANP--CD1B	1	1.0	1.0	1.0	3'-CD1B-chr1-158329015-1.0	5'-PIANP-chr12-6698307-1.0
RFC3--FAM78B	1	1.0	1.0	1.0	3'-FAM78B-chr1-166166234-1.0	5'-RFC3-chr13-33837496-1.0
FNDC1--AGPS	1	1.0	1.0	1.0	3'-AGPS-chr2-177543836-1.0	5'-FNDC1-chr6-159226580-1.0
TMEM242--CCNYL1	1	1.0	1.0	1.0	3'-CCNYL1-chr2-207714824-1.0	5'-TMEM242-chr6-157323598-1.0
ZNF3--GPC1	1	1.0	1.0	0.509	3'-GPC1-chr2-240468076-0.018	5'-ZNF3-chr7-100081730-1.0
MSANTD1--CHST9	1	1.0	1.0	1.0	3'-CHST9-chr18-27185317-1.0	5'-MSANTD1-chr4-3256613-1.0
AP5M1--PPP2R2C	1	1.0	1.0	1.0	3'-PPP2R2C-chr4-6333734-1.0	5'-AP5M1-chr14-57269388-1.0
GNPDA2--APP	1	1.0	1.0	0.75	3'-APP-chr21-26090060-0.5	5'-GNPDA2-chr4-44707928-1.0
SLITRK5--SMARCAD1	1	1.0	1.0	0.75	3'-SMARCAD1-chr4-94289705-0.5	5'-SLITRK5-chr13-87673579-1.0
PPFIA3--FBXO30	1	1.0	1.0	0.75	3'-FBXO30-chr6-145806419-0.5	5'-PPFIA3-chr19-49141513-1.0
SERPINB4--FLNC	1	1.0	1.0	0.505	3'-FLNC-chr7-128859272-0.011	5'-SERPINB4-chr18-63644327-1.0
SCG5--EGR3	1	1.0	1.0	1.0	3'-EGR3-chr8-22691484-1.0	5'-SCG5-chr15-32643818-1.0
CRYBB1--NFIL3	1	1.0	1.0	1.0	3'-NFIL3-chr9-91410906-1.0	5'-CRYBB1-chr22-26618088-1.0
COPE--PPP6C	1	1.0	1.0	1.0	3'-PPP6C-chr9-125189939-1.0	5'-COPE-chr19-18911069-1.0
PRRC2B--PRH1-PRR4	1	1.0	1.0	0.505	3'-PRH1-PRR4-chr12-10884255-1.0	5'-PRRC2B-chr9-131500193-0.01
PPP1R14B--AF165138.7	1	1.0	1.0	1.0	3'-AF165138.7-chr21-14609570-1.0	5'-PPP1R14B-chr11-64245816-1.0
MANSC4--SLC37A2	1	1.0	1.0	1.0	3'-SLC37A2-chr11-125089232-1.0	5'-MANSC4-chr12-27771274-1.0
INF2--ASUN	1	1.0	1.0	0.75	3'-ASUN-chr12-26916181-1.0	5'-INF2-chr14-104701758-0.5
ZBTB14--BRAP	1	1.0	1.0	1.0	3'-BRAP-chr12-111685720-1.0	5'-ZBTB14-chr18-5292206-1.0
FAM155A--CAPS	1	1.0	1.0	1.0	3'-CAPS-chr19-5915875-1.0	5'-FAM155A-chr13-107866735-1.0
PFAS--LTBP2	1	1.0	1.0	1.0	3'-LTBP2-chr14-74529121-1.0	5'-PFAS-chr17-8267235-1.0
APOOL--CACNG8	1	1.0	1.0	1.0	3'-CACNG8-chr19-53990215-1.0	5'-APOOL-chrX-85067219-1.0
HTR3C--AMMECR1	1	0.933	1.0	0.504	3'-AMMECR1-chrX-110346972-1.0	5'-HTR3C-chr3-184060672-0.009
PPARGC1B--DEFB121	1	0.908	1.0	0.666	3'-DEFB121-chr20-31405090-1.0	5'-PPARGC1B-chr5-149837073-0.333
