#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
ZNF624--COLCA2	8	0.946	0.628	0.945	3'-COLCA2-chr11-111308627-1.0	5'-ZNF624-chr17-16653853-0.889
CDPF1--NCK2	8	0.933	0.672	0.9	3'-NCK2-chr2-105894274-0.8	5'-CDPF1-chr22-46248285-1.0
TMEM167B--DCUN1D2	7	1.0	0.75	0.889	3'-DCUN1D2-chr13-113490608-0.778	5'-TMEM167B-chr1-109096934-1.0
C2orf44--USP39	7	1.0	0.725	0.791	3'-USP39-chr2-85649224-1.0	5'-C2orf44-chr2-24032827-0.583
EPB41L4B--ZNF771	9	0.92	0.481	0.721	3'-ZNF771-chr16-30408048-0.692	5'-EPB41L4B-chr9-109203662-0.75
HLTF--LOH12CR1	9	0.811	0.569	0.605	3'-LOH12CR1-chr12-12465843-1.0	5'-HLTF-chr3-149086522-0.209
ISOC1--CYHR1	6	1.0	0.537	0.834	3'-CYHR1-chr8-144464611-1.0	5'-ISOC1-chr5-129105388-0.667
PSMC4--DNAJC10	6	0.986	0.592	0.676	3'-DNAJC10-chr2-182736248-0.353	5'-PSMC4-chr19-39979984-1.0
DYNC1LI2--HOXA4	6	0.976	0.604	0.75	3'-HOXA4-chr7-27129571-0.75	5'-DYNC1LI2-chr16-66751601-0.75
CALHM3--ASB10	6	0.968	0.562	0.834	3'-ASB10-chr7-151187388-0.667	5'-CALHM3-chr10-103472803-1.0
SCIMP--MRAP2	5	1.0	0.715	0.812	3'-MRAP2-chr6-84090878-0.625	5'-SCIMP-chr17-5234860-1.0
WNT8A--ERCC1	6	0.968	0.579	0.928	3'-ERCC1-chr19-45420322-0.857	5'-WNT8A-chr5-138091007-1.0
URAD--RASAL1	5	0.968	0.605	0.916	3'-RASAL1-chr12-113135749-0.833	5'-URAD-chr13-27978453-1.0
TPSD1--TRIML2	4	1.0	0.675	0.7	3'-TRIML2-chr4-188101249-1.0	5'-TPSD1-chr16-1257062-0.4
C7orf72--IGSF1	4	1.0	0.625	0.834	3'-IGSF1-chrX-131274206-1.0	5'-C7orf72-chr7-50104412-0.667
GALP--BORA	5	0.843	0.785	0.729	3'-BORA-chr13-72745179-0.833	5'-GALP-chr19-56180634-0.625
LCT--ADAMTS20	4	0.906	0.656	0.666	3'-ADAMTS20-chr12-43428535-1.0	5'-LCT-chr2-135837180-0.333
NUTM1--ARIH1	4	0.806	0.556	0.541	3'-ARIH1-chr15-72518064-1.0	5'-NUTM1-chr15-34353870-0.082
C11orf86--TAF11	3	1.0	0.817	0.875	3'-TAF11-chr6-34878722-1.0	5'-C11orf86-chr11-66975276-0.75
NLRP3--SECTM1	3	0.897	0.725	0.616	3'-SECTM1-chr17-82322114-1.0	5'-NLRP3-chr1-247444821-0.231
TMPRSS13--SPESP1	3	0.886	0.958	0.8	3'-SPESP1-chr15-68946811-0.6	5'-TMPRSS13-chr11-117929365-1.0
PCDHGA3--SLC25A22	3	0.831	0.75	0.616	3'-SLC25A22-chr11-795170-1.0	5'-PCDHGA3-chr5-141505482-0.231
IFIT3--ALPL	2	1.0	0.825	0.584	3'-ALPL-chr1-21578411-1.0	5'-IFIT3-chr10-89328078-0.167
CST11--MFSD2A	2	1.0	0.637	0.522	3'-MFSD2A-chr1-39969964-1.0	5'-CST11-chr20-23452842-0.044
IPO13--SOD2	2	1.0	0.788	1.0	3'-SOD2-chr6-159693234-1.0	5'-IPO13-chr1-43968017-1.0
PCDHA6--NANS	2	1.0	0.738	1.0	3'-NANS-chr9-98082160-1.0	5'-PCDHA6-chr5-140829693-1.0
BTNL3--TEF	2	1.0	0.625	0.584	3'-TEF-chr22-41387665-0.5	5'-BTNL3-chr5-181006730-0.667
LHPP--SLC17A1	2	1.0	0.675	0.519	3'-SLC17A1-chr6-25830608-1.0	5'-LHPP-chr10-124498125-0.038
POU4F1--PFDN6	2	1.0	0.8	1.0	3'-PFDN6-chr6-33298401-1.0	5'-POU4F1-chr13-78603535-1.0
USF2--B4GALT1	2	1.0	0.787	1.0	3'-B4GALT1-chr9-33167356-1.0	5'-USF2-chr19-35269577-1.0
CST9--ZNF771	2	1.0	0.613	0.089	3'-ZNF771-chr16-30419403-0.154	5'-CST9-chr20-23605877-0.024
PRG3--RNASEL	2	0.979	0.787	0.6	3'-RNASEL-chr1-182589257-0.2	5'-PRG3-chr11-57378810-1.0
PKN2--DOCK9	1	1.0	1.0	1.0	3'-DOCK9-chr13-98829366-1.0	5'-PKN2-chr1-88836255-1.0
DKK1--TEX35	1	1.0	1.0	1.0	3'-TEX35-chr1-178548885-1.0	5'-DKK1-chr10-52315085-1.0
RP3-347M6.2--WDR92	1	1.0	1.0	0.505	3'-WDR92-chr2-68138851-0.01	5'-RP3-347M6.2-chrX-100801545-1.0
PRDM6--IL18R1	1	1.0	1.0	0.75	3'-IL18R1-chr2-102398758-1.0	5'-PRDM6-chr5-123099960-0.5
UGT1A1--CRABP1	1	1.0	1.0	0.666	3'-CRABP1-chr15-78348051-1.0	5'-UGT1A1-chr2-233767938-0.333
VCX--UGT1A1	1	1.0	1.0	0.666	3'-UGT1A1-chr2-233773006-0.333	5'-VCX-chrX-7843753-1.0
ABHD5--LRP1	1	1.0	1.0	0.75	3'-LRP1-chr12-57191012-0.5	5'-ABHD5-chr3-43719049-1.0
RTP1--KPNA1	1	1.0	1.0	0.35	3'-KPNA1-chr3-122461321-0.5	5'-RTP1-chr3-187197787-0.2
TNFSF12-TNFSF13--ADH7	1	1.0	1.0	1.0	3'-ADH7-chr4-99428175-1.0	5'-TNFSF12-TNFSF13-chr17-7559894-1.0
THG1L--DOK4	1	1.0	1.0	1.0	3'-DOK4-chr16-57475620-1.0	5'-THG1L-chr5-157731635-1.0
ZNF227--NMBR	1	1.0	1.0	0.75	3'-NMBR-chr6-142078903-1.0	5'-ZNF227-chr19-44229819-0.5
AKAP12--IGLL5	1	1.0	1.0	0.75	3'-IGLL5-chr22-22888255-1.0	5'-AKAP12-chr6-151356773-0.5
DOK6--SLC7A13	1	1.0	1.0	1.0	3'-SLC7A13-chr8-86223104-1.0	5'-DOK6-chr18-69599496-1.0
DNAJC25--TMEM74B	1	1.0	1.0	0.75	3'-TMEM74B-chr20-1181588-0.5	5'-DNAJC25-chr9-111647256-1.0
ZNF248--BAZ2A	1	1.0	1.0	0.75	3'-BAZ2A-chr12-56617533-1.0	5'-ZNF248-chr10-37858081-0.5
BUB3--PTOV1	1	1.0	1.0	0.535	3'-PTOV1-chr19-49857782-1.0	5'-BUB3-chr10-123157881-0.071
INTS6--FGF9	1	1.0	1.0	1.0	3'-FGF9-chr13-21704498-1.0	5'-INTS6-chr13-51451567-1.0
SIGLEC20P--HEATR5A	1	1.0	1.0	0.509	3'-HEATR5A-chr14-31394208-0.019	5'-SIGLEC20P-chr19-51187261-1.0
SIGLEC12--RP11-176H8.1	1	1.0	1.0	0.177	3'-RP11-176H8.1-chr14-31394209-0.333	5'-SIGLEC12-chr19-51498276-0.02
KCNK13--HAP1	1	1.0	1.0	0.75	3'-HAP1-chr17-41718020-1.0	5'-KCNK13-chr14-90062539-0.5
KCNB1--VPS18	1	1.0	1.0	0.75	3'-VPS18-chr15-40903967-1.0	5'-KCNB1-chr20-49482647-0.5
ITGB3--UBASH3A	1	1.0	1.0	0.75	3'-UBASH3A-chr21-42447681-0.5	5'-ITGB3-chr17-47307621-1.0
LILRB3--PPP1R11	1	0.992	1.0	0.75	3'-PPP1R11-chr6-30070333-0.5	5'-LILRB3-chr19-54223039-1.0
TMEM132A--C8orf44	1	0.942	1.0	1.0	3'-C8orf44-chr8-66681158-1.0	5'-TMEM132A-chr11-60936000-1.0
TICRR--IGFL2	1	0.933	1.0	1.0	3'-IGFL2-chr19-46161290-1.0	5'-TICRR-chr15-89619842-1.0
INPP5E--SEC14L4	1	0.842	1.0	0.541	3'-SEC14L4-chr22-30492157-1.0	5'-INPP5E-chr9-136431114-0.083
NLRP10--TULP4	1	0.817	1.0	1.0	3'-TULP4-chr6-158314268-1.0	5'-NLRP10-chr11-7961324-1.0
ZNF548--ARNTL2	1	0.817	1.0	0.017	3'-ARNTL2-chr12-27403539-0.022	5'-ZNF548-chr19-57398581-0.013
