#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
ACTR6--NME9	99	0.989	0.899	0.976	3'-NME9-chr3-138306481-0.971	5'-ACTR6-chr12-100199230-0.98
ENDOV--RAB20	97	1.0	0.879	0.92	3'-RAB20-chr13-110524199-0.851	5'-ENDOV-chr17-80415822-0.99
MPHOSPH8--SAMD1	99	0.97	0.717	0.902	3'-SAMD1-chr19-14088428-0.952	5'-MPHOSPH8-chr13-19659120-0.853
ISCA1--PTCD1	98	0.953	0.721	0.952	3'-PTCD1-chr7-99416738-0.961	5'-ISCA1-chr9-86282538-0.942
RPL36A--GJB3	93	1.0	0.837	0.959	3'-GJB3-chr1-34784735-0.939	5'-RPL36A-chrX-101391824-0.979
PER2--IGF2R	93	1.0	0.879	0.871	3'-IGF2R-chr6-160089253-0.939	5'-PER2-chr2-238262344-0.802
NELFB--TMEM123	93	1.0	0.856	0.984	3'-TMEM123-chr11-102401538-1.0	5'-NELFB-chr9-137264244-0.969
ZKSCAN1--ARHGEF2	93	0.999	0.81	0.989	3'-ARHGEF2-chr1-155965415-0.989	5'-ZKSCAN1-chr7-100029952-0.989
TRNAU1AP--KLC2	93	1.0	0.803	0.964	3'-KLC2-chr11-66258583-0.969	5'-TRNAU1AP-chr1-28567413-0.959
KIAA1257--SEMA3E	92	1.0	0.807	0.974	3'-SEMA3E-chr7-83385433-0.968	5'-KIAA1257-chr3-128976977-0.979
EXOSC2--AGTPBP1	91	1.0	0.825	0.728	3'-AGTPBP1-chr9-85588480-0.467	5'-EXOSC2-chr9-130697628-0.989
UBASH3A--ZFP14	91	1.0	0.882	0.868	3'-ZFP14-chr19-36367974-0.778	5'-UBASH3A-chr21-42418609-0.958
TMEM204--BMP6	90	0.998	0.827	0.945	3'-BMP6-chr6-7861450-0.9	5'-TMEM204-chr16-1534555-0.989
TSGA13--HMGCL	90	1.0	0.82	0.968	3'-HMGCL-chr1-23810799-0.968	5'-TSGA13-chr7-130685184-0.968
OLFML2B--NMRK1	89	1.0	0.757	0.928	3'-NMRK1-chr9-75070044-0.899	5'-OLFML2B-chr1-161997824-0.957
POU2F3--TLR5	88	1.0	0.841	0.895	3'-TLR5-chr1-223113035-0.863	5'-POU2F3-chr11-120307616-0.926
XRRA1--HNF4G	88	1.0	0.875	0.942	3'-HNF4G-chr8-75564327-0.926	5'-XRRA1-chr11-74906238-0.957
EVC--PTGES2-AS1	88	1.0	0.807	0.904	3'-PTGES2-AS1-chr9-128129202-0.83	5'-EVC-chr4-5748306-0.978
DNM1--RAB10	87	1.0	0.817	0.882	3'-RAB10-chr2-26109765-0.829	5'-DNM1-chr9-128242346-0.935
TEX35--ANO10	85	1.0	0.861	0.909	3'-ANO10-chr3-43605713-0.977	5'-TEX35-chr1-178545210-0.842
FAM71E1--FAM110D	83	1.0	0.849	0.967	3'-FAM110D-chr1-26162628-0.933	5'-FAM71E1-chr19-50476301-1.0
NDUFAF1--BCO2	81	1.0	0.655	0.948	3'-BCO2-chr11-112213862-0.942	5'-NDUFAF1-chr15-41387493-0.953
SLC3A1--SF1	80	1.0	0.806	0.941	3'-SF1-chr11-64766158-0.952	5'-SLC3A1-chr2-44301127-0.93
SHFM1--ZBTB40	78	1.0	0.868	0.805	3'-ZBTB40-chr1-22491399-0.703	5'-SHFM1-chr7-96673738-0.907
C17orf98--MCM10	78	1.0	0.839	0.88	3'-MCM10-chr10-13170919-0.821	5'-C17orf98-chr17-38841455-0.94
SAV1--FLT3	77	0.987	0.841	0.911	3'-FLT3-chr13-28050225-0.895	5'-SAV1-chr14-50665178-0.928
WIPF2--ZFYVE9	76	0.995	0.896	0.933	3'-ZFYVE9-chr1-52303819-0.95	5'-WIPF2-chr17-40274000-0.916
MAP7D1--CACYBP	87	0.861	0.695	0.925	3'-CACYBP-chr1-175010079-0.989	5'-MAP7D1-chr1-36178824-0.861
MPDZ--NDUFB11	70	0.943	0.754	0.784	3'-NDUFB11-chrX-47142219-0.854	5'-MPDZ-chr9-13126514-0.714
ZNF12--NIFK	62	1.0	0.847	0.984	3'-NIFK-chr2-121728536-0.984	5'-ZNF12-chr7-6697688-0.984
ELOVL3--ZADH2	60	1.0	0.707	0.984	3'-ZADH2-chr18-75201877-0.984	5'-ELOVL3-chr10-102226327-0.984
GAS2L2--C8orf34	58	1.0	0.769	0.992	3'-C8orf34-chr8-68818555-0.983	5'-GAS2L2-chr17-35747848-1.0
DGCR6L--FUOM	58	0.986	0.785	0.959	3'-FUOM-chr10-133357257-0.967	5'-DGCR6L-chr22-20320080-0.951
SP8--GORASP1	57	0.997	0.85	0.966	3'-GORASP1-chr3-39102882-0.95	5'-SP8-chr7-20786777-0.983
TMED6--AKR1E2	55	1.0	0.85	0.982	3'-AKR1E2-chr10-4830672-1.0	5'-TMED6-chr16-69351809-0.965
C20orf24--C15orf53	55	1.0	0.842	0.933	3'-C15orf53-chr15-38698136-0.902	5'-C20orf24-chr20-36607819-0.965
GLRX3--MBOAT4	55	0.998	0.82	0.974	3'-MBOAT4-chr8-30132907-0.965	5'-GLRX3-chr10-130160999-0.982
ELP3--DTYMK	53	1.0	0.774	0.964	3'-DTYMK-chr2-241680319-0.964	5'-ELP3-chr8-28106784-0.964
C16orf54--ASB9	53	1.0	0.766	0.738	3'-ASB9-chrX-15270148-0.946	5'-C16orf54-chr16-29744956-0.53
ABCD2--CCR2	52	1.0	0.847	0.955	3'-CCR2-chr3-46357475-0.929	5'-ABCD2-chr12-39616987-0.981
ARID3C--DMRT2	52	1.0	0.788	0.947	3'-DMRT2-chr9-1056213-0.981	5'-ARID3C-chr9-34623423-0.912
CPXM1--HOXC4	52	1.0	0.826	1.0	3'-HOXC4-chr12-54055327-1.0	5'-CPXM1-chr20-2800637-1.0
WDYHV1--BTNL9	51	1.0	0.879	0.668	3'-BTNL9-chr5-181045465-0.81	5'-WDYHV1-chr8-123430035-0.526
TIMM17B--TUBAL3	50	1.0	0.849	0.952	3'-TUBAL3-chr10-5394463-0.962	5'-TIMM17B-chrX-48895036-0.943
METTL2B--RASAL1	53	0.939	0.833	0.965	3'-RASAL1-chr12-113100685-0.93	5'-METTL2B-chr7-128488162-1.0
NFKBID--ZNF3	49	1.0	0.841	0.666	3'-ZNF3-chr7-100075264-0.353	5'-NFKBID-chr19-35896259-0.98
CHP1--HSPB11	48	1.0	0.841	0.918	3'-HSPB11-chr1-53930147-0.857	5'-CHP1-chr15-41270619-0.98
HBD--SH3RF1	48	1.0	0.716	0.918	3'-SH3RF1-chr4-169117787-0.857	5'-HBD-chr11-5235370-0.98
CBLN1--PCDHAC2	49	1.0	0.863	0.946	3'-PCDHAC2-chr5-140978945-0.891	5'-CBLN1-chr16-49281201-1.0
SRP14--NXPH4	47	1.0	0.879	0.99	3'-NXPH4-chr12-57221305-0.979	5'-SRP14-chr15-40039050-1.0
TERF1--CYP2R1	48	0.959	0.75	0.98	3'-CYP2R1-chr11-14878297-0.96	5'-TERF1-chr8-73032134-1.0
PPP5C--AGPS	48	1.0	0.843	0.811	3'-AGPS-chr2-177493143-0.75	5'-PPP5C-chr19-46388448-0.873
VPREB3--TMEM64	46	1.0	0.782	0.959	3'-TMEM64-chr8-90646083-0.939	5'-VPREB3-chr22-23753151-0.979
CABLES1--ENO4	45	1.0	0.884	0.978	3'-ENO4-chr10-116860792-0.978	5'-CABLES1-chr18-23214055-0.978
DSTYK--ATG4A	47	0.995	0.707	0.97	3'-ATG4A-chrX-108134334-1.0	5'-DSTYK-chr1-205150679-0.94
H2AFJ--ADIG	43	1.0	0.834	0.966	3'-ADIG-chr20-38588098-0.977	5'-H2AFJ-chr12-14774976-0.956
RP2--C12orf66	43	1.0	0.85	0.899	3'-C12orf66-chr12-64215965-0.843	5'-RP2-chrX-46860103-0.956
FCGR3A--ANGEL1	45	0.998	0.691	0.948	3'-ANGEL1-chr14-76812940-0.978	5'-FCGR3A-chr1-161541764-0.918
BNC2--FTCD	41	1.0	0.773	0.953	3'-FTCD-chr21-46145950-0.953	5'-BNC2-chr9-16435552-0.953
CHMP6--TMEM45B	41	1.0	0.885	0.964	3'-TMEM45B-chr11-129859215-0.953	5'-CHMP6-chr17-80997343-0.976
RHOT1--RALY	49	0.832	0.802	0.709	3'-RALY-chr20-34077129-0.98	5'-RHOT1-chr17-32142559-0.438
DOCK3--TMEM55B	41	1.0	0.719	0.891	3'-TMEM55B-chr14-20458385-0.872	5'-DOCK3-chr3-51310326-0.911
CMC4--PPP6C	40	1.0	0.733	0.853	3'-PPP6C-chr9-125153744-0.816	5'-CMC4-chrX-155065368-0.889
KIF2C--PRDM2	39	1.0	0.754	0.819	3'-PRDM2-chr1-13742004-0.709	5'-KIF2C-chr1-44757973-0.929
TIMM10B--CD244	39	1.0	0.847	0.929	3'-CD244-chr1-160830159-0.907	5'-TIMM10B-chr11-6482289-0.951
ZFC3H1--FBXL22	39	1.0	0.664	0.879	3'-FBXL22-chr15-63601292-0.929	5'-ZFC3H1-chr12-71631776-0.83
ZNF318--TPMT	39	1.0	0.884	0.808	3'-TPMT-chr6-18128310-0.75	5'-ZNF318-chr6-43369443-0.867
TRAV22--PPP3R1	37	1.0	0.845	0.656	3'-PPP3R1-chr2-68186652-0.363	5'-TRAV22-chr14-22070741-0.949
NEFH--CHRNB1	38	1.0	0.818	0.932	3'-CHRNB1-chr17-7455281-0.864	5'-NEFH-chr22-29481145-1.0
ZFP36L1--SLC7A10	22	1.0	0.83	0.412	3'-SLC7A10-chr19-33225798-0.214	5'-ZFP36L1-chr14-68790494-0.611
PSORS1C2--PCMTD2	20	0.973	0.905	0.952	3'-PCMTD2-chr20-64265614-0.952	5'-PSORS1C2-chr6-31138309-0.952
LARP4--TOP2B	14	1.0	0.921	0.938	3'-TOP2B-chr3-25609345-0.875	5'-LARP4-chr12-50427912-1.0
APOL5--TAX1BP1	14	1.0	0.843	0.967	3'-TAX1BP1-chr7-27832978-1.0	5'-APOL5-chr22-35728904-0.933
DDO--PLEKHG1	13	1.0	0.865	0.861	3'-PLEKHG1-chr6-150809477-1.0	5'-DDO-chr6-110413469-0.722
SGSH--ZNF208	13	1.0	0.723	1.0	3'-ZNF208-chr19-21987313-1.0	5'-SGSH-chr17-80212066-1.0
CLCN2--MED13L	12	1.0	0.89	0.829	3'-MED13L-chr12-116237707-0.8	5'-CLCN2-chr3-184361602-0.857
ADAD1--C1QTNF4	12	1.0	0.742	1.0	3'-C1QTNF4-chr11-47590817-1.0	5'-ADAD1-chr4-122421391-1.0
CCDC67--CTSV	12	1.0	0.858	1.0	3'-CTSV-chr9-97036748-1.0	5'-CCDC67-chr11-93332288-1.0
C20orf173--TYSND1	12	1.0	0.881	0.928	3'-TYSND1-chr10-70146586-0.857	5'-C20orf173-chr20-35529249-1.0
MOCOS--RAB3B	11	1.0	0.993	0.698	3'-RAB3B-chr1-51933444-0.478	5'-MOCOS-chr18-36198757-0.917
ULK3--TMEM135	11	1.0	0.77	0.959	3'-TMEM135-chr11-87179324-0.917	5'-ULK3-chr15-74843124-1.0
EMILIN3--SPATA31A1	12	0.914	0.923	0.923	3'-SPATA31A1-chr9-39357130-0.923	5'-EMILIN3-chr20-41366827-0.923
TPRG1L--FDXR	10	1.0	0.875	0.909	3'-FDXR-chr17-74872976-0.909	5'-TPRG1L-chr1-3627497-0.909
C10orf113--THBS3	10	1.0	0.845	0.839	3'-THBS3-chr1-155206413-0.769	5'-C10orf113-chr10-21146559-0.909
G0S2--CXorf22	10	1.0	0.917	0.839	3'-CXorf22-chrX-36071973-0.769	5'-G0S2-chr1-209676388-0.909
DYNC2LI1--PTGES2-AS1	10	1.0	0.748	0.547	3'-PTGES2-AS1-chr9-128129202-0.094	5'-DYNC2LI1-chr2-43800916-1.0
EMC4--ASAH2	10	0.976	0.78	1.0	3'-ASAH2-chr10-50187310-1.0	5'-EMC4-chr15-34225651-1.0
RHOC--NOL4	9	1.0	0.889	0.95	3'-NOL4-chr18-33958421-1.0	5'-RHOC-chr1-112704921-0.9
FAM175B--CFAP44	9	1.0	0.771	0.95	3'-CFAP44-chr3-113433669-1.0	5'-FAM175B-chr10-124801901-0.9
FARS2--KIR3DL2	9	1.0	0.856	0.95	3'-KIR3DL2-chr19-54866960-0.9	5'-FARS2-chr6-5613322-1.0
TMEM19--OTUD6B	9	1.0	0.889	0.859	3'-OTUD6B-chr8-91087095-0.818	5'-TMEM19-chr12-71699109-0.9
LAG3--GDA	9	1.0	0.642	1.0	3'-GDA-chr9-72202743-1.0	5'-LAG3-chr12-6775733-1.0
SPANXN5--ZSCAN10	9	1.0	0.822	0.95	3'-ZSCAN10-chr16-3092318-0.9	5'-SPANXN5-chrX-52798101-1.0
C20orf27--NLRP1	9	1.0	0.747	0.875	3'-NLRP1-chr17-5517743-0.75	5'-C20orf27-chr20-3755609-1.0
ZGPAT--ANKRD40	9	1.0	0.672	0.95	3'-ANKRD40-chr17-50700716-0.9	5'-ZGPAT-chr20-63733353-1.0
BEX5--PCDH19	9	1.0	0.828	0.9	3'-PCDH19-chrX-100410273-0.9	5'-BEX5-chrX-102153707-0.9
EXOC3L4--IGFBP3	9	0.939	0.814	0.95	3'-IGFBP3-chr7-45921272-0.9	5'-EXOC3L4-chr14-103104328-1.0
SLC30A2--CYP1A1	8	1.0	0.853	0.945	3'-CYP1A1-chr15-74721504-1.0	5'-SLC30A2-chr1-26046133-0.889
SCAF1--PHTF1	8	1.0	0.981	0.845	3'-PHTF1-chr1-113704798-0.8	5'-SCAF1-chr19-49645134-0.889
TATDN2--NMNAT2	8	1.0	0.797	0.9	3'-NMNAT2-chr1-183293796-0.8	5'-TATDN2-chr3-10276488-1.0
APOBEC4--SOCS7	8	1.0	0.884	0.945	3'-SOCS7-chr17-38352244-1.0	5'-APOBEC4-chr1-183648813-0.889
EHD3--IGHG3	8	1.0	0.853	0.685	3'-IGHG3-chr14-105856218-0.571	5'-EHD3-chr2-31268394-0.8
EAF2--GHSR	8	1.0	0.75	1.0	3'-GHSR-chr3-172445467-1.0	5'-EAF2-chr3-121854823-1.0
GINS2--RBP1	8	1.0	0.894	1.0	3'-RBP1-chr3-139527342-1.0	5'-GINS2-chr16-85688025-1.0
PLEKHG7--ZNF714	8	1.0	0.762	1.0	3'-ZNF714-chr19-21117215-1.0	5'-PLEKHG7-chr12-92740948-1.0
CADM3--SAP18	7	1.0	0.679	0.938	3'-SAP18-chr13-21147413-1.0	5'-CADM3-chr1-159196454-0.875
MRPS30--LTB4R	7	1.0	0.8	1.0	3'-LTB4R-chr14-24315958-1.0	5'-MRPS30-chr5-44811156-1.0
IGBP1--FKBPL	7	1.0	0.811	1.0	3'-FKBPL-chr6-32129859-1.0	5'-IGBP1-chrX-70134137-1.0
ZNF396--FAM195B	7	1.0	0.771	0.889	3'-FAM195B-chr17-81823517-1.0	5'-ZNF396-chr18-35377337-0.778
EQTN--CLLU1OS	7	0.901	0.821	1.0	3'-CLLU1OS-chr12-92421173-1.0	5'-EQTN-chr9-27297139-1.0
RPS19BP1--CSRP1	6	1.0	0.75	0.928	3'-CSRP1-chr1-201496305-0.857	5'-RPS19BP1-chr22-39532855-1.0
SNIP1--CLMN	5	1.0	0.79	0.666	3'-CLMN-chr14-95296243-1.0	5'-SNIP1-chr1-37538021-0.333
IQGAP3--SYNJ2	5	1.0	0.655	0.773	3'-SYNJ2-chr6-158063872-0.833	5'-IQGAP3-chr1-156531158-0.714
C9orf135--FIS1	5	1.0	0.85	1.0	3'-FIS1-chr7-101240913-1.0	5'-C9orf135-chr9-69844625-1.0
SIK3--DMPK	5	0.93	0.6	0.714	3'-DMPK-chr19-45771930-0.714	5'-SIK3-chr11-116857808-0.714
PRDM6--TMEM108	4	1.0	0.906	1.0	3'-TMEM108-chr3-133397771-1.0	5'-PRDM6-chr5-123099961-1.0
RDM1--PATL2	4	1.0	0.963	1.0	3'-PATL2-chr15-44667103-1.0	5'-RDM1-chr17-35925638-1.0
VPREB1--PROCA1	4	1.0	0.594	1.0	3'-PROCA1-chr17-28704215-1.0	5'-VPREB1-chr22-22244861-1.0
POP5--CSMD2	3	1.0	0.967	1.0	3'-CSMD2-chr1-33814219-1.0	5'-POP5-chr12-120579418-1.0
CLU--CR1	3	1.0	0.983	1.0	3'-CR1-chr1-207640208-1.0	5'-CLU-chr8-27611966-1.0
NLRP3--SART3	3	1.0	0.908	0.875	3'-SART3-chr12-108561160-1.0	5'-NLRP3-chr1-247449103-0.75
ZNF513--MIPOL1	3	1.0	0.983	0.875	3'-MIPOL1-chr14-37308089-0.75	5'-ZNF513-chr2-27378372-1.0
RAP1GDS1--CLSTN2	3	1.0	0.992	0.875	3'-CLSTN2-chr3-140448516-0.75	5'-RAP1GDS1-chr4-98418791-1.0
EDF1--GGCT	3	1.0	0.967	1.0	3'-GGCT-chr7-30500681-1.0	5'-EDF1-chr9-136866285-1.0
MUC12--MZF1	3	1.0	0.675	0.8	3'-MZF1-chr19-58563262-1.0	5'-MUC12-chr7-101006569-0.6
N6AMT1--KLHDC10	3	1.0	0.858	1.0	3'-KLHDC10-chr7-130116666-1.0	5'-N6AMT1-chr21-28885371-1.0
ZNF543--ZW10	3	1.0	0.992	1.0	3'-ZW10-chr11-113768969-1.0	5'-ZNF543-chr19-57320876-1.0
KRT84--LRRK2	3	1.0	0.983	1.0	3'-LRRK2-chr12-40283952-1.0	5'-KRT84-chr12-52385652-1.0
OIP5--CCNB1IP1	3	1.0	0.875	1.0	3'-CCNB1IP1-chr14-20316562-1.0	5'-OIP5-chr15-41332487-1.0
ISCA1--ATP5J2-PTCD1	3	0.983	0.683	0.265	3'-ATP5J2-PTCD1-chr7-99429806-0.5	5'-ISCA1-chr9-86282538-0.029
SIAH3--CA6	2	1.0	0.812	1.0	3'-CA6-chr1-8974444-1.0	5'-SIAH3-chr13-45851737-1.0
APRT--USP48	2	1.0	0.8	1.0	3'-USP48-chr1-21725119-1.0	5'-APRT-chr16-88810149-1.0
DLK2--EPHB2	2	1.0	0.7	1.0	3'-EPHB2-chr1-22896476-1.0	5'-DLK2-chr6-43451277-1.0
MRPS15--TRAFD1	2	1.0	0.787	0.834	3'-TRAFD1-chr12-112140986-1.0	5'-MRPS15-chr1-36464437-0.667
DNALI1--ADRA1A	2	1.0	0.838	1.0	3'-ADRA1A-chr8-26864976-1.0	5'-DNALI1-chr1-37566856-1.0
CD1A--TP53I11	2	1.0	0.825	1.0	3'-TP53I11-chr11-44909879-1.0	5'-CD1A-chr1-158255353-1.0
PAPOLG--APOM	2	1.0	0.988	1.0	3'-APOM-chr6-31658082-1.0	5'-PAPOLG-chr2-60782005-1.0
MAT2A--CNTNAP2	2	1.0	0.988	1.0	3'-CNTNAP2-chr7-148172479-1.0	5'-MAT2A-chr2-85545280-1.0
TET1--POLR1A	2	1.0	0.6	0.284	3'-POLR1A-chr2-86088668-0.167	5'-TET1-chr10-68652593-0.4
IFNL2--PRSS45	2	1.0	0.775	1.0	3'-PRSS45-chr3-46744755-1.0	5'-IFNL2-chr19-39270090-1.0
SLC5A2--SPARCL1	2	1.0	0.988	0.834	3'-SPARCL1-chr4-87529503-0.667	5'-SLC5A2-chr16-31490669-1.0
SLC27A5--PGRMC2	2	1.0	0.938	1.0	3'-PGRMC2-chr4-128272522-1.0	5'-SLC27A5-chr19-58499275-1.0
USP38--FAM154B	2	1.0	0.95	1.0	3'-FAM154B-chr15-82264889-1.0	5'-USP38-chr4-143195845-1.0
PCDHGB2--ZNF296	2	1.0	0.837	1.0	3'-ZNF296-chr19-45075862-1.0	5'-PCDHGB2-chr5-141362556-1.0
NPVF--FAM8A1	2	1.0	0.6	1.0	3'-FAM8A1-chr6-17611719-1.0	5'-NPVF-chr7-25228485-1.0
TAF8--TMEM65	2	1.0	0.975	1.0	3'-TMEM65-chr8-124372692-1.0	5'-TAF8-chr6-42087071-1.0
ZFP36L1--HECA	2	1.0	0.787	0.528	3'-HECA-chr6-139180802-1.0	5'-ZFP36L1-chr14-68791244-0.056
SAPCD2--PLEKHS1	2	1.0	0.95	0.666	3'-PLEKHS1-chr10-113777260-1.0	5'-SAPCD2-chr9-137064981-0.333
ZNF396--OR13A1	2	1.0	0.812	0.611	3'-OR13A1-chr10-45304501-1.0	5'-ZNF396-chr18-35377337-0.222
RP1-136J15.5--FGFBP3	2	1.0	1.0	0.51	3'-FGFBP3-chr10-91909049-0.02	5'-RP1-136J15.5-chrX-109569045-1.0
LHPP--TIMM10	2	1.0	0.988	1.0	3'-TIMM10-chr11-57530238-1.0	5'-LHPP-chr10-124498129-1.0
FAM187B--PIWIL4	2	1.0	0.6	0.35	3'-PIWIL4-chr11-94597915-0.667	5'-FAM187B-chr19-35225209-0.032
COPS7A--PSMB5	2	1.0	0.837	1.0	3'-PSMB5-chr14-23034890-1.0	5'-COPS7A-chr12-6731805-1.0
KCNB1--EMILIN2	2	1.0	0.988	1.0	3'-EMILIN2-chr18-2915993-1.0	5'-KCNB1-chr20-49482647-1.0
SPAG11B--DHCR24	2	0.996	0.863	1.0	3'-DHCR24-chr1-54875995-1.0	5'-SPAG11B-chr8-7450899-1.0
MED13L--CAMK2D	2	0.875	0.787	0.567	3'-CAMK2D-chr4-113761130-1.0	5'-MED13L-chr12-116237704-0.133
CALB2--LPAR3	2	0.863	0.65	0.834	3'-LPAR3-chr1-84893213-0.667	5'-CALB2-chr16-71385633-1.0
GTF3C3--ARFGAP3	2	0.846	0.688	1.0	3'-ARFGAP3-chr22-42858523-1.0	5'-GTF3C3-chr2-196789879-1.0
VWA5B1--SYCE1L	1	1.0	1.0	1.0	3'-SYCE1L-chr16-77213005-1.0	5'-VWA5B1-chr1-20310740-1.0
KISS1--HP1BP3	1	1.0	1.0	1.0	3'-HP1BP3-chr1-20771075-1.0	5'-KISS1-chr1-204196486-1.0
TRNAU1AP--NKAIN4	1	1.0	1.0	0.505	3'-NKAIN4-chr20-63254540-1.0	5'-TRNAU1AP-chr1-28578539-0.01
WTIP--RBBP4	1	1.0	1.0	0.666	3'-RBBP4-chr1-32672701-0.333	5'-WTIP-chr19-34498629-1.0
FAM209B--LRP8	1	1.0	1.0	1.0	3'-LRP8-chr1-53289691-1.0	5'-FAM209B-chr20-56533590-1.0
BARHL2--GPM6A	1	1.0	1.0	1.0	3'-GPM6A-chr4-175673837-1.0	5'-BARHL2-chr1-90717237-1.0
RGS21--CD1D	1	1.0	1.0	0.75	3'-CD1D-chr1-158184896-0.5	5'-RGS21-chr1-192347389-1.0
TNN--CCL13	1	1.0	1.0	1.0	3'-CCL13-chr17-34358609-1.0	5'-TNN-chr1-175097682-1.0
CYP7B1--SCCPDH	1	1.0	1.0	1.0	3'-SCCPDH-chr1-246768137-1.0	5'-CYP7B1-chr8-64798761-1.0
KLK4--LONRF2	1	1.0	1.0	0.75	3'-LONRF2-chr2-100322733-1.0	5'-KLK4-chr19-50907086-0.5
WFDC10B--MAGI1	1	1.0	1.0	1.0	3'-MAGI1-chr3-65478634-1.0	5'-WFDC10B-chr20-45684960-1.0
CCSER1--ZPBP	1	1.0	1.0	1.0	3'-ZPBP-chr7-50081897-1.0	5'-CCSER1-chr4-90313047-1.0
AIPL1--SIMC1	1	1.0	1.0	0.51	3'-SIMC1-chr5-176345989-1.0	5'-AIPL1-chr17-6435133-0.02
CTSW--C6orf136	1	1.0	1.0	1.0	3'-C6orf136-chr6-30653109-1.0	5'-CTSW-chr11-65881517-1.0
COMT--TNF	1	1.0	1.0	1.0	3'-TNF-chr6-31578336-1.0	5'-COMT-chr22-19963759-1.0
LY6G6F--EDNRB	1	1.0	1.0	0.507	3'-EDNRB-chr13-77903327-0.015	5'-LY6G6F-chr6-31710082-1.0
HSPA1L--CCDC169-SOHLH2	1	1.0	1.0	0.505	3'-CCDC169-SOHLH2-chr13-36254077-1.0	5'-HSPA1L-chr6-31811986-0.01
EXOSC2--MEI4	1	1.0	1.0	0.505	3'-MEI4-chr6-77926974-1.0	5'-EXOSC2-chr9-130695593-0.011
TMPRSS3--CD164	1	1.0	1.0	1.0	3'-CD164-chr6-109369017-1.0	5'-TMPRSS3-chr21-42395944-1.0
PORCN--DCBLD1	1	1.0	1.0	1.0	3'-DCBLD1-chr6-117532394-1.0	5'-PORCN-chrX-48520688-1.0
GTF2H5--USP31	1	1.0	1.0	0.529	3'-USP31-chr16-23072548-0.059	5'-GTF2H5-chr6-158199340-1.0
ACOT4--VWC2	1	1.0	1.0	1.0	3'-VWC2-chr7-49921950-1.0	5'-ACOT4-chr14-73593911-1.0
DAND5--HIPK2	1	1.0	1.0	0.75	3'-HIPK2-chr7-139777780-0.5	5'-DAND5-chr19-12974756-1.0
FGF17--SERPINB7	1	1.0	1.0	1.0	3'-SERPINB7-chr18-63782541-1.0	5'-FGF17-chr8-22048809-1.0
KIAA1161--ADK	1	1.0	1.0	0.75	3'-ADK-chr10-74525426-1.0	5'-KIAA1161-chr9-34373006-0.5
DEFB128--BARX1	1	1.0	1.0	1.0	3'-BARX1-chr9-93952331-1.0	5'-DEFB128-chr20-189681-1.0
PTK6--AKNA	1	1.0	1.0	0.75	3'-AKNA-chr9-114368596-1.0	5'-PTK6-chr20-63537342-0.5
NAIF1--TADA2A	1	1.0	1.0	1.0	3'-TADA2A-chr17-37462121-1.0	5'-NAIF1-chr9-128067321-1.0
FBL--DLG5	1	1.0	1.0	1.0	3'-DLG5-chr10-77869607-1.0	5'-FBL-chr19-39840441-1.0
IRG1--BBOX1	1	1.0	1.0	1.0	3'-BBOX1-chr11-27127675-1.0	5'-IRG1-chr13-76952646-1.0
ZNF816--KDM4D	1	1.0	1.0	1.0	3'-KDM4D-chr11-94997633-1.0	5'-ZNF816-chr19-52962911-1.0
