#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
KIAA0020--WDR33	2	1.0	1.0	0.004	3'-WDR33-chr2-127811147-0.004	5'-KIAA0020-chr9-2814261-0.004
STX11--IFIH1	2	1.0	1.0	0.012	3'-IFIH1-chr2-162293671-0.007	5'-STX11-chr6-144150703-0.018
HNRNPA3--NUDT3	2	1.0	1.0	0.004	3'-NUDT3-chr6-34295825-0.006	5'-HNRNPA3-chr2-177223853-0.002
DLG1--SSFA2	2	1.0	1.0	0.009	3'-SSFA2-chr2-181922935-0.013	5'-DLG1-chr3-197294756-0.005
STK36--GATC	2	1.0	1.0	0.101	3'-GATC-chr12-120455028-0.02	5'-STK36-chr2-218675630-0.182
PER2--PDLIM5	2	1.0	1.0	0.026	3'-PDLIM5-chr4-94664580-0.008	5'-PER2-chr2-238244792-0.044
CHMP6--FGD5-AS1	2	1.0	1.0	0.012	3'-FGD5-AS1-chr3-14946156-0.014	5'-CHMP6-chr17-80998420-0.01
FGD5-AS1--FCF1	2	1.0	1.0	0.029	3'-FCF1-chr14-74736714-0.045	5'-FGD5-AS1-chr3-14947463-0.014
PPP1R16B--RFTN1	2	1.0	1.0	0.004	3'-RFTN1-chr3-16434292-0.004	5'-PPP1R16B-chr20-38832667-0.004
PP2D1--FANCA	2	1.0	1.0	0.025	3'-FANCA-chr16-89782916-0.019	5'-PP2D1-chr3-19982778-0.03
RBMS3--ETV6	2	1.0	1.0	0.025	3'-ETV6-chr12-11793089-0.002	5'-RBMS3-chr3-29326768-0.047
SEC22C--MAP2K1	2	1.0	1.0	0.013	3'-MAP2K1-chr15-66472318-0.012	5'-SEC22C-chr3-42581992-0.013
TTC1--SETD2	2	1.0	1.0	0.005	3'-SETD2-chr3-47104787-0.006	5'-TTC1-chr5-160014513-0.003
GNB4--SMARCC1	2	1.0	1.0	0.02	3'-SMARCC1-chr3-47668397-0.004	5'-GNB4-chr3-179409143-0.036
GDI2--WDR82	2	1.0	1.0	0.007	3'-WDR82-chr3-52255054-0.012	5'-GDI2-chr10-5810714-0.002
FAM208A--RAD51B	2	1.0	1.0	0.005	3'-RAD51B-chr14-68280054-0.002	5'-FAM208A-chr3-56673727-0.009
ARF4--ATRX	2	1.0	1.0	0.002	3'-ATRX-chrX-77733734-0.002	5'-ARF4-chr3-57574890-0.002
HEG1--ZNF148	2	1.0	1.0	0.009	3'-ZNF148-chr3-125274044-0.004	5'-HEG1-chr3-124984661-0.013
TWSG1--RPN1	2	1.0	1.0	0.013	3'-RPN1-chr3-128650816-0.002	5'-TWSG1-chr18-9339353-0.023
B2M--PLSCR1	2	1.0	1.0	0.002	3'-PLSCR1-chr3-146544591-0.003	5'-B2M-chr15-44718142-0.0
CCL22--SMIM14	2	1.0	1.0	0.004	3'-SMIM14-chr4-39548036-0.005	5'-CCL22-chr16-57363598-0.002
RP11-584P21.2--USP15	2	1.0	1.0	0.029	3'-USP15-chr12-62330439-0.002	5'-RP11-584P21.2-chr4-67468713-0.056
TLR7--PPP3CA	2	1.0	1.0	0.012	3'-PPP3CA-chr4-101314168-0.005	5'-TLR7-chrX-12889426-0.019
TEFM--UBE2D3	2	1.0	1.0	0.011	3'-UBE2D3-chr4-102826638-0.001	5'-TEFM-chr17-30906239-0.022
POP1--PPA2	2	1.0	1.0	0.005	3'-PPA2-chr4-105402393-0.003	5'-POP1-chr8-98145944-0.008
RAPGEF2--LRBA	2	1.0	1.0	0.003	3'-LRBA-chr4-150743166-0.002	5'-RAPGEF2-chr4-159208881-0.003
DPCD--LRBA	2	1.0	0.975	0.01	3'-LRBA-chr4-150905417-0.002	5'-DPCD-chr10-101576435-0.017
COX7B--ARFIP1	2	1.0	1.0	0.021	3'-ARFIP1-chr4-152810664-0.015	5'-COX7B-chrX-77903052-0.028
KIAA0922--GMDS	2	1.0	1.0	0.003	3'-GMDS-chr6-1923822-0.003	5'-KIAA0922-chr4-153618494-0.003
MAP9--APBA1	2	1.0	1.0	0.192	3'-APBA1-chr9-69638439-0.333	5'-MAP9-chr4-155376807-0.051
PVT1_1--DCTD	2	1.0	1.0	0.08	3'-DCTD-chr4-182915575-0.005	5'-PVT1_1-chr8-127794734-0.154
CASP3--JMJD1C	2	1.0	1.0	0.004	3'-JMJD1C-chr10-63354762-0.003	5'-CASP3-chr4-184639036-0.005
RAD9B--CYP4V2	2	1.0	1.0	0.297	3'-CYP4V2-chr4-186213011-0.095	5'-RAD9B-chr12-110515385-0.5
FNBP4--ANKRD33B	2	1.0	1.0	0.006	3'-ANKRD33B-chr5-10630896-0.007	5'-FNBP4-chr11-47728314-0.005
RAPGEF6--NDUFS4	2	1.0	1.0	0.005	3'-NDUFS4-chr5-53634639-0.005	5'-RAPGEF6-chr5-131566872-0.004
GPBP1--FUCA2	2	1.0	1.0	0.005	3'-FUCA2-chr6-143506312-0.005	5'-GPBP1-chr5-57177589-0.004
HEXA--JMY	2	1.0	1.0	0.034	3'-JMY-chr5-79312439-0.062	5'-HEXA-chr15-72376566-0.005
CHTF8--MSH3	2	1.0	1.0	0.009	3'-MSH3-chr5-80876466-0.008	5'-CHTF8-chr16-69128918-0.009
OGT--FER	2	1.0	1.0	0.005	3'-FER-chr5-109187664-0.004	5'-OGT-chrX-71533337-0.006
CDC42SE2--TNFAIP8	2	1.0	0.988	0.002	3'-TNFAIP8-chr5-119394439-0.001	5'-CDC42SE2-chr5-131264166-0.002
TRIM26--CDC42SE2	2	1.0	1.0	0.006	3'-CDC42SE2-chr5-131383298-0.002	5'-TRIM26-chr6-30193719-0.01
CLINT1--MAP3K4	2	1.0	1.0	0.009	3'-MAP3K4-chr6-161065705-0.009	5'-CLINT1-chr5-157789973-0.008
TAF15--EBF1	2	1.0	1.0	0.004	3'-EBF1-chr5-158926046-0.002	5'-TAF15-chr17-35827717-0.006
DAPK1--RARS	2	1.0	1.0	0.005	3'-RARS-chr5-168505735-0.004	5'-DAPK1-chr9-87508108-0.005
SERPINB9--ZNF814	2	1.0	1.0	0.029	3'-ZNF814-chr19-57866144-0.056	5'-SERPINB9-chr6-2903309-0.002
PTGIR--PRPF4B	2	1.0	1.0	0.032	3'-PRPF4B-chr6-4024563-0.009	5'-PTGIR-chr19-46625089-0.054
C6orf136--CUL9	2	1.0	1.0	0.036	3'-CUL9-chr6-43224942-0.049	5'-C6orf136-chr6-30650784-0.023
CHD4--HLA-B	2	1.0	1.0	0.002	3'-HLA-B-chr6-31356480-0.0	5'-CHD4-chr12-6607381-0.004
DDX39B--EWSR1	2	1.0	1.0	0.002	3'-EWSR1-chr22-29292600-0.001	5'-DDX39B-chr6-31533044-0.002
FKBP5--DGKH	2	1.0	1.0	0.007	3'-DGKH-chr13-42135533-0.008	5'-FKBP5-chr6-35636601-0.006
MRPS10--PEX2	2	1.0	1.0	0.006	3'-PEX2-chr8-76982620-0.006	5'-MRPS10-chr6-42217861-0.006
SYNCRIP--ZNF292	2	1.0	1.0	0.002	3'-ZNF292-chr6-87173217-0.002	5'-SYNCRIP-chr6-85632141-0.002
EP300--GINM1	2	1.0	1.0	0.015	3'-GINM1-chr6-149591748-0.012	5'-EP300-chr22-41097332-0.017
MAP3K4--WTAP	2	1.0	1.0	0.008	3'-WTAP-chr6-159727324-0.007	5'-MAP3K4-chr6-160992418-0.009
PSMB1--ABI1	2	1.0	1.0	0.002	3'-ABI1-chr10-26861005-0.003	5'-PSMB1-chr6-170549116-0.001
SUN1--RPLP2	2	1.0	1.0	0.008	3'-RPLP2-chr11-811028-0.001	5'-SUN1-chr7-849097-0.015
HNRNPA2B1--TOP1	2	1.0	1.0	0.002	3'-TOP1-chr20-41077637-0.003	5'-HNRNPA2B1-chr7-26200749-0.0
TAX1BP1--SKAP2	2	1.0	1.0	0.004	3'-SKAP2-chr7-26844138-0.004	5'-TAX1BP1-chr7-27740271-0.003
EIF4B--GARS	2	1.0	1.0	0.003	3'-GARS-chr7-30633911-0.003	5'-EIF4B-chr12-53015305-0.002
ARPP19--VOPP1	2	1.0	1.0	0.004	3'-VOPP1-chr7-55462774-0.002	5'-ARPP19-chr15-52549435-0.005
RP5-1132H15.1--ZNF680	2	1.0	1.0	0.106	3'-ZNF680-chr7-64550735-0.044	5'-RP5-1132H15.1-chr7-66160268-0.167
KRIT1--ATAD2	2	1.0	1.0	0.007	3'-ATAD2-chr8-123353894-0.005	5'-KRIT1-chr7-92234552-0.008
CCL22--GATAD1	2	1.0	1.0	0.02	3'-GATAD1-chr7-92458830-0.038	5'-CCL22-chr16-57363754-0.002
AC007566.10--CLEC2D	2	1.0	1.0	0.077	3'-CLEC2D-chr12-9670865-0.001	5'-AC007566.10-chr7-92460799-0.154
NABP2--LHFPL3-AS2	2	1.0	1.0	0.032	3'-LHFPL3-AS2-chr7-104926628-0.057	5'-NABP2-chr12-56223404-0.007
CTNND1--ST7	2	1.0	1.0	0.014	3'-ST7-chr7-117036925-0.006	5'-CTNND1-chr11-57798372-0.023
PPP4R1L--KCND2	2	1.0	1.0	0.041	3'-KCND2-chr7-120404541-0.001	5'-PPP4R1L-chr20-58234936-0.08
ZNF800--NUMB	2	1.0	1.0	0.007	3'-NUMB-chr14-73458580-0.003	5'-ZNF800-chr7-127373479-0.01
AC058791.1--TMEM140	2	1.0	1.0	0.011	3'-TMEM140-chr7-135162909-0.005	5'-AC058791.1-chr7-130908106-0.016
SSBP1--RFX7	2	1.0	1.0	0.004	3'-RFX7-chr15-56115697-0.005	5'-SSBP1-chr7-141749510-0.002
NUP107--PCM1	2	1.0	0.95	0.005	3'-PCM1-chr8-17958725-0.003	5'-NUP107-chr12-68691062-0.006
CCDC77--PTK2B	2	1.0	1.0	0.018	3'-PTK2B-chr8-27457328-0.003	5'-CCDC77-chr12-418758-0.033
FBXL3--NDUFAF6	2	1.0	1.0	0.022	3'-NDUFAF6-chr8-95035556-0.011	5'-FBXL3-chr13-77017337-0.034
RIC1--PTEN	2	1.0	1.0	0.004	3'-PTEN-chr10-87948959-0.002	5'-RIC1-chr9-5637324-0.005
ZNF529--ZCCHC7	2	1.0	0.963	0.014	3'-ZCCHC7-chr9-37259086-0.002	5'-ZNF529-chr19-36549998-0.026
ZBTB5--EPSTI1	2	1.0	1.0	0.024	3'-EPSTI1-chr13-42890392-0.004	5'-ZBTB5-chr9-37444450-0.043
GOLM1--DDHD1	2	1.0	1.0	0.017	3'-DDHD1-chr14-53067292-0.004	5'-GOLM1-chr9-86042424-0.029
IPPK--SIAH1	2	1.0	1.0	0.026	3'-SIAH1-chr16-48361225-0.026	5'-IPPK-chr9-92613906-0.026
ANP32B--IDH3B	2	1.0	0.988	0.003	3'-IDH3B-chr20-2658525-0.004	5'-ANP32B-chr9-98015698-0.001
SEC61B--ERN1	2	1.0	1.0	0.011	3'-ERN1-chr17-64042416-0.02	5'-SEC61B-chr9-99230613-0.002
KIAA0368--KIAA1958	2	1.0	1.0	0.013	3'-KIAA1958-chr9-112638529-0.017	5'-KIAA0368-chr9-111391995-0.008
BAX--TRAF1	2	1.0	1.0	0.003	3'-TRAF1-chr9-120913553-0.004	5'-BAX-chr19-48961798-0.002
IFIT3--FNBP1	2	1.0	1.0	0.002	3'-FNBP1-chr9-129889340-0.001	5'-IFIT3-chr10-89340205-0.003
PIK3AP1--ABL1	2	1.0	1.0	0.011	3'-ABL1-chr9-130837563-0.016	5'-PIK3AP1-chr10-96646666-0.006
PRRC2B--NUP214	2	1.0	1.0	0.007	3'-NUP214-chr9-131225015-0.008	5'-PRRC2B-chr9-131459992-0.007
BLOC1S6--RAPGEF1	2	1.0	1.0	0.005	3'-RAPGEF1-chr9-131634525-0.004	5'-BLOC1S6-chr15-45609969-0.006
IRF9--SEC16A	2	1.0	1.0	0.011	3'-SEC16A-chr9-136462072-0.019	5'-IRF9-chr14-24163781-0.003
ARL3--GDI2	2	1.0	1.0	0.006	3'-GDI2-chr10-5800705-0.002	5'-ARL3-chr10-102714313-0.01
IMMP1L--NUDT5	2	1.0	1.0	0.009	3'-NUDT5-chr10-12168112-0.003	5'-IMMP1L-chr11-31507145-0.014
PRKCB--CACNB2	2	1.0	1.0	0.006	3'-CACNB2-chr10-18536408-0.01	5'-PRKCB-chr16-23916171-0.002
PPP3CB--YME1L1	2	1.0	1.0	0.009	3'-YME1L1-chr10-27119295-0.004	5'-PPP3CB-chr10-73476368-0.015
SSH2--ZEB1	2	1.0	1.0	0.004	3'-ZEB1-chr10-31381730-0.002	5'-SSH2-chr17-29873311-0.005
MARCH8--EPC1	2	1.0	1.0	0.018	3'-EPC1-chr10-32347086-0.003	5'-MARCH8-chr10-45557258-0.033
SEC24C--PPP3CB	2	1.0	1.0	0.012	3'-PPP3CB-chr10-73493068-0.015	5'-SEC24C-chr10-73746999-0.009
PHF21A--TSPAN14	2	1.0	1.0	0.019	3'-TSPAN14-chr10-80522403-0.029	5'-PHF21A-chr11-46116879-0.008
CENPN--HELLS	2	1.0	1.0	0.007	3'-HELLS-chr10-94573515-0.004	5'-CENPN-chr16-81024252-0.01
RP11-248J23.7--WSB1	2	1.0	0.9	0.005	3'-WSB1-chr17-27313631-0.004	5'-RP11-248J23.7-chr10-95869270-0.005
ATG2B--BLNK	2	1.0	1.0	0.017	3'-BLNK-chr10-96213486-0.001	5'-ATG2B-chr14-96359131-0.033
FANCF--ZNF500	2	1.0	1.0	0.064	3'-ZNF500-chr16-4750622-0.111	5'-FANCF-chr11-22625819-0.017
DTD2--CD44	2	1.0	1.0	0.032	3'-CD44-chr11-35199956-0.007	5'-DTD2-chr14-31457458-0.057
HYPK--LPXN	2	1.0	1.0	0.004	3'-LPXN-chr11-58546363-0.002	5'-HYPK-chr15-43802591-0.006
MVB12A--KDM2A	2	1.0	1.0	0.007	3'-KDM2A-chr11-67249854-0.006	5'-MVB12A-chr19-17412688-0.009
LPCAT3--VPS53	2	1.0	1.0	0.018	3'-VPS53-chr17-515350-0.012	5'-LPCAT3-chr12-7018840-0.024
FAM60A--EPS8	2	1.0	1.0	0.007	3'-EPS8-chr12-15624409-0.01	5'-FAM60A-chr12-31326131-0.004
RFC3--LDHB	2	1.0	1.0	0.003	3'-LDHB-chr12-21657843-0.0	5'-RFC3-chr13-33836377-0.005
RP11-778H2.1--SOX5	2	1.0	0.875	0.034	3'-SOX5-chr12-23896026-0.006	5'-RP11-778H2.1-chr12-24231217-0.061
ARF6--PCBP2	2	1.0	1.0	0.004	3'-PCBP2-chr12-53479795-0.001	5'-ARF6-chr14-49893137-0.007
SMARCC2--GNG7	2	1.0	1.0	0.009	3'-GNG7-chr19-2608902-0.008	5'-SMARCC2-chr12-56186242-0.01
RPS9--SSH1	2	1.0	1.0	0.011	3'-SSH1-chr12-108826180-0.022	5'-RPS9-chr19-54210789-0.001
SUDS3--RNF213	2	1.0	1.0	0.005	3'-RNF213-chr17-80359599-0.002	5'-SUDS3-chr12-118380622-0.009
ACADS--NCOA3	2	1.0	1.0	0.007	3'-NCOA3-chr20-47513747-0.003	5'-ACADS-chr12-120727722-0.011
SETD8--CDK2AP1	2	1.0	1.0	0.025	3'-CDK2AP1-chr12-123267284-0.019	5'-SETD8-chr12-123384208-0.03
ZMYM2--DIAPH3	2	1.0	1.0	0.004	3'-DIAPH3-chr13-59839697-0.003	5'-ZMYM2-chr13-20046094-0.005
GABPB1-AS1--PDS5B	2	1.0	1.0	0.02	3'-PDS5B-chr13-32738708-0.004	5'-GABPB1-AS1-chr15-50371343-0.036
BAZ1A--DGKH	2	1.0	1.0	0.007	3'-DGKH-chr13-42231079-0.008	5'-BAZ1A-chr14-34860260-0.006
CYTH1--AKAP11	2	1.0	0.988	0.005	3'-AKAP11-chr13-42300372-0.007	5'-CYTH1-chr17-78782292-0.004
CLASRP--ABCC4	2	1.0	1.0	0.012	3'-ABCC4-chr13-95110238-0.006	5'-CLASRP-chr19-45045433-0.018
BATF--PCCA	2	1.0	1.0	0.009	3'-PCCA-chr13-100530418-0.01	5'-BATF-chr14-75525190-0.007
IGLL5--PCCA	2	1.0	1.0	0.011	3'-PCCA-chr13-100530435-0.01	5'-IGLL5-chr22-22888261-0.012
RP11-77K12.1--NEMF	2	1.0	1.0	0.018	3'-NEMF-chr14-49800570-0.007	5'-RP11-77K12.1-chr16-75433470-0.029
C19orf48--ERO1L	2	1.0	1.0	0.004	3'-ERO1L-chr14-52641360-0.006	5'-C19orf48-chr19-50804594-0.002
CCL22--AP5M1	2	1.0	1.0	0.006	3'-AP5M1-chr14-57277441-0.011	5'-CCL22-chr16-57363939-0.002
AC069368.3--IGHG3	2	1.0	1.0	0.05	3'-IGHG3-chr14-105856219-0.0	5'-AC069368.3-chr15-64895005-0.1
CATSPER2--TXNL1	2	1.0	1.0	0.032	3'-TXNL1-chr18-56623236-0.005	5'-CATSPER2-chr15-43648514-0.059
PDIA3--ZGPAT	2	1.0	1.0	0.005	3'-ZGPAT-chr20-63727690-0.01	5'-PDIA3-chr15-43747979-0.001
WDR76--MEF2A	2	1.0	1.0	0.01	3'-MEF2A-chr15-99677483-0.002	5'-WDR76-chr15-43828633-0.017
B2M--MIF	2	1.0	1.0	0.0	3'-MIF-chr22-23895221-0.0	5'-B2M-chr15-44717840-0.0
DDX5--B2M	2	1.0	1.0	0.001	3'-B2M-chr15-44718145-0.0	5'-DDX5-chr17-64506289-0.001
TRIM69--SNRPD1	2	1.0	1.0	0.005	3'-SNRPD1-chr18-21629235-0.002	5'-TRIM69-chr15-44756463-0.008
MNS1--COPS2	2	1.0	1.0	0.009	3'-COPS2-chr15-49118924-0.006	5'-MNS1-chr15-56458050-0.013
RAB27A--DLGAP1	2	1.0	1.0	0.007	3'-DLGAP1-chr18-4154808-0.002	5'-RAB27A-chr15-55289802-0.013
GPCPD1--RFX7	2	1.0	1.0	0.005	3'-RFX7-chr15-56218202-0.005	5'-GPCPD1-chr20-5608270-0.005
MKNK2--PKM	2	1.0	1.0	0.002	3'-PKM-chr15-72231190-0.0	5'-MKNK2-chr19-2038117-0.003
TPM4--RSL1D1	2	1.0	1.0	0.001	3'-RSL1D1-chr16-11839890-0.001	5'-TPM4-chr19-16076698-0.001
UTP18--AARS	2	1.0	1.0	0.005	3'-AARS-chr16-70276632-0.006	5'-UTP18-chr17-51273773-0.005
ENOSF1--PLCG2	2	1.0	1.0	0.005	3'-PLCG2-chr16-81870136-0.002	5'-ENOSF1-chr18-684415-0.009
SPAG7--AATBC	2	1.0	1.0	0.336	3'-AATBC-chr21-43807467-0.667	5'-SPAG7-chr17-4964472-0.004
USP11--DERL2	2	1.0	0.812	0.006	3'-DERL2-chr17-5485217-0.004	5'-USP11-chrX-47233218-0.009
ELP5--PIAS2	2	1.0	1.0	0.008	3'-PIAS2-chr18-46895292-0.008	5'-ELP5-chr17-7254906-0.008
CRYZL1--LRRC75A	2	1.0	0.863	0.005	3'-LRRC75A-chr17-16441598-0.001	5'-CRYZL1-chr21-33639880-0.01
RPL23A--EWSR1	2	1.0	1.0	0.002	3'-EWSR1-chr22-29273723-0.001	5'-RPL23A-chr17-28722263-0.002
