ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF013	KCNAB2	TMEM65	3	chr1	6094480	chr8	124323374	7ea7597f-8eb5-1c69-48c9-e59f41d6bf8e,4144ce58-26a6-8701-2752-4816d3476532,5526cacd-3982-3b7f-1349-dfa6ee8277c4
GF014	APC2	ZNF626	19	chr19	1453142	chr19	20646406	fbc38d12-d6d5-79ce-58b4-cad941509800,00ef551b-82bd-5a87-2320-7b4e11ceb69b,0320ad44-8fc6-d8b2-72dc-9001dec8148f,07487589-56ae-aa09-5404-a5273193bcc4,1752dde8-28a3-f4be-c6cf-2fc83ea5c91f,1bf4bfb0-1b37-3aeb-1b10-88867e997fbe,7ca34965-561a-63cc-c0da-85ee99d80cac,7f7e5154-73ed-8530-f9d6-90e7f2ba90d8,8a974b62-9cd3-a441-4e39-44e6241f7d8e,97c88d99-bf60-e18c-a3f2-d8dad4e498fb,a0fe6b4a-fe1c-2856-2be2-18561a6712f5,b1fb59bc-74f6-1d74-349f-0becc9aa5f7e,b80ae9ff-c3fd-cb28-53d5-55a2d68aa02c,ddc49ab3-0c4d-3278-dcdd-febc68853e39,f388548e-8ff1-8eab-f667-47cabbaee431,8a3a63cd-7d02-72e1-7cb3-ecf9023ae7f7,d502dfb2-6d89-ec6b-b7fe-38a39571ed90,94945b3a-4eaf-4967-d996-2cda796feb2b,17d15a68-9a46-2d33-cf96-b9eb6b715e7a
GF015	SLC41A3	ITK	9	chr3	126012617	chr5	157163659	d52d7409-7449-59d6-5859-d0391382758e,70dca62d-d20f-e921-454c-18244238c806,00f0cfda-f449-6a45-2956-6745ca5bfa6c,22c01390-9633-d828-2bfe-09f29f03d9c5,5c95b44e-cad5-5565-b452-99081bb4e655,8d141611-740e-a46e-df40-06a1be9e7ad2
GF016	PTCH2	G3BP1	29	chr1	44829314	chr5	151787793	d915dd22-10cd-6805-39f4-c3d433a65d05,010283ac-039f-09c0-8664-ea2ba2a9a521,39bd3a9f-10c8-daef-2fb8-72642f719689,473e6b17-db83-9e0e-293a-97b819708eae,481ed37c-2ea0-e3ff-1223-9e1bd924c343,4b8f587e-98c2-e62c-36dc-20086c9db1a1,53b64bc9-211c-26d2-ee9b-5ae92003e94d,6749021f-710e-04c0-6795-0e30a51715f4,6c4ded4e-f96a-53b9-332c-a5d4aabd2c64,d2ad95e3-1f62-acd3-60fe-5f3fc37f3eec,9b5f1be5-7252-fc59-b7fa-864cbc9f530f,9ed69447-3ce3-c265-a830-14db9b54ec3e,9cb43f1f-c9f1-e681-d75a-3cd2c4971cb3
GF017	PAIP1	SMIM8	7	chr5	43536818	chr6	87340119	f61af2a3-ec19-0766-b5e9-5b6db312daac,dfbe47dc-cf42-1b60-97fe-8fe05093c58d,449923df-1703-6f81-909b-288e53d0558f,8809512e-61a6-5479-c6fe-ac3cc27d4aad,cbf5930e-5059-9526-f54a-3e680d60b200,0141fe04-b980-a24f-cfbc-36e5ca5544dc,1064a974-f82c-d0b9-09be-e471a6c46f58
GF018	FOSL1	SGOL2	18	chr11	65897007	chr2	200569891	f2522795-6a2f-7eef-67ad-cc1843f4760e,098f0c70-f580-476a-7303-30d5d9871d87,15d12ea5-7a7e-9bf2-3650-19dae04d081f,85057372-ebd3-d6b5-751c-2d9840a78a22,32632cdb-28f9-ab33-b5a0-c0368cbef19b,3681d203-b861-d87d-9ad4-2bf93c168383,d26b1eab-2765-7d89-76fe-0d78b9d27fd7,49f00ad9-89e1-f634-bbb0-78e0644c74ed,554eb59d-dc52-37cb-8a4b-fd00f462dfbf,b168e598-7557-fa2f-e8f3-e57c8d7c021e,c5ab1bc7-4210-7c22-2357-025b50316b9c,e6468858-f83f-3e70-1f64-1e704030a446,020cb70e-b2d9-9b7a-7df1-d28d9473060a,45370e14-67be-a3c0-92b5-43fcfa828801,4622efeb-6258-d889-7708-ab42ff6166f9,4ebb1275-f537-0cdc-9e2b-ac41cf0067ff,96825060-3034-8080-175f-3dce1d63070c,e68abb9a-74be-ae06-71b2-cfe1d981f584
GF019	C12orf50	DDX4	17	chr12	87996580	chr5	55786632	ffda92a6-df31-873e-71ed-a22a0511dd6e,05778f88-6e99-6ab3-3bb3-648ee20b5a0f,074ea1ad-b2e0-8d07-74a6-574d5eb6773c,11905440-1cad-9a66-cac8-2033c5a5a066,1f0880c2-0eae-b543-6437-fc6b7cbf93e0,35db5c17-a4ec-d68d-d1e8-cc89ece4c952,7a6b133a-b34b-5c1d-0544-fe4f51629f0c,9d802c73-57dc-b65b-c878-f54275301ac6,c0a05adc-70fb-7004-beb2-7aef11716606,fdd381b6-3fac-fcea-0661-4f8cf39c7f00,0223e680-957f-bc6c-421e-6c37583c98c8,1083d07e-95bc-34a1-d6b4-5b032fe0423c,13fa0dd5-7068-476e-2d3a-4ebaf8374054,63967950-db71-7927-4ebb-16894ad4d3a6,b739459c-4b2d-7b8d-31e5-593b6347a17e,d37901ff-3c82-4800-e0e8-b41b17966664,09c606be-4e7c-e8ae-236c-5264629d529a
GF020	BCAR3	SEC16B	7	chr1	93642342	chr1	177965045	9ab6a369-543d-d627-9e32-bed7f936ba87,3246d4fa-1012-cf11-ae58-f5fe876d5459,8371b8f7-05fd-19d2-a036-732afc16d71d,977829d4-4b75-c8ca-8eb8-dc4f7f6b6399
GF021	CTD-2207O23.3	C2orf83	20	chr19	7451146	chr2	227632968	fd676ab7-cd04-99c6-55b8-f4e6d3f54b76,05196446-67cc-cb58-a147-162821a65e1b,1b4eb1ab-f5fc-c470-dbfc-e40a91efbf07,1bb8de94-f2bc-66ae-c4e5-b6c8f9a5def5,1ffac383-a887-c6b4-6455-8e5e1f4158b1,457603dc-e19c-b055-56c4-438ad5d092de,78c4f182-a87c-2f7d-db88-487410ec815e,a9f57e1e-c03a-db44-2ad1-e3e3cb924f4b,d127b631-0d74-8039-e730-2551ecfddf3d,d21d4d71-4e1a-6b4d-1c04-ea8a0ea6875a,d85565ea-6ec6-3754-8bf5-0be2e88f4b63,e7f9e65e-78a1-3ee4-7cba-47a7608013e4,a9fe9885-02d1-4b15-be2b-9a89468cef9c,027ee63e-3cdd-9d21-ada2-baf3473885a6,22c5378d-3807-f8ea-5f99-2bc334c86478
GF023	ZFP90	PTTG1IP	12	chr16	68558114	chr21	44856346	f7938451-3873-1f20-1097-7718d40b5c8c,02a0f253-eadb-923f-30c6-c07a59b2053b,0f32cee2-3eda-7fda-5460-51deefeb87b5,293a9b43-2066-5ad1-9bda-309a767ec5bc,772ded43-8ce0-e467-e146-1daa409a6c82,154eb0e3-b0ee-9559-c9ac-fb26b6de7c37,7bd4172c-f609-56fe-ddd9-5ad28def59e4,765c088e-e709-72af-a77b-6a7c26fe5b0c,883bb793-7423-c307-7530-ee39bb8369ff,8b99bf66-7903-f530-fed7-b5a706df4a8e,8bff5278-741c-636d-0374-0d715ddbbba5,f57a9aca-f8fb-59c1-8968-979dae7ae992
GF024	TRAPPC4	SSTR5	41	chr11	119021885	chr16	1078838	f97e9fc2-7f83-5604-8c33-aef4191ea5b3,02b2d3dc-5ba9-bfdf-ae70-38d27da3aa88,167e55a4-e6e5-e813-1ced-cc11e0880a15,23cb8dfe-dcc2-ae3b-6afa-a7571a8d55d7,23cfe375-2112-309b-9449-b54b89ecba09,2ab4646b-ca52-61c5-7d4b-ce00c82eb2c9,352b366c-522f-3321-9c68-c4480fb6a5be,4450c814-b5ad-42a3-8ebc-387ad0e4d9ea,72d6ff4d-5185-e378-d3ff-2a366e7d939a,77697d87-0a86-0d6f-462c-b5f52084be54,81f30b95-96e8-ee27-8920-c87c659486fe,90e90022-0fe1-ee30-08ff-1f5cc58129c1,97584d87-e753-4ba4-c39b-6dd9958b5e40,981c4bb2-fa2c-c14e-353e-03c262759c7b,9c93a339-b888-4c6e-9d06-49606a623460,ac386afb-c80f-a330-4a50-bfef00c8b4b7,b96dd9f6-ddd3-57dd-e546-4e8072b7b54c,bac12df3-4b46-9cad-0156-787cc05965aa,cb880f8b-3cd0-efc7-2535-8740c510f261,d4dfb0a8-2a2d-9777-ac1a-27ae3ccc5036,d61aa2f3-21e9-5d13-2a3b-35800ae82978,dedc4a46-37c3-2e12-75d4-6ef0d93100d3,e2415a13-d901-4f6c-1954-a690feba1555,347a02a3-1db5-a52d-87e0-3d86e6d2f875,602c6241-0964-0f9a-b17b-1ad2cfba2940,8c5fb289-cc70-a482-b4d6-202d6b220078,c5ce3cff-e630-6f60-2a21-e5e8b5718462,060e9e58-c753-fb76-982a-244f3aefbe07,4fb806cc-033c-05cf-5cd2-6ab7f1ab8295,56b57166-4ce0-ad44-ede4-2a467e8e550e,6cb501e7-6dc8-dd11-7d7f-5de95d619c53,ed7b0fee-5c1e-d26c-a236-d8b49cdc0de2,f15210e5-1d97-b270-7c1e-515ca4f76a90,14939440-ad12-f470-92d3-8f92c08e63ed,3fad51c0-c15e-bd1f-9343-04eca4f7a706,f348206d-24af-0981-a44f-fd9d29ada918,f1c808ba-bc1f-24ae-d50d-f70162372c88,b0a4b7d9-f73e-841e-187c-dc8ce5ab8a23
GF025	LYRM1	GAGE1	10	chr16	20923997	chrX	49594242	f8822749-8a7e-9f33-a5ed-7e60eb39b4ae,02cd8a09-84dd-9323-62cb-bd03a6dbdc43,078b518c-e617-7fed-768a-f5ad59236d68,132c470d-684c-5ede-1a97-7420e3b49cd0,3a1ad4eb-aa8f-1977-48e3-bad78d9ba0fc,4c2a47be-970b-f392-7404-c12a5e6542ba,5ad94131-09ca-37d1-cd2e-a10ece7907b4,6d03d506-cd8b-57f6-f4dc-617d3a5157e2,b0fbcc97-9b65-8284-c669-c0bff56c742d,c5a22402-364f-1054-9fa2-144e922948cf
GF026	TNFSF13B	PEX6	4	chr13	108306830	chr6	42978267	f4294600-c39d-889f-e482-b6a7f788692d,02d2e0fa-3147-9d5f-192a-6d078b12bc0f,e5fafea4-a250-9add-21b7-b23064741422,1a571ae1-9366-94c0-f381-ec512aca3474
GF027	EIF2AK1	CA8	30	chr7	6031591	chr8	60224587	fd8da936-144b-956c-ce22-cd46787205f3,02d81de9-3e8f-d76c-13da-d061c0656605,06bb816d-f7d7-e279-8415-aa4155276821,0f26bd96-b8ca-5da5-cb3e-32c95e882460,3768981d-65aa-c7a2-5c2b-9dec4398a513,51345810-d668-dd43-84c0-d372e532d42a,65f473e8-f052-d5da-0a88-01d46aa3d0ef,75ccd419-f985-4749-10ee-1e43511b5337,9e27affb-1974-bc45-fa11-cf30bb04dd06,bdaca4d4-700c-279f-ef0f-ab13e6f8307c,c4d79ff9-af05-7d14-1709-4fdb32c57d50,c508d154-1baa-0457-c4a5-ee790c74ada0,ddc893b1-5e6b-cf82-2209-7617ae9c27f0,e31489bc-cd29-4d8a-bd46-f7cab41267ca,e34a49cd-ec43-daa6-0e71-a2dec4237ca1,ea5326d6-acb6-1000-0be8-5ba4c1fe7b70,f7a60eba-eabe-d71e-76cd-df4974ed126a,f8072767-0f92-f9e1-50f8-ebd7779a0ade,f995805e-3160-0461-c0dc-3e03a5fd4580,3602cd2c-bdd8-3bfa-9aff-2a76c11f3b76,521060cb-a9ea-8d6f-7230-3adfc91776e7,911ed6c8-3809-8b14-b027-966f57d5d9ad,968a7867-bb12-9254-019f-be064e29796e
GF028	PFN1	LAS1L	11	chr17	4948262	chrX	65518465	e985c6d5-9b25-3550-94e0-c225d22b6041,1e5ac4c6-1579-8de0-187a-5ee63c727103,8dcf6106-18ec-52cd-c9d6-0edffcb2cea1,bc7f603b-169c-51f2-084a-9ee37e154506,bcd65e77-e855-3a8a-678e-3d97c445c0c0,cff31ec4-3574-647e-5ab7-3a8965f8c49d,ddee68a0-cf6d-271f-fce3-5ecaf956439a,02dd6ab9-8c1c-0bc7-56a9-3b3c1c337ba5
GF029	SEPT12	RUNX2	11	chr16	4787668	chr6	45422957	e7e5fd33-850d-039c-d1a2-9973c6f585aa,5208cb50-c269-3b4a-9128-e7e88c554c53,1e545546-7fe4-de5f-7453-4f231f2efd1b,46213c06-7eb2-0f56-b7e8-7f9393e7c7ab,55a65470-d0b8-5f59-1e02-7b702e82307a,74340251-3f83-7e8d-1ed2-37763a31efa8,93f36a76-fcc8-8337-0888-ed245ef09c27,afa7322e-9ea1-3d3a-c58e-08990e63bd95,b82c3ac1-1725-3e77-5306-16cd0eef21a0,da6d164e-4a65-fa72-7c54-c7c91b2f322e,7f3636e5-a9e5-8eb3-2bb2-ae16f52863e8
GF030	LRRIQ3	ZBTB16	9	chr1	74182550	chr11	114063218	ca8b1e9a-f12e-3cdf-8a02-2188ab7156e4,03cbe038-e5c9-90a8-88da-104cae39f2c1,33aea87c-3b97-995d-5c0e-a0f08ea808b0,3adc53ac-83a4-bea5-638c-0e91ffe11e12,6baa9a97-88fe-2be1-9633-158a47dfc2f8,c22581a2-ab4d-a51e-5a7d-6e399769a74d,3bb29663-7b06-0169-fe07-956b7bdd7916,0bbaa888-f8cb-ab42-8533-4a9997db3d69,5f87df7f-94d2-e5e3-88f8-cb62e4aabe38
GF031	ACTR6	AIMP1	8	chr12	100210205	chr4	106328082	f066bd3b-bcae-da68-67d6-45101bf2434a,219e2350-c82b-102a-61f5-2479cb60f48c,42cd77b3-cdc0-435d-71cc-7b04d9747d1f,6c872f00-06d5-2748-a21d-781d2485dc50,7dfb3449-31be-9914-99b7-ead216724e82,bd66840f-3e97-433b-4e1d-4d841f4bb5c3,d4f762f9-3cfb-e2f0-fc54-5a85e0225eb1,a0bcb3c1-d98f-1959-7b49-5128823a2ec3
GF032	LIPM	CHL1	4	chr10	88813294	chr3	390697	86e70d57-0964-a7fc-6ceb-b2c61e61b5b5,036d5240-7ead-e32f-a5b1-0d6c05056616,4000ea45-a556-1a56-c904-a1e7dd8b1679,7657f942-5168-d7f5-d744-3ac04cc401ea
GF033	POU4F1	SSB	3	chr13	78602553	chr2	169805571	c900aec6-1bd3-c7cd-109c-25aaf095ddf3,347b95e0-e24f-9048-f8cf-ee6cea447bf0,96cfd676-f05f-178d-ad28-0c5ba33ca5ea
GF034	TUBB1	AC004893.11	40	chr20	59022953	chr7	99045801	ff68b3c4-c7b1-7c54-b519-5f36fd81728e,0b1b78ef-8a6a-f2f0-7436-1e3960fc048a,301049aa-c63a-7503-bcd2-ebe0f9c1baef,32fa228b-e6c3-3578-2e16-c542d38bfe8b,4be6f2d3-15bb-29b8-57f3-d95d63969430,6abf6e7e-1fe2-3801-869a-2721fccd2357,b9dc6db2-903a-e6b5-020f-28932e935f40,c1c620aa-6cb8-5f12-feb3-47b51a5f3582,e82274a5-f097-be2a-7de9-617ea59f3344,bb978d12-62b3-0b97-ea78-ce68c5fae8aa,14fdf352-672e-e2ea-cc61-1a22ab235a49,223a43ca-3805-9029-132d-4b70538c60d7,2b59dbbd-2f09-3e42-02f5-4f8e6c6bdc1f,345b13d2-5166-5e8b-9e83-8dc2341ad353,39e80ffd-df60-6f28-d125-6a2c7889231b,b7af702b-96d3-1f1b-4005-7f87698105eb,ce7ee9b7-da5b-94f3-488d-feb5c3daf1ab,e2cfc569-f0cb-83b2-6f36-f69dd9aa9b0f,f569742f-ea54-8fde-2fea-8ff293fa2087,efcdfd34-6332-b716-d06b-0d20080f94eb,cf74e824-5d94-44b3-a79b-d4fa60df849f,ba818ea4-b558-487a-e3ab-e6ce7d3abde1,0412457e-c830-200c-7962-b7dc75aed5ef,48bf13dc-0bb3-1e49-e6fd-523fdd8b02c9,78b07d19-f713-2ec4-e0f0-34233c05a6f0,82a609fc-0bdc-42eb-2b21-8e8da88ed635,98219ca8-3e7c-0fec-6510-55ed701a10c3,9fc5c384-c201-42dc-325b-e593ab57f16c,a5834264-9c72-27ec-897b-3d894681272b,ad81fa4c-0c31-ffc6-1d31-42d03de6610b,a4d0125e-5eb8-c332-54d8-2e58dc882d98,e9af9653-9145-4a1d-d872-a0186720e058
GF036	C1orf112	PRDM4	15	chr1	169793900	chr12	107743196	c8feb4ab-23f4-8fbb-bcf2-afcdec617c26,1b089294-8b42-f25f-ccbb-a71d43ff36c6,2bc4b1eb-59ce-7eed-dad6-5f7ad75f116d,483ec6a5-9dde-79af-df3d-5da01e079c20,5b04d07c-bda9-964f-4726-49dedf5d66a2,5e01660f-cd14-5f8f-715a-f8d28bba4c1e,6096a0ed-7ae3-62a9-68ed-93d9d72cfac6,6cb5e545-0cb8-4d92-290a-e367066fc469,87baa4bc-4901-9a0a-f967-242b102185c0,a27cc99d-5cbc-c269-d458-42f65ce624d3,3a576351-0f46-35ec-7da3-d890eb0012e4,5916f58c-de3c-680e-7671-ae687185b832,5a61c5bb-8374-8ba4-56d4-f9f422e3764e,7d749d18-11e4-b493-44cb-ad7e1c5de371,c64e9e4f-c1ed-94ba-395b-2011b6d0a337
GF037	DHPS	RP5-877J2.1	12	chr19	12680149	chr7	30872286	f4080584-ea28-d6ae-1b3f-93ee6fbb8b18,06779c75-0090-1915-2186-7cdbcccb8be4,0ae5d464-40b3-4cfa-77e1-93ec3435e43d,0b66eee0-2613-81b7-f0e1-ab9d6ee29523,54a7e99c-bd31-ee4c-d86b-6b989068329f,7d3d9df2-567e-0efe-3e36-1447c57c618a,81835401-d8ce-990d-2429-c4c039438916,da9882cb-0f04-7538-3cd4-9b98c997cdfa,852bb13b-2606-c021-d5bf-21fc15604a00
GF039	HOOK2	CCRL2	6	chr19	12801068	chr3	46407694	e2048783-3e1c-4e6a-be5a-8543fb6d543a,05b9dd45-0a85-424a-ad19-f462fa2c5232,2120a2bc-239e-4002-8190-8c24323d5c8c,83e7975d-5269-b09d-93aa-f13fa643a5a1,a21af6ef-e394-4cc2-2cef-e47062202137,c07e9f53-6bdb-77c7-b7a1-6681714d8a42
GF040	INHBE	IL1F10	3	chr12	57455833	chr2	113074743	66fe4c82-f6a9-a54c-c4b3-69e12ac89d25,3437a29c-87d8-2c36-1276-9cf3fa48eb47,5269fbdf-95e1-ff97-d5e5-4134215b9794
