#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
CDPF1--NCK2	8	0.933	0.672	0.9	3'-NCK2-chr2-105894274-0.8	5'-CDPF1-chr22-46248285-1.0
TMEM167B--DCUN1D2	7	1.0	0.75	0.889	3'-DCUN1D2-chr13-113490608-0.778	5'-TMEM167B-chr1-109096934-1.0
WDCP--USP39	7	1.0	0.725	0.791	3'-USP39-chr2-85649224-1.0	5'-WDCP-chr2-24032827-0.583
EPB41L4B--ZNF771	9	0.92	0.481	0.721	3'-ZNF771-chr16-30408048-0.692	5'-EPB41L4B-chr9-109203662-0.75
HLTF--BORCS5	9	0.811	0.569	0.605	3'-BORCS5-chr12-12465843-1.0	5'-HLTF-chr3-149086522-0.209
ISOC1--CYHR1	6	1.0	0.537	0.834	3'-CYHR1-chr8-144464611-1.0	5'-ISOC1-chr5-129105388-0.667
PSMC4--DNAJC10	6	0.986	0.592	0.676	3'-DNAJC10-chr2-182736248-0.353	5'-PSMC4-chr19-39979984-1.0
DYNC1LI2--HOXA4	6	0.976	0.604	0.75	3'-HOXA4-chr7-27129571-0.75	5'-DYNC1LI2-chr16-66751601-0.75
CALHM3--ASB10	6	0.968	0.562	0.834	3'-ASB10-chr7-151187388-0.667	5'-CALHM3-chr10-103472803-1.0
SCIMP--MRAP2	5	1.0	0.715	0.812	3'-MRAP2-chr6-84090878-0.625	5'-SCIMP-chr17-5234860-1.0
WNT8A--ERCC1	6	0.968	0.579	0.928	3'-ERCC1-chr19-45420322-0.857	5'-WNT8A-chr5-138091007-1.0
URAD--RASAL1	5	0.968	0.605	0.916	3'-RASAL1-chr12-113135749-0.833	5'-URAD-chr13-27978453-1.0
TPSD1--TRIML2	4	1.0	0.675	0.7	3'-TRIML2-chr4-188101249-1.0	5'-TPSD1-chr16-1257062-0.4
SPATA48--IGSF1	4	1.0	0.625	0.834	3'-IGSF1-chrX-131274206-1.0	5'-SPATA48-chr7-50104412-0.667
GALP--BORA	5	0.843	0.785	0.729	3'-BORA-chr13-72745179-0.833	5'-GALP-chr19-56180634-0.625
LCT--ADAMTS20	4	0.906	0.656	0.666	3'-ADAMTS20-chr12-43428535-1.0	5'-LCT-chr2-135837180-0.333
NUTM1--ARIH1	4	0.806	0.556	0.541	3'-ARIH1-chr15-72518064-1.0	5'-NUTM1-chr15-34353870-0.082
C11orf86--TAF11	3	1.0	0.817	0.875	3'-TAF11-chr6-34878722-1.0	5'-C11orf86-chr11-66975276-0.75
NLRP3--SECTM1	3	0.897	0.725	0.616	3'-SECTM1-chr17-82322114-1.0	5'-NLRP3-chr1-247444821-0.231
TMPRSS13--SPESP1	3	0.886	0.958	0.8	3'-SPESP1-chr15-68946811-0.6	5'-TMPRSS13-chr11-117929365-1.0
PCDHGA3--SLC25A22	3	0.831	0.75	0.616	3'-SLC25A22-chr11-795170-1.0	5'-PCDHGA3-chr5-141505482-0.231
