#name	spanning reads	mapping score(1 is good)	seq agreement near breakpoint (1 is good)	avg frac of reads at loci in fusion	3' breakpoint	5' breakpoint
NTN5--ZBTB10	11	1.0	0.78	0.959	3'-ZBTB10-chr8-80522375-0.917	5'-NTN5-chr19-48673081-1.0
OSBPL5--CALCR	11	1.0	0.743	0.923	3'-CALCR-chr7-93426322-1.0	5'-OSBPL5-chr11-3165300-0.846
PPIH--DIP2C	10	1.0	0.77	0.955	3'-DIP2C-chr10-327178-1.0	5'-PPIH-chr1-42658511-0.909
CCAR2--KLHL41	10	1.0	0.833	0.955	3'-KLHL41-chr2-169518186-1.0	5'-CCAR2-chr8-22607024-0.909
MMP21--KLC4	10	1.0	0.712	0.839	3'-KLC4-chr6-43072256-0.769	5'-MMP21-chr10-125770593-0.909
PTP4A3--S100G	10	1.0	0.7	0.857	3'-S100G-chrX-16654669-1.0	5'-PTP4A3-chr8-141427070-0.714
APOM--GAP43	9	1.0	0.694	0.859	3'-GAP43-chr3-115721490-0.818	5'-APOM-chr6-31657298-0.9
S1PR5--SFRP2	9	1.0	0.719	0.909	3'-SFRP2-chr4-153780591-1.0	5'-S1PR5-chr19-10517040-0.818
IGLL5--SNTB1	9	1.0	0.822	0.95	3'-SNTB1-chr8-120812143-0.9	5'-IGLL5-chr22-22895825-1.0
UCMA--CCDC181	10	0.938	0.807	0.955	3'-CCDC181-chr1-169419161-1.0	5'-UCMA-chr10-13234331-0.909
GOLGA7--AVP	9	0.963	0.814	1.0	3'-AVP-chr20-3083180-1.0	5'-GOLGA7-chr8-41497661-1.0
BIRC2--PKP1	8	1.0	0.8	0.889	3'-PKP1-chr1-201313162-0.889	5'-BIRC2-chr11-102362974-0.889
NR2E1--ASAH2	8	1.0	0.8	0.945	3'-ASAH2-chr10-50248553-1.0	5'-NR2E1-chr6-108188799-0.889
FAM170B--GPRACR	8	1.0	0.872	0.863	3'-GPRACR-chr9-130142895-0.727	5'-FAM170B-chr10-49134008-1.0
BX470111.1--DHTKD1	8	1.0	0.731	0.444	3'-DHTKD1-chr10-12123225-0.727	5'-BX470111.1-chrX-155065368-0.16
TPX2--SHISA7	8	1.0	0.838	0.845	3'-SHISA7-chr19-55433796-0.889	5'-TPX2-chr20-31770471-0.8
KLRB1--FGD3	8	0.967	0.681	1.0	3'-FGD3-chr9-92947450-1.0	5'-KLRB1-chr12-9594551-1.0
TYRP1--CMIP	8	0.909	0.584	0.863	3'-CMIP-chr16-81607693-0.727	5'-TYRP1-chr9-12704523-1.0
TOR3A--FABP4	7	1.0	0.7	0.85	3'-FABP4-chr8-81480599-1.0	5'-TOR3A-chr1-179082388-0.7
EFCAB9--HADH	7	1.0	0.75	0.787	3'-HADH-chr4-108027760-0.7	5'-EFCAB9-chr5-172200563-0.875
OTC--MDFI	7	0.993	0.654	1.0	3'-MDFI-chr6-41654238-1.0	5'-OTC-chrX-38352775-1.0
FMO6P--VAMP5	7	0.986	0.6	0.938	3'-VAMP5-chr2-85591719-1.0	5'-FMO6P-chr1-171146516-0.875
NXPH3--TSPAN12	7	0.986	0.679	0.875	3'-TSPAN12-chr7-120856833-0.875	5'-NXPH3-chr17-49576273-0.875
VCPIP1--SLC35G1	7	0.93	0.611	0.778	3'-SLC35G1-chr10-93909821-0.778	5'-VCPIP1-chr8-66664248-0.778
CALU--NEMP1	6	1.0	0.8	0.875	3'-NEMP1-chr12-57072914-1.0	5'-CALU-chr7-128754455-0.75
CCL3L3--MCM10	6	1.0	0.888	0.928	3'-MCM10-chr10-13209736-0.857	5'-CCL3L3-chr17-36196758-1.0
HUS1--POMGNT2	6	0.964	0.804	0.875	3'-POMGNT2-chr3-43081537-0.75	5'-HUS1-chr7-47978534-1.0
TMX3--ST8SIA1	7	0.824	0.671	0.85	3'-ST8SIA1-chr12-22334713-0.7	5'-TMX3-chr18-68697225-1.0
CCL4L2--ZBTB18	6	0.956	0.688	0.928	3'-ZBTB18-chr1-244053787-0.857	5'-CCL4L2-chr17-36211219-1.0
FAXC--FAM161A	5	1.0	0.795	0.669	3'-FAM161A-chr2-61827257-0.625	5'-FAXC-chr6-99349655-0.714
TRH--VKORC1	5	1.0	0.845	0.833	3'-VKORC1-chr16-31094957-0.833	5'-TRH-chr3-129977935-0.833
TMED4--MED12L	4	1.0	0.663	1.0	3'-MED12L-chr3-151193745-1.0	5'-TMED4-chr7-44582258-1.0
PPP1R14B--SAMSN1	4	1.0	0.881	1.0	3'-SAMSN1-chr21-14609570-1.0	5'-PPP1R14B-chr11-64245816-1.0
POU2F3--SPIB	4	1.0	0.525	0.75	3'-SPIB-chr19-50419892-1.0	5'-POU2F3-chr11-120315427-0.5
GRPR--INTS2	4	1.0	0.962	0.546	3'-INTS2-chr17-61919515-0.093	5'-GRPR-chrX-16124366-1.0
UNC5CL--HPSE2	4	0.996	0.975	0.9	3'-HPSE2-chr10-98490199-1.0	5'-UNC5CL-chr6-41035135-0.8
ABCG4--LGR6	3	1.0	0.858	0.875	3'-LGR6-chr1-202319781-0.75	5'-ABCG4-chr11-119154144-1.0
DEFB127--KLHL30	3	1.0	0.883	1.0	3'-KLHL30-chr2-238152906-1.0	5'-DEFB127-chr20-157593-1.0
HAGHL--PRRT3	3	1.0	0.692	0.688	3'-PRRT3-chr3-9952392-0.375	5'-HAGHL-chr16-729313-1.0
BRD2--PDZRN3	3	1.0	0.708	1.0	3'-PDZRN3-chr3-73474632-1.0	5'-BRD2-chr6-32977901-1.0
NEUROG2--SCN2B	3	1.0	0.883	1.0	3'-SCN2B-chr11-118176673-1.0	5'-NEUROG2-chr4-112515478-1.0
RBP5--IL6	3	1.0	0.867	1.0	3'-IL6-chr7-22731988-1.0	5'-RBP5-chr12-7128942-1.0
KRT84--PLGRKT	3	1.0	0.733	0.875	3'-PLGRKT-chr9-5431985-1.0	5'-KRT84-chr12-52385652-0.75
FOLR1--VSTM1	3	1.0	0.95	1.0	3'-VSTM1-chr19-54042372-1.0	5'-FOLR1-chr11-72192341-1.0
UMODL1--TEAD4	3	1.0	0.783	1.0	3'-TEAD4-chr12-3040673-1.0	5'-UMODL1-chr21-42108534-1.0
INF2--INTS13	3	1.0	0.858	1.0	3'-INTS13-chr12-26916181-1.0	5'-INF2-chr14-104701758-1.0
AC010197.2--CATSPERB	3	0.925	0.708	1.0	3'-CATSPERB-chr14-91729488-1.0	5'-AC010197.2-chr12-21657794-1.0
