ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF013	PDCD1LG2	BEND2	2	chr9	5557615	chrX	18180512	c6c53897-9f63-f8a4-4f04-d0c3986d767d,5801c199-c418-8365-591a-6b4ea43d5439
GF014	PDCD1LG2	BEND2	2	chr9	5569953	chrX	18180511	6a4e77a4-365d-273a-4e89-c8f801dbce36,6506b129-bc70-83d5-9a81-42ac55d3f334
GF015	PDCD1LG2	BEND2	1	chr9	5534749	chrX	18191002	e8d6fedf-b0f4-0eb7-268c-0462a3b6ecd2
GF016	PDCD1LG2	BEND2	1	chr9	5569957	chrX	18191011	58638174-0fd9-f896-b2b6-e12acf9d8b77
GF017	PDCD1LG2	BEND2	1	chr9	5534744	chrX	18195295	549b2346-7c9f-805a-063d-6e8ece2026ed
GF018	EIF2AK1	CA8	90	chr7	6031591	chr8	60224587	f914ea18-af91-59fc-0033-8b20bb6a9c73,011bad30-06f3-5882-3168-a778957b60a0,01a50d95-280a-7b44-70a7-810d720fae5a,06bacf21-81aa-15b6-de94-8888a594b690,14376b7c-7317-ea19-52f6-547056cb5096,155c8033-865b-9d85-4074-e121c2a32dbc,179ad336-42bd-8df3-6e26-4b1db8445e45,2d0b7445-0771-ee79-1464-1b0b93d1af7b,35e7ee0f-a06f-9808-c444-7fc9d67e65ed,4029cd7a-ee26-a6c3-bec8-25b103daaed5,435d03e7-448a-eeef-2811-2bcf04a58f16,50475287-595c-449c-2498-a0f4975631fa,5078826e-a093-69b4-92fe-6e66efc2a03b,5ac416db-ebe6-2c28-7210-6baca48da962,660d5ffd-c532-5208-71d6-b7a57b6e83d1,70962e82-3126-9bcc-ec19-db09ed0126d4,71c3c323-ec6b-d9c2-8918-07f8e3d291bf,72e65de8-7ed7-4a60-ec51-ec4a48cb7ec9,75557be2-d7df-b393-a0fe-9d4df446970e,76df3e8e-2921-a6fb-f148-bb34e476b794,793b9fa0-958a-5847-604c-5dbc88e7e510,7a77008c-510a-b4f9-c297-d0262078e25c,7dd2d094-28a2-a551-b9f7-1b38b706f9ac,a48e8971-a744-8324-7c4b-84b4377e03b8,abccda4e-303d-87d4-2243-b78df8397a79,adc084cf-b1e9-1f42-aa5d-77fb5e324111,b02042dc-ff17-bd26-c0e3-686d5b3cf036,b0a93930-2110-7be4-672e-41fe630ea39d,b9325677-b8a0-0b72-786f-daa3ac4ffdc2,b9da0ac2-d49e-b9c7-daaf-ddecc8acd077,beff9411-00a0-6d3a-c0e0-e237175d6534,c1fdf5aa-da8c-8d37-812b-53a8d11d10bc,e3887990-bcfb-5cdb-3861-61ddf90f0409,eb959cea-e39b-9da1-b7c5-4426be3b6a07,ec570da4-77f6-cb6d-e44a-6992a504fa02,ecdd9d12-2b5a-472f-8e28-4d9f28fe5739
GF021	IL7	RP11-35N6.6	40	chr8	78739999	chr9	101363016	f170a6ff-d69e-12f6-1993-3c65b5ce72e3,38cdafad-56f1-8e3c-a493-0ed5ca05ec6e,44cee288-e7a6-ddb0-7306-26f76c53b605,a9812ca1-568c-726e-3c3f-5aad9f4b0047,003e08e7-5908-54b4-617e-45b28da08507,1033c650-bce0-85fc-78b2-05184e789ab5,1095392c-78a8-5d9e-ac8a-3b28bc1bf312,10ebdea1-5061-910a-4266-801229c65b99,17408a6c-cc54-910e-1c6c-228abc1d23dc,24a2f349-fab2-62f7-4ea0-8c63ad035e52,2b6743dc-9f06-edb6-699d-377c1d561738,36adc0cf-bb81-d3be-4506-9a5212289b47,3a133b57-bb8d-ee4c-432d-acfe5874c8aa,3edfcd2a-b28d-54c9-e7aa-1b98bf563952,44474794-64ca-6957-9773-fc59bfe2cc28,4537dfb8-bb9a-0e4e-7a3f-f9f85875d57d,535f1263-24ca-1956-b04a-21d4eb1f1bdf,56c260b9-e129-8828-13e6-2d86d62e0278,5ea594bc-b49d-4256-2930-6f666d6d135f,63854c8e-9a44-025f-8981-31f6750c5261,6b34ee64-6396-9994-f5b1-77361ff491a8,6c979da2-1f09-313e-2b2d-00ed55e3cc82,70ec8f03-7b5f-b040-ec2a-34e9763e0310,74c14b55-5c77-ab0b-8c52-c7f3efdcee8b,7654022e-bf4a-45e3-2871-6fec29cc3011,774753e7-b2f3-7bac-5dc1-801d4b980587,7aefc35f-5891-3543-1d10-8c4d17ae56a4,8a4f1b62-ffb6-ab5b-4bd3-1dbf71e7a5cd,91b15352-e5d5-bf05-687d-32d57ef3b209,ad29e1ff-3109-244a-1261-c9d69dcd91df,b9da07fb-baf4-d52d-ba09-e68987eadaca,c9daafaa-1904-e5e8-b68b-4d3e2ce41f16,ca96153b-6a07-a393-b878-7b1f2528f492,d56771cd-3780-6091-a18c-e5dce3d3834d,d836b144-b759-6daf-d3a2-fcda82d5f735,d97bb203-1f2e-472b-2c0d-4d239d80141c,dbde96db-298d-2fc2-157e-4e48fcf9c6ee,ea44cc0a-f5ea-1cb2-559e-6f207f5d7145,f03b2320-51e8-7712-7a62-25d88ee5e2a4,f11f8840-3cf3-1061-2529-63efdba98a87
GF022	LSM4	MORC4	36	chr19	18312604	chrX	106928052	e86554e5-bf2c-cd00-8188-7407ed5356cf,0042250c-f4b8-6fff-dae1-ba7bd0317b25,0646202a-5dde-2391-563f-726f149bcab7,140595a3-48f7-7d34-08f9-ba5432178e66,26a3212d-c381-8ea7-5317-c2d8fd019a2a,28207a4f-c9e0-560f-6185-403509a37229,2bca4d2c-0b7b-1592-813c-5a5c1287bd50,2fac9bd1-344d-7fb3-efc4-40ab53a1c270,44e043fb-198a-a6d8-9a8f-1a80cb33595b,50ba2e58-7ce7-3c66-dbae-93b8082521e0,52fa47e7-aa2e-c4a5-9b3d-b305ac59c79a,56c32863-f2da-fae1-6e67-72ccfe22e49a,58cd3a0c-54f7-b977-6d71-08444b44fb5e,61a6edf2-d70a-df7c-8c15-d860ec122cb9,62ee1428-8930-8b9e-9093-87858b53562a,6f84a2f8-80c0-e15c-21e6-1cf1406ce912,70caefc7-c6f2-2a9d-8981-862e15dbad0d,7c9b025c-7178-9bd9-6230-55097ab6489f,8a4b3d8f-505c-0964-1771-98ef224b0b0f,8bea7bb1-8c0a-da32-9ea6-2a9534b7a8b2,8fcd4003-338f-2bca-7a70-f0102e390f63,9163a30d-a327-efbe-862a-bd4002d258a7,9631f8a1-1898-6491-de3c-2fae65172596,97c92a21-a538-d13e-f6a2-cc74ed4ea620,98fecb2f-b757-86e8-49b8-829da7b8cb61,a6cc7ecb-4876-6eca-8cf6-3bb9cd13af6b,acd29898-6cf7-92af-1254-c1191101d149,b4c65947-e156-c55a-60d3-24a5eeea8346,b94502fe-42cc-ffc3-3f63-3f36e2f5998f,ba8bbb75-6e8e-acda-eff8-7f068161f5b2,bbafedd4-e8f5-1ab8-d19a-4aaa1311740e,be0884ef-127d-77e1-b0d3-eb8bf4988ac2,cc335a90-af7d-09b7-5274-5742f29d6863,ce73e84a-af89-5df2-2b6d-1e538f42d7f8,d8828599-3e8f-a4a6-464b-4c48746f3745,e020e04d-2c95-ab0a-f017-359a1237e693
GF023	LSM4	MORC4	2	chr19	18323017	chrX	106928049	47080476-a7da-6bc4-7456-27b2f852a825,13360cac-eab7-babf-3420-6c8e76120952
GF024	LSM4	MORC4	1	chr19	18316023	chrX	106928054	ff3dbd04-de1b-4b3a-2954-0b1712e9d3f1
GF025	CCL7	CPA5	58	chr17	34270367	chr7	130349972	eca26d55-661b-9f58-2b76-56578bb3a800,0045b39b-0163-900f-0066-20d24edd0ddc,07de998b-e702-21b6-b426-5bef7d37e622,0a728539-f8d4-241d-d41b-9e7f3332ea2c,100b538f-c80f-2502-68d0-97e979fa0b71,111353be-b6c3-b26f-5ab8-0aa3ec5daeeb,264e94be-c840-d775-b0ba-ef108d5358bb,395ac450-9673-877b-2da2-e2be09fb9fd1,3b9d16da-91ea-6640-14a8-92c06ac6643c,4e98ce85-73c8-6bce-55aa-5d7b925cb10c,51d27da7-5d6e-f4e1-4d42-85c0c8060a3d,5bc899f7-8f5c-06d6-66c7-b428a11f6697,5c469722-dcfc-f0ff-1726-09b15edc55da,5f699d5e-a767-9b01-c68d-7b6fd6e7f0a1,616a4609-cce7-29ce-0249-3ce5465bf0d1,64b559d4-c998-dc67-6edc-e5a7268553d8,6809e073-c679-b9d0-a879-3a9000a82a97,6aeef4d9-fc19-f220-14a8-af6d91e4c855,73d0fb0c-25b4-fe9a-b91a-37d712d0d199,7a9c6a1b-6886-738c-6d2e-6351d7b932d3,7f1d1fed-bd9b-b05e-c56f-929914af3956,84675a4d-2a15-4715-c5e1-3f8dcbdc80fd,867ef790-e659-3f44-11ef-31cd07d4beb3,9af335c7-5333-9d3d-981e-2e428547c579,9b1d7a55-2452-7bb2-0c5c-a039ac4a7bc1,9d8bb2a6-7e0c-3627-8f47-bc31042bb7a3,abf6cfea-f84d-4455-41df-73b6d9e507a8,ac11e143-b3cf-9eaf-877f-bc316f6d4ac5,b16d33c9-b5d3-83a8-f3c9-e8548bf0ba6c,ba639b55-53d2-23c5-b887-13acce1a6d15,ce93d4ff-20b1-d87a-8afe-dc6402b6727d,d1ae757d-b970-ff2e-3cca-0de4307bb06a,d6d3348f-9c18-504f-c1cb-99b198e57aa2,d9fb9b3b-71e5-d4ea-40c7-752d86363db0,dacc2392-13b9-9f07-6bd9-5797e23a7aa7,dd4bcf35-952d-2129-0a6f-7dba691cb201,e6097b93-f6ab-a947-ed91-9262b1eb3c05,c5dcd428-2658-df4e-9b9c-ff9bcddb0023
GF027	CCL7	CPA5	1	chr17	34270367	chr7	130367369	b9c269ed-83d9-2ee6-2561-c5979c777ca1
GF028	CCL7	CPA5	1	chr17	34270367	chr7	130363417	531ce7e9-fe44-2f82-784b-60c360eb96fc
GF029	RP11-401O9.4	MEF2BNB-MEF2B	82	chr17	10312758	chr19	19186032	fe8ce9d5-b838-c207-319c-e50b680630f5,0054369b-5e42-1421-6c2a-dd21b9981e66,03f1ce49-67c8-f27c-2ddf-1faaa37d94c2,08e65126-e436-3702-5734-a7e812be43cc,0c7549b7-f366-b04e-e7f4-269902b63485,0f03a817-a6c2-8b94-fa92-a60a2cc3dafe,106049af-dd9b-eb25-92f9-1cee344334c0,1581f6dc-20fa-4bd8-a931-a60cf747d116,1ad51a96-4850-5780-ae1e-a3f86ecb1494,25aa34a1-cbca-0df8-3043-79b940e4e344,29b93ccf-e575-9f33-f289-0a0244b68cb6,2aa29e73-ae13-5743-82aa-cd687d6d8c19,305f8fc9-83ee-60ba-1bd3-937c9d50ae5a,35f568cc-a0ac-4603-1df7-0a89c9be7d0e,36061de0-e5df-6f11-cfb1-9d49b93a3471,38d4faf9-febe-294d-0d56-51551f3a1f4c,38f2dcfb-559d-2a0b-4d65-8317793d3c75,3a650a40-b10c-26e3-298d-26f146bc88e3,447bc781-bd8c-3054-8848-51dd99e846b3,4785caeb-5b1b-5482-72bc-0b7ad1fea7f9,4e59058e-ad24-ff3c-22e2-48497832850f,53032d41-b256-b42a-27b9-ce0eb8ae4a26,5328b6dd-b08a-b78c-6098-b4539299f894,53f619eb-3c06-906b-5e8a-3b1e776d30d6,56614752-2f3f-089e-2f45-ed2aaef867b9,5a3f4c24-92dd-0eb9-6c08-49669f071b73,5bc89e77-c2de-6bff-4f2c-576074d35f75,5d829810-e0f5-92a9-608c-fc6eda396bf0,5df908b0-f55d-9982-f94e-1f77ae22d462,62b3e1b4-9ff2-a4a8-a9a6-d8f35438fa57,642e985b-b88b-37a5-1069-ca7594283713,6768fd09-3fd3-d6f8-f8f6-942c3625eba5,693e90c6-0f5c-4a20-e830-36044f4eb09b,6940bc29-8303-cc25-fefa-cac292c3cba2,6b6833b6-a90d-5e55-efb2-0ddc0c67e8e6,6c450ad9-5f76-033b-ae86-13c3ce61bb66,6c94f991-207a-00eb-72cf-c4f1bafcae61,6ffd5a4d-b9f8-eb30-2ac2-22bd531c5765,71202808-79cf-9ed0-b939-35548d1dd547,77901ea5-9863-6a15-a1fe-6d52e2eafed8,9068e832-9598-4b9b-0e51-901d8a1b71ea,927d2dd9-5ec8-47ce-2a98-2eb66b2a5383,992419ad-86b3-2e41-cf69-adaa94fe99d9,9e6674ed-d002-fc91-b67e-0714cfbb8465,a336b0cd-57f3-6dd2-a70c-9d4d934d5459,a8ff0558-2313-91e6-2592-d80f4b89e13c,aa842559-107b-0c09-e3ed-2b2c118aeead,ad9ec364-3f7c-dc6b-f082-dc3a2bce9472,b39df78f-902d-95f4-0567-b35b6fcb1d28,b52c8e51-665e-b688-efde-d90df79baf20,bb26f6d0-2458-f008-d738-3a1dda69c773,bb8116a3-4040-bf7b-9cdf-d592e874d70c,bfe688c4-56c1-ddb1-0f38-d286bf05261d,c3d34905-3582-650b-336e-920240ff850d,c60bf913-8bf0-2a4e-3dcd-32c6e63c4ad0,c98967ee-f896-c572-599b-3028df996a7e,ca078f33-5dcd-ef46-979a-2e93b38b34e6,ca839953-0151-a6cf-b92e-9f2a4a34359d,cc202bcc-dfbf-fda4-9615-0a848b063035,cce73b3c-b131-6ebd-2d3d-213cb3aa8297,cd6654de-c3b2-c4a1-76bc-8c43401449d8,d1f74cbe-7ed0-85be-3edb-4484e252d5b2,dd2e8216-4e00-189c-7256-ef71f01d8126,de244a84-2af8-85c3-3cc1-ef424c2763cd,e2c4a552-f4d1-c31e-992e-4b248695e424,e9f3e22f-c4b3-1b04-9658-ebe59c8f4bb6,eb16253b-0314-39e8-6932-3b8bb1252ca4,eed2f932-18ee-3413-2f2d-b38bb3de02d6,ef3c0e90-b12d-0f82-1c94-bac0ca74a630,efe6244d-3d3e-7c1b-1709-08ca6c6d8fb3,f6d0558e-7a7a-47c7-fce5-8c126f506d18,f829d121-c2dc-555c-3004-119412919eca
GF030	MACROD1	PROP1	38	chr11	64116215	chr5	177994092	f7bf7eee-8bec-4df5-a474-e557572c6c3f,0059ec9c-90eb-e102-85b0-d8b246d88302,02f44e18-e13e-c9ec-7836-537ba23978f9,0d5ece88-f069-7ed0-ec79-bd70c03f074f,0fbf2dd0-c8b3-3aa9-7d3d-cfad65251838,29f36bef-eb62-c86c-72f3-b569d5190573,2d57e04d-83b2-2cd0-a5a6-a017d7daeac8,34bdf00b-ba85-8b97-61f6-6c5917d16c2d,3501594c-3eab-da18-5bcb-24de18a82410,3e6dce95-095e-2fbd-3336-ec512ce48c34,3fb85330-2563-a1a5-8181-7f54ef31468c,468cb04f-fad8-0b42-a1d0-aa9e539df502,49f5b0bb-13a3-f2b3-3f01-e8779affaf69,52df3681-6b18-05c8-4223-05e12f4e14dc,5380c3a0-ade4-ecd1-4f76-e86e66456e9c,54d0625e-1702-f8ce-e8c0-8031c565d033,6c3d4781-e26c-ad95-0953-1290c919a641,7c9939ed-b138-8b40-9c0c-66683f72a196,84ed951e-5c57-1fc8-3a4a-bce3d03c459d,8f200e44-8be7-1d0f-72c5-f38bdc5d8034,94561664-8d2e-d659-949c-fd426901ce35,a62b2c4e-47c8-6e20-406d-17377c357e9a,aaaadd48-d125-7a39-0869-4c1c5dc863b8,ab0abd7e-3886-022e-f5a5-81fc1a01034c,aed0142b-f4a8-48d5-5527-8b71c429418c,c1c32312-96f4-8fd6-bd54-039d008a96f1,ca21c191-c065-4201-a4d0-94c9add1b86e,ca625d18-9cd6-fb1e-7432-65f8d5be14fa,cdcca913-e2a1-16b6-039a-5d695a522e1e,ce01c039-356c-1f1f-0ca8-0d2794c90045,cf82a18f-aace-fbf6-5cfe-651be0a9c5f8,d031d814-6393-c9f0-c67f-a7c90b9ae90e,e092c0f7-6657-d3c8-66bf-3829c99bc9e9,e70242ac-5a49-250d-710f-8c87d806ef92,ef64a5c5-cf68-0b7a-12b7-3346eee2594e,f7bbb4c8-6697-054b-64b2-ae4c53fdbdc3,0fcdc5f0-390b-4c17-8a5f-5ff7c1749e06
