sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
DepMap_AS010_v1_SKBR3.bam.fastq,SAMD12:MRPL13,chr8,118439862,-,chr8,120425366,-,1985.502,0,3,FALSE,TRUE,TRUE,m84056_230620_213907_s3/171180211/ccs/6964_7949,401,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,CTC-559E9.6:MTSS1,chr19,19776994,+,chr8,124591235,-,Inf,0,3,FALSE,TRUE,TRUE,m84056_230620_213907_s3/133108132/ccs/3157_4203,235,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,TATDN1:GSDMB,chr8,124538331,-,chr17,39909924,-,Inf,0,3,FALSE,TRUE,TRUE,m84056_230620_213907_s3/12522317/ccs/44_1257,132,HighConfidence,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,CHID1:RPLP2,chr11,883148,-,chr11,812535,+,70.612,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/251464422/ccs/7397_8584,939,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RANBP10:PSKH1,chr16,67805428,-,chr16,67908680,+,103.252,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/255005527/ccs/74_3850,370,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,CMTM8:CMTM7,chr3,32239119,+,chr3,32441840,+,202.724,0,2,TRUE,TRUE,FALSE,m84056_230620_213907_s3/125174798/ccs/740_2050,420,HighConfidence,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,RP11-96H19.1:RP11-446N19.1,chr12,46387972,+,chr12,46652390,+,264.428,0,2,FALSE,TRUE,FALSE,m84056_230620_213907_s3/261555076/ccs/3306_3812,285,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,YWHAG:MDH2,chr7,76358722,-,chr7,76054830,+,303.893,0,2,TRUE,TRUE,TRUE,m84056_230620_213907_s3/242357396/ccs/74_1536,297,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,ZNF385A:PCBP2,chr12,54384428,-,chr12,53479406,+,905.023,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/206311724/ccs/44_973,350,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,TRIO:FBXL7,chr5,14420021,+,chr5,15615983,+,1195.971,0,2,TRUE,TRUE,FALSE,m84056_230620_213907_s3/203625552/ccs/5221_8956,1876,HighConfidence,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,SAMD12:MRPL13,chr8,118580715,-,chr8,120432123,-,1851.406,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/136386426/ccs/46_1000,282,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,EIF2B5:RP11-132N15.3,chr3,184135580,+,chr3,187958963,-,3823.385,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/168821331/ccs/5871_6339,214,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,EIF2B5:RP11-132N15.1,chr3,184136736,+,chr3,187997758,-,3861.021,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/169152033/ccs/2680_6376,183,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,DHX35:ITCH,chr20,38969214,+,chr20,34369394,+,4599.818,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/197396253/ccs/10268_14163,300,HighConfidence,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,CALB1:RALYL,chr8,90078373,-,chr8,84873284,+,5205.089,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/186976027/ccs/8721_10243,263,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,PVT1:LINC00536,chr8,127989291,+,chr8,115977436,-,12011.848,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/216929086/ccs/6804_8994,590,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,PVT1:LINC00536,chr8,128010444,+,chr8,115977436,-,12033.006,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/243797575/ccs/3134_5642,876,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,BLOC1S6:AKAP13,chr15,45587525,+,chr15,85639374,+,40051.852,0,2,FALSE,TRUE,FALSE,m84056_230620_213907_s3/119276813/ccs/44_1757,187,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RP5-823G15.5:CSNK2A1,chr20,53461469,-,chr20,528049,-,52933.424,0,2,FALSE,TRUE,FALSE,m84056_230620_213907_s3/239080848/ccs/6047_6793,107,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,IQSEC1:MBNL1,chr3,12986971,-,chr3,152432717,+,139445.745,0,2,FALSE,TRUE,TRUE,m84056_230620_213907_s3/97912667/ccs/7043_9855,147,HighConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,ABCB9:ACOT13,chr12,122959636,-,chr6,24670767,+,Inf,0,9,NA,FALSE,TRUE,m84056_230620_213907_s3/105252194/ccs/10255_11652,883,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,C15orf57:CBX3,chr15,40561982,-,chr7,26201745,+,Inf,0,4,NA,FALSE,TRUE,m84056_230620_213907_s3/101057652/ccs/734_2903,344,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RN7SL1:RP11-618P17.4,chr14,49586824,+,chr19,34401859,+,Inf,0,4,NA,FALSE,TRUE,m84056_230620_213907_s3/95027337/ccs/4081_4921,245,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,ANKHD1:PCDH1,chr5,140445972,+,chr5,141854436,-,1408.464,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/258409957/ccs/44_1322,543,LowConfidence,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,HNRNPA3:CCT7,chr2,177217756,+,chr2,73251350,+,103966.406,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/257295230/ccs/6397_7846,902,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,TSPAN15:HNRNPA2B1,chr10,69483728,+,chr7,26193596,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/168429332/ccs/13198_14192,255,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,FAM213A:CHRAC1,chr10,80432018,+,chr8,140516338,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/19071804/ccs/9659_10763,702,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RN7SL1:IFI6,chr14,49586809,+,chr1,27666247,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/113511890/ccs/4759_5260,231,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,EHD4:KCTD21-AS1,chr15,41898763,-,chr11,78171724,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/223872826/ccs/1054_5199,3625,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,ULK3:KRT7,chr15,74842319,-,chr12,52233548,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/182980306/ccs/5026_6630,248,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,CDC6:PAWR,chr17,40302445,+,chr12,79590310,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/219351497/ccs/74_2639,1554,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,SYDE2:TRIM16L,chr1,85181516,-,chr17,18735922,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/221778018/ccs/5838_7433,1369,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,PPM1G:COPS6,chr2,27393422,-,chr7,100089006,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/65147722/ccs/894_2208,157,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RP4-613B23.5:LITAF,chr3,42786052,-,chr16,11549335,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/211749689/ccs/7009_8103,321,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,CCDC12:RP11-395B7.2,chr3,46941038,-,chr7,100967702,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/227086142/ccs/1622_2559,139,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,SLC7A11-AS1:UTP15,chr4,138167433,+,chr5,73581217,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/196021713/ccs/9246_11629,394,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,MKLN1:NDUFAB1,chr7,131437952,+,chr16,23582328,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/137171730/ccs/3959_5349,1139,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,CHRAC1:FAM213A,chr8,140516190,+,chr10,80432599,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/162665482/ccs/1313_3174,1438,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RN7SL5P:PRKAA1,chr9,9442245,+,chr5,40762076,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/172691174/ccs/9546_11925,187,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,RNU6-1:GAPDH,chr10,13217373,+,chr12,6536931,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/169805733/ccs/10547_11648,106,LowConfidence,-
DepMap_AS010_v1_SKBR3.bam.fastq,AHRR:PDCD6,chr5,321819,+,chr5,311293,+,10.512,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/128456521/ccs/6268_7090,123,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,CCDC97:HNRNPUL1,chr19,41310356,+,chr19,41292245,+,18.108,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/147260802/ccs/44_2248,154,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,FAR2:ERGIC2,chr12,29321924,+,chr12,29341816,-,19.892,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/59248510/ccs/9348_11751,1626,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,ST3GAL4:DCPS,chr11,126355842,+,chr11,126331405,+,24.434,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/54526133/ccs/3924_4852,120,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,PTGES3:NACA,chr12,56687998,-,chr12,56714687,-,26.687,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/261361848/ccs/1930_2822,140,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,ADAM17:YWHAQ,chr2,9555509,-,chr2,9591515,-,36.004,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/70780294/ccs/8343_10436,240,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,TRAM1:LACTB2,chr8,70600019,-,chr8,70638629,-,38.605,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/231080773/ccs/3240_3704,280,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,NUSAP1:NDUFAF1,chr15,41349241,+,chr15,41388522,-,39.283,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/129565353/ccs/637_1352,386,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,SPAG9:NME1,chr17,51120354,-,chr17,51159980,+,39.625,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/185534623/ccs/4822_5896,515,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,MANBA:UBE2D3,chr4,102760718,-,chr4,102809855,-,49.132,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/76679436/ccs/1113_2585,203,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,SCARB1:UBC,chr12,124863595,-,chr12,124913774,-,50.175,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/102040845/ccs/3293_5791,337,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,XRCC6:NHP2L1,chr22,41628230,+,chr22,41680364,-,52.143,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/138352446/ccs/1517_2310,263,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,TRAM1:LACTB2,chr8,70586895,-,chr8,70644243,-,57.345,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/35392685/ccs/43_1745,917,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,TMC6:TK1,chr17,78117269,-,chr17,78175618,-,58.347,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/141888431/ccs/2449_5928,2294,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,WDYHV1:ATAD2,chr8,123441349,+,chr8,123380677,-,60.67,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/42929715/ccs/4559_5471,171,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,CRACR2B:TALDO1,chr11,826266,+,chr11,755879,+,70.384,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/94635555/ccs/6883_8191,172,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,ATAD1:PAPSS2,chr10,87814438,-,chr10,87741235,+,73.204,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/173080913/ccs/6686_8130,200,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,ARPC1B:ATP5J2-PTCD1,chr7,99386789,+,chr7,99460193,-,73.408,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/170852468/ccs/10948_11687,236,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,DCLK2:LRBA,chr4,150203889,+,chr4,150278004,-,74.116,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/86180500/ccs/8555_11196,1311,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,DNAJC3:UGGT2,chr13,95725252,+,chr13,95801812,-,76.556,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/63112055/ccs/3923_4795,496,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,B4GALT1:DNAJA1,chr9,33120419,-,chr9,33036574,+,83.847,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/186843778/ccs/8250_10195,1006,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,GATAD2B:NUP210L,chr1,153922733,-,chr1,154010121,-,87.382,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/54264817/ccs/44_868,223,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,TRAM1:XKR9,chr8,70583164,-,chr8,70674818,+,91.649,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/245041770/ccs/2542_4616,1199,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,ARCN1:KMT2A,chr11,118583358,+,chr11,118481715,+,101.64,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/259133572/ccs/10644_11693,582,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,ST3GAL4:FAM118B,chr11,126355842,+,chr11,126250506,+,105.335,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/162268041/ccs/44_1416,119,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,OSBPL2:PSMA7,chr20,62263691,+,chr20,62140944,-,122.745,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/254873727/ccs/7637_8698,425,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RANBP10:PSKH1,chr16,67772034,-,chr16,67908680,+,136.65,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/74845162/ccs/9450_13276,425,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,TRMT11:NCOA7,chr6,125986622,+,chr6,125815291,+,171.328,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/112923245/ccs/7899_8372,85,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,NDUFA4:PHF14,chr7,10940016,-,chr7,11111350,+,171.335,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/125765587/ccs/7832_8413,122,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,FANCC:C9orf3,chr9,95240649,-,chr9,95060694,+,179.958,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/264573865/ccs/1922_3282,611,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,PSMG4:RIPK1,chr6,3259196,+,chr6,3076764,+,182.43,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/218502712/ccs/7181_9951,216,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RNF115:POLR3GL,chr1,145784539,-,chr1,145974825,+,190.283,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/144573282/ccs/7427_8892,336,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RAB31:RALBP1,chr18,9708444,+,chr18,9512991,+,195.447,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/201984201/ccs/9473_10123,137,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,TPD52:MRPS28,chr8,80218469,-,chr8,80003180,-,215.291,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/266212021/ccs/44_1563,834,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RAB31:VAPA,chr18,9708444,+,chr18,9931810,+,223.369,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/248845544/ccs/3056_4502,124,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,KIF1B:UBE4B,chr1,10375373,+,chr1,10149184,+,226.188,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/30281840/ccs/6016_10335,2326,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,TPD52:MRPS28,chr8,80171425,-,chr8,79919148,-,252.279,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/90900071/ccs/6615_7334,124,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,MPHOSPH10:ZNF638,chr2,71134797,+,chr2,71395247,+,260.451,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/92409589/ccs/8891_10506,1127,PotentialTransSplicing,Yes
DepMap_AS010_v1_SKBR3.bam.fastq,TMED4:H2AFV,chr7,44581093,-,chr7,44843354,-,262.257,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/107742415/ccs/812_2130,558,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,TET2:PPA2,chr4,105190505,+,chr4,105453642,-,263.141,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/78973711/ccs/9048_10388,252,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RP11-680G10.1:GSE1,chr16,85357643,+,chr16,85633914,+,276.274,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/143986664/ccs/1946_5931,426,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RNF152:RP11-879F14.2,chr18,61892795,-,chr18,61592623,-,300.177,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/126944139/ccs/7306_7905,318,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,EFCAB11:RP11-944C7.1,chr14,89931541,-,chr14,89629136,-,302.412,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/190779729/ccs/3305_4022,474,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,HK1:KIAA1279,chr10,69319010,+,chr10,69000424,+,318.582,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/246681115/ccs/3568_5765,163,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,TANGO6:CIRH1A,chr16,68843711,+,chr16,69168821,+,325.117,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/33425804/ccs/10754_11200,134,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,ADAR:PBXIP1,chr1,154627855,-,chr1,154953757,-,325.899,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/50729925/ccs/74_3028,109,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,UBXN2B:FAM110B,chr8,58416953,+,chr8,58075535,+,341.417,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/178783816/ccs/3057_5198,227,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,RP13-188A5.1:KLF8,chrX,55908800,+,chrX,56250231,+,341.437,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/49022012/ccs/4484_6728,359,PotentialTransSplicing,-
DepMap_AS010_v1_SKBR3.bam.fastq,FAM213A:TMEM254,chr10,80427496,+,chr10,80082145,+,345.348,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/171118633/ccs/1539_2551,690,PotentialTransSplicing,-
