sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
DepMap_v1v2combined_KIJK.fastq,AL139099.3:RRM2,chr14,49586742,+,chr2,10130672,+,Inf,0,3,NA,FALSE,TRUE,m84056_230620_213907_s3/231673821/ccs/5367_6090,164,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,DDX11:FAR2,chr12,31078411,+,chr12,29339929,+,1738.482,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/185734174/ccs/11269_11965,234,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,IFITM1:EZR,chr11,314230,+,chr6,158785394,-,Inf,0,2,NA,FALSE,TRUE,m84060_230713_184442_s3/106958513/ccs/2597_3385,185,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,IRAK4:EIF2S3,chr12,43787816,+,chrX,24077284,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/21498647/ccs/9805_10684,688,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,CPSF6:KBTBD11,chr12,69262559,+,chr8,2006545,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/204345337/ccs/74_2302,1837,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,CLEC2D:ALK,chr12,9695731,+,chr2,29223528,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/211092400/ccs/9653_11936,447,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,RN7SL1:MOB3A,chr14,49586659,+,chr19,2072141,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/256577846/ccs/3620_4817,81,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,RN7SL1:RP11-618P17.4,chr14,49586659,+,chr19,34401865,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/126292752/ccs/1576_1948,81,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,RN7SL1:TOR1AIP2,chr14,49586824,+,chr1,179863192,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/110758851/ccs/74_1068,246,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,TTC7B:KBTBD11,chr14,90644055,-,chr8,2006545,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/53871677/ccs/6725_7879,755,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,ACAP1:IMPAD1,chr17,7342289,+,chr8,56961779,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/129303409/ccs/9590_11309,443,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,SBNO2:RRM2,chr19,1127729,-,chr2,10129092,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/136250219/ccs/3754_4217,171,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,ELOVL6:LRRFIP2,chr4,110059697,-,chr3,37083646,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/108532718/ccs/3934_5342,545,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,HTT:RPL14,chr4,3074833,+,chr3,40462054,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/19730314/ccs/2473_2843,152,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,TBP:PLAUR,chr6,170561905,+,chr19,43670092,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/46728299/ccs/7882_9582,405,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,HIST1H3H:UBXN4,chr6,27810132,+,chr2,135741964,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/118952230/ccs/2936_3711,84,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,ACTB:CLU,chr7,5527168,-,chr8,27598509,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/186058037/ccs/5106_7203,1792,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,LRRC75A-AS1:RPL13,chr17,16439412,+,chr16,89561718,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/152699701/ccs/5733_6129,114,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,TBP:RPL14,chr6,170561944,+,chr3,40462052,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/78449063/ccs/1961_2651,458,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,TXN:SRP9,chr9,110251435,-,chr1,225777936,+,Inf,0,2,NA,FALSE,TRUE,m84063_230620_211331_s3/214369430/ccs/6587_8205,126,LowConfidence,-
DepMap_v1v2combined_KIJK.fastq,ENDOV:RNF213,chr17,80415821,+,chr17,80393345,+,22.472,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/185208336/ccs/6258_8451,230,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,RFC2:LAT2,chr7,74254271,-,chr7,74228944,+,25.328,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/217516313/ccs/3028_3520,161,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,FAM177A1:PPP2R3C,chr14,35053451,+,chr14,35085778,-,32.329,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/189269420/ccs/6358_7115,458,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PFDN2:UFC1,chr1,161117952,-,chr1,161153926,+,35.971,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/55316868/ccs/17422_18451,89,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RALGAPB:SNHG17,chr20,38473069,+,chr20,38426503,-,46.563,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/236914896/ccs/4036_4903,225,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,MRPS36:CCNB1,chr5,69217871,+,chr5,69171270,+,46.597,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/171115276/ccs/6877_8069,130,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SNRPD1:ABHD3,chr18,21612443,+,chr18,21659343,-,46.902,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/51058346/ccs/44_1388,94,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SLC25A4:CFAP97,chr4,185143483,+,chr4,185191212,-,47.733,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/77272432/ccs/44_1108,222,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,UFSP2:SNX25,chr4,185418441,-,chr4,185351445,+,66.994,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/74388627/ccs/7432_9059,431,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RRP12:MMS19,chr10,97390423,-,chr10,97460232,-,69.807,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/27135993/ccs/1687_3521,845,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,IPMK:CISD1,chr10,58216145,-,chr10,58287561,+,71.412,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/184878646/ccs/1003_2113,841,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,TTC28:HSCB,chr22,28679622,-,chr22,28757078,+,77.456,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/154539872/ccs/2905_3516,203,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ACAT1:CUL5,chr11,108121678,+,chr11,108033802,+,87.868,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/16713307/ccs/8151_8952,117,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,UCHL5:CDC73,chr1,193059185,-,chr1,193150304,+,91.118,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/186974992/ccs/5296_5837,153,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,IL1R1:IL1R2,chr2,102104872,+,chr2,102009562,+,95.307,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/248122835/ccs/5152_6502,197,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,OPA3:SNRPD2,chr19,45584623,-,chr19,45688566,-,103.934,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/235407460/ccs/8595_9216,168,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RAB10:HADHA,chr2,26098722,+,chr2,26204196,-,105.474,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/65733632/ccs/4383_6651,681,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DOPEY1:UBE3D,chr6,83067779,+,chr6,82957450,-,110.328,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/170463539/ccs/74_870,84,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RP11-545E17.3:SPTAN1,chr9,128724635,+,chr9,128611714,+,112.917,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/106040469/ccs/44_3222,192,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,AP001432.14:TTC3,chr21,37221597,+,chr21,37108392,+,113.202,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/210768750/ccs/7510_9094,194,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,TRAM1:XKR9,chr8,70586895,-,chr8,70706933,+,120.036,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/217190151/ccs/8178_10067,973,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,TIPRL:DCAF6,chr1,168191500,+,chr1,168065590,+,125.908,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/226102735/ccs/1790_2829,603,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,B4GALT1:NFX1,chr9,33166758,-,chr9,33294420,+,127.66,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/57541550/ccs/6584_8202,582,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,CENPP:RP11-62C3.6,chr9,92379859,+,chr9,92209449,+,170.409,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/88807256/ccs/10005_11365,928,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,LINC01004:SRPK2,chr7,105012932,-,chr7,105203785,-,190.848,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/116593091/ccs/6601_7472,114,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PPM1N:SNRPD2,chr19,45497343,+,chr19,45688566,-,191.225,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/113378166/ccs/2145_2674,85,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RPS6KB1:PTRH2,chr17,59893325,+,chr17,59697978,-,195.345,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/186910753/ccs/6905_7783,207,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SQSTM1:RUFY1,chr5,179811682,+,chr5,179609376,+,202.297,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/84348696/ccs/42_910,232,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CSNK1D:NARF,chr17,82273306,-,chr17,82487916,+,214.608,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/105583217/ccs/7947_8395,100,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,POLE4:RP11-355F16.1,chr2,74960146,+,chr2,75186830,+,226.691,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/152439021/ccs/4524_4996,379,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RAB10:HADHB,chr2,26034735,+,chr2,26263380,+,228.651,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/169936516/ccs/4378_6856,653,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CNST:SMYD3,chr1,246566663,+,chr1,246335474,-,231.186,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/245435779/ccs/5078_6212,123,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,RALGDS:SURF4,chr9,133130952,-,chr9,133367445,-,236.49,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/175838099/ccs/9695_12466,168,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DNAJC25-GNG10:UGCG,chr9,111666946,+,chr9,111914605,+,247.661,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/167711299/ccs/7634_9093,218,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,LCOR:PIK3AP1,chr10,96907747,+,chr10,96656934,-,250.809,0,1,FALSE,TRUE,TRUE,m84063_230713_184949_s3/104531023/ccs/6312_8925,284,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SNX1:KIAA0101,chr15,64123546,+,chr15,64376905,-,253.362,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/234554441/ccs/5830_6997,519,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CENPM:TCF20,chr22,41943610,-,chr22,42215341,-,271.727,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/58395063/ccs/44_6761,479,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,NCOA2:TRAM1,chr8,70296744,-,chr8,70575005,-,278.252,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/250088866/ccs/2102_2425,165,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,BMPR1A:WAPAL,chr10,86756919,+,chr10,86473973,-,282.942,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/56755698/ccs/2905_3927,371,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PUM2:LAPTM4A,chr2,20350597,-,chr2,20041011,-,309.589,0,1,FALSE,TRUE,FALSE,m84063_230713_184949_s3/124126536/ccs/3803_5166,218,PotentialTransSplicing,Yes
DepMap_v1v2combined_KIJK.fastq,CTD-2337A12.1:CAST,chr5,96379652,+,chr5,96695836,+,316.19,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/227937700/ccs/5159_9908,520,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,TNIK:PLD1,chr3,171460007,-,chr3,171789535,-,329.526,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/189991127/ccs/7009_8370,403,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CCNF:TCEB2,chr16,2438123,+,chr16,2772102,-,333.985,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/210308743/ccs/7837_8636,639,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ANAPC1:ZC3H8,chr2,111878810,-,chr2,112216468,-,337.653,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/104400230/ccs/9269_10210,652,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CTD-2337A12.1:CAST,chr5,96379652,+,chr5,96722639,+,342.99,0,1,FALSE,TRUE,FALSE,m84060_230713_184442_s3/73469144/ccs/4449_5169,451,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,TOMM70A:TFG,chr3,100400626,-,chr3,100744833,+,344.205,0,1,FALSE,TRUE,TRUE,m84063_230713_184949_s3/46795673/ccs/1077_2412,421,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CYP20A1:WDR12,chr2,203239134,+,chr2,202882783,-,356.349,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/177341239/ccs/3309_3829,119,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PARP4:CENPJ,chr13,24501633,-,chr13,24883369,-,381.734,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/89722362/ccs/2908_3664,427,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RYR2:MTR,chr1,237270616,+,chr1,236873773,+,396.84,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/46075796/ccs/9402_14941,211,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,TBC1D22B:PPIL1,chr6,37269650,+,chr6,36856654,-,412.99,0,1,FALSE,TRUE,TRUE,m84060_230713_184442_s3/137431566/ccs/3827_5360,261,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,STAG1:PCCB,chr3,136752195,-,chr3,136326803,+,425.392,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/186453179/ccs/12161_12917,183,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CUL2:CCNY,chr10,35090430,-,chr10,35530124,+,439.693,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/157352083/ccs/44_1940,153,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SFSWAP:NOC4L,chr12,131711447,+,chr12,132151258,+,439.813,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/43322944/ccs/6575_7467,267,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ARL15:NDUFS4,chr5,54113202,-,chr5,53658551,+,454.651,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/249303825/ccs/9642_10511,576,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SBNO2:TCF3,chr19,1174172,-,chr19,1632405,-,458.223,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/106500679/ccs/6173_8831,112,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,UTP6:ZNF207,chr17,31899646,-,chr17,32369295,+,469.648,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/62785436/ccs/2060_2808,221,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PEAK1:SCAPER,chr15,77365163,-,chr15,76862533,-,502.633,0,1,FALSE,TRUE,FALSE,m84060_230713_184442_s3/235411308/ccs/2213_4014,165,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ANKRD18B:DNAJA1,chr9,33555820,+,chr9,33034216,+,521.602,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/120127572/ccs/74_935,147,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SENP5:TM4SF19-TCTEX1D2,chr3,196868073,+,chr3,196324440,-,543.635,0,1,FALSE,TRUE,TRUE,m84060_230713_184442_s3/233379117/ccs/2108_2898,170,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DNAH14:CNIH4,chr1,224929835,+,chr1,224365879,+,563.95,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/112460742/ccs/7483_8097,173,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CLN6:ANP32A,chr15,68214290,-,chr15,68780142,-,565.849,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/69143486/ccs/74_1763,455,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,BIRC5:USP36,chr17,78216781,+,chr17,78787658,-,570.878,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/68749178/ccs/2403_2976,379,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,AHR:BZW2,chr7,17299329,+,chr7,16674412,+,624.915,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/202117433/ccs/3636_5945,684,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CHIC2:FIP1L1,chr4,54048955,-,chr4,53399730,+,649.226,0,1,TRUE,TRUE,TRUE,m84063_230713_184949_s3/199232979/ccs/66_1702,642,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PTPRM:RAB12,chr18,7955414,+,chr18,8624938,+,669.526,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/62590759/ccs/6991_8742,570,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,FOXP2:MDFIC,chr7,114288109,+,chr7,114979506,+,691.398,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/74778639/ccs/42_1189,512,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ABHD14A-ACY1:GNL3,chr3,51985465,+,chr3,52687246,+,701.786,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/26346459/ccs/3596_4086,303,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,AHI1:MTFR2,chr6,135490623,-,chr6,136244869,-,754.245,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/84087060/ccs/2525_4170,304,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,SMAD5:H2AFY,chr5,136132962,+,chr5,135370142,-,762.819,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/184945368/ccs/3222_4801,125,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DTNB:EPT1,chr2,25607236,-,chr2,26383299,+,776.062,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/83821694/ccs/11694_14307,609,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,C21orf62-AS1:SON,chr21,32772320,+,chr21,33557156,+,784.839,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/196613662/ccs/44_2377,160,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,PIK3AP1:MMS19,chr10,96656798,-,chr10,97467583,-,810.778,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/224331750/ccs/3857_6070,163,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,RP11-10O17.3:SIN3A,chr15,74491582,+,chr15,75380723,-,889.144,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/46467175/ccs/866_2752,306,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CLEC16A:RSL1D1,chr16,10957910,+,chr16,11847806,-,889.897,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/218237482/ccs/5023_6009,365,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,MED1:TOP2A,chr17,39447798,-,chr17,40404883,-,957.081,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/249761791/ccs/4174_6246,334,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,POLDIP3:XRCC6,chr22,42614799,-,chr22,41646896,+,967.9,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/152178963/ccs/8979_10396,137,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,GNPTG:TMEM8A,chr16,1352306,+,chr16,377848,-,974.458,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/234554443/ccs/2407_5002,276,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,AURKA:RAE1,chr20,56381433,-,chr20,57365356,+,983.922,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/143655548/ccs/3747_5808,885,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CTNNBL1:NDRG3,chr20,37694152,+,chr20,36688784,-,1005.366,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/263327344/ccs/801_2242,83,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CPSF6:CNOT2,chr12,69256842,+,chr12,70346180,+,1089.342,0,1,FALSE,TRUE,FALSE,m84060_230713_184442_s3/22023793/ccs/35_828,563,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DESI2:SMYD3,chr1,244653355,+,chr1,245764149,-,1110.792,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/221381759/ccs/2233_2937,278,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DGKD:DIS3L2,chr2,233354674,+,chr2,232210326,+,1144.343,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/40962576/ccs/2037_4090,174,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ATP5L:PAFAH1B2,chr11,118407097,+,chr11,117152441,+,1254.653,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/163251686/ccs/4050_5885,274,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,CCDC127:LPCAT1,chr5,216729,-,chr5,1501603,-,1284.871,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/6034264/ccs/9853_13732,189,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,DNAJB6:NCAPG2,chr7,157337144,+,chr7,158646563,-,1309.419,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/79303920/ccs/5111_5942,119,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,ASPH:GGH,chr8,61651050,-,chr8,63017630,-,1366.578,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/132582266/ccs/72_1229,719,PotentialTransSplicing,-
DepMap_v1v2combined_KIJK.fastq,HP1BP3:CAPZB,chr1,20787195,-,chr1,19419750,-,1367.449,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/94179040/ccs/3150_4254,115,PotentialTransSplicing,-
