sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
DepMap_AS010_v1_KIJK.bam.fastq,C15orf57:CBX3,chr15,40562776,-,chr7,26201769,+,Inf,0,3,NA,FALSE,TRUE,m84056_230620_213907_s3/100337669/ccs/4440_4883,293,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,AL139099.3:RRM2,chr14,49586742,+,chr2,10130672,+,Inf,0,3,NA,FALSE,TRUE,m84056_230620_213907_s3/231673821/ccs/5367_6193,164,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,IRAK4:EIF2S3,chr12,43787816,+,chrX,24077284,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/21498647/ccs/9805_10715,688,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,CPSF6:KBTBD11,chr12,69262559,+,chr8,2006545,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/204345337/ccs/74_2334,1837,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,RN7SL1:RP11-618P17.4,chr14,49586659,+,chr19,34401865,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/126292752/ccs/1576_1982,81,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,TTC7B:KBTBD11,chr14,90644055,-,chr8,2006545,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/53871677/ccs/6725_7910,755,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,ACAP1:IMPAD1,chr17,7342289,+,chr8,56961779,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/129303409/ccs/9590_11347,443,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,SBNO2:RRM2,chr19,1127729,-,chr2,10129092,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/136250219/ccs/3754_4325,171,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,ELOVL6:LRRFIP2,chr4,110059697,-,chr3,37083646,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/108532718/ccs/3934_5376,545,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,TBP:PLAUR,chr6,170561905,+,chr19,43670092,-,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/46728299/ccs/7882_9616,405,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,HIST1H3H:UBXN4,chr6,27810132,+,chr2,135741964,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/118952230/ccs/2936_3749,84,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,RCC2:CTD-2139B15.2,chr1,17439547,-,chr5,17354441,+,Inf,0,2,NA,FALSE,TRUE,m84056_230620_213907_s3/186912505/ccs/4095_5046,178,LowConfidence,-
DepMap_AS010_v1_KIJK.bam.fastq,ENDOV:RNF213,chr17,80415821,+,chr17,80393345,+,22.472,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/185208336/ccs/6258_8482,230,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,RFC2:LAT2,chr7,74254271,-,chr7,74228944,+,25.328,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/217516313/ccs/3028_3551,161,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,FAM177A1:PPP2R3C,chr14,35053451,+,chr14,35085778,-,32.329,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/189269420/ccs/6358_7197,458,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PFDN2:UFC1,chr1,161117952,-,chr1,161153926,+,35.971,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/55316868/ccs/17422_18480,89,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RALGAPB:SNHG17,chr20,38473069,+,chr20,38426503,-,46.563,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/236914896/ccs/4036_4963,225,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,MRPS36:CCNB1,chr5,69217871,+,chr5,69171270,+,46.597,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/171115276/ccs/6877_8103,130,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SNRPD1:ABHD3,chr18,21612443,+,chr18,21659343,-,46.902,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/51058346/ccs/44_1418,94,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SLC25A4:CFAP97,chr4,185143483,+,chr4,185191212,-,47.733,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/77272432/ccs/44_1141,222,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,UFSP2:SNX25,chr4,185418441,-,chr4,185351445,+,66.994,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/74388627/ccs/7432_9108,431,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RRP12:MMS19,chr10,97390423,-,chr10,97460232,-,69.807,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/27135993/ccs/1687_3551,845,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,IPMK:CISD1,chr10,58216145,-,chr10,58287561,+,71.412,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/184878646/ccs/1003_2173,841,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,TTC28:HSCB,chr22,28679622,-,chr22,28757078,+,77.456,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/154539872/ccs/2905_3557,203,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ACAT1:CUL5,chr11,108121678,+,chr11,108033802,+,87.868,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/16713307/ccs/8151_8990,117,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,UCHL5:CDC73,chr1,193059185,-,chr1,193150304,+,91.118,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/186974992/ccs/5296_5868,153,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,IL1R1:IL1R2,chr2,102104872,+,chr2,102009562,+,95.307,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/248122835/ccs/5152_6617,197,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,OPA3:SNRPD2,chr19,45584623,-,chr19,45688566,-,103.934,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/235407460/ccs/8595_9249,168,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RAB10:HADHA,chr2,26098722,+,chr2,26204196,-,105.474,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/65733632/ccs/4383_6679,681,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DOPEY1:UBE3D,chr6,83067779,+,chr6,82957450,-,110.328,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/170463539/ccs/74_901,84,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RP11-545E17.3:SPTAN1,chr9,128724635,+,chr9,128611714,+,112.917,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/106040469/ccs/44_3255,192,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,AP001432.14:TTC3,chr21,37221597,+,chr21,37108392,+,113.202,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/210768750/ccs/7510_9135,194,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,TRAM1:XKR9,chr8,70586895,-,chr8,70706933,+,120.036,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/217190151/ccs/8178_10100,973,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,TIPRL:DCAF6,chr1,168191500,+,chr1,168065590,+,125.908,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/226102735/ccs/1790_2862,603,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,B4GALT1:NFX1,chr9,33166758,-,chr9,33294420,+,127.66,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/57541550/ccs/6584_8235,582,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,CENPP:RP11-62C3.6,chr9,92379859,+,chr9,92209449,+,170.409,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/88807256/ccs/10005_11398,928,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,LINC01004:SRPK2,chr7,105012932,-,chr7,105203785,-,190.848,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/116593091/ccs/6601_7502,114,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PPM1N:SNRPD2,chr19,45497343,+,chr19,45688566,-,191.219,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/113378166/ccs/2145_2712,85,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RPS6KB1:PTRH2,chr17,59893325,+,chr17,59697978,-,195.345,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/186910753/ccs/6905_7806,207,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SQSTM1:RUFY1,chr5,179811682,+,chr5,179609376,+,202.297,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/84348696/ccs/42_942,232,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CSNK1D:NARF,chr17,82273306,-,chr17,82487916,+,214.608,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/105583217/ccs/7947_8429,100,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,POLE4:RP11-355F16.1,chr2,74960146,+,chr2,75186830,+,226.691,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/152439021/ccs/4524_5029,379,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RAB10:HADHB,chr2,26034735,+,chr2,26263380,+,228.651,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/169936516/ccs/4378_6887,653,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CNST:SMYD3,chr1,246566663,+,chr1,246335474,-,231.186,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/245435779/ccs/5078_6243,123,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,RALGDS:SURF4,chr9,133130952,-,chr9,133367445,-,236.49,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/175838099/ccs/9695_12511,168,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DNAJC25-GNG10:UGCG,chr9,111666946,+,chr9,111914605,+,247.661,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/167711299/ccs/7634_9126,218,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SNX1:KIAA0101,chr15,64123546,+,chr15,64376905,-,253.362,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/234554441/ccs/5830_7029,519,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CENPM:TCF20,chr22,41943610,-,chr22,42215341,-,271.727,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/58395063/ccs/44_6794,479,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,NCOA2:TRAM1,chr8,70296744,-,chr8,70575005,-,278.252,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/250088866/ccs/2102_2586,165,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,BMPR1A:WAPAL,chr10,86756919,+,chr10,86473973,-,282.942,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/56755698/ccs/2905_3963,371,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,AGPAT5:MCPH1,chr8,6741751,+,chr8,6431499,+,310.251,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/256642123/ccs/74_774,593,PotentialTransSplicing,Yes
DepMap_AS010_v1_KIJK.bam.fastq,CTD-2337A12.1:CAST,chr5,96379652,+,chr5,96695836,+,316.19,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/227937700/ccs/5159_9944,520,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,TNIK:PLD1,chr3,171460007,-,chr3,171789535,-,329.526,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/189991127/ccs/7009_8403,403,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CCNF:TCEB2,chr16,2438123,+,chr16,2772102,-,333.985,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/210308743/ccs/7837_8668,639,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ANAPC1:ZC3H8,chr2,111878810,-,chr2,112216468,-,337.653,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/104400230/ccs/9269_10243,652,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CYP20A1:WDR12,chr2,203239134,+,chr2,202882783,-,356.349,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/177341239/ccs/3309_3861,119,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PARP4:CENPJ,chr13,24501633,-,chr13,24883369,-,381.734,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/89722362/ccs/2908_3692,427,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RYR2:MTR,chr1,237270616,+,chr1,236873773,+,396.84,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/46075796/ccs/9402_14973,211,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,STAG1:PCCB,chr3,136752195,-,chr3,136326803,+,425.392,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/186453179/ccs/12161_12950,183,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CUL2:CCNY,chr10,35090430,-,chr10,35530124,+,439.693,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/157352083/ccs/44_1969,153,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SFSWAP:NOC4L,chr12,131711447,+,chr12,132151258,+,439.813,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/43322944/ccs/6575_7501,267,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ARL15:NDUFS4,chr5,54113202,-,chr5,53658551,+,454.651,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/249303825/ccs/9642_10547,576,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SBNO2:TCF3,chr19,1174172,-,chr19,1632405,-,458.223,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/106500679/ccs/6173_8862,112,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,UTP6:ZNF207,chr17,31899646,-,chr17,32369295,+,469.648,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/62785436/ccs/2060_2837,221,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ANKRD18B:DNAJA1,chr9,33555820,+,chr9,33034216,+,521.602,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/120127572/ccs/74_1034,147,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DNAH14:CNIH4,chr1,224929835,+,chr1,224365879,+,563.95,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/112460742/ccs/7483_8141,173,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CLN6:ANP32A,chr15,68214290,-,chr15,68780142,-,565.849,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/69143486/ccs/74_1795,455,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,BIRC5:USP36,chr17,78216781,+,chr17,78787658,-,570.878,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/68749178/ccs/2403_3007,379,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,AHR:BZW2,chr7,17299329,+,chr7,16674412,+,624.915,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/202117433/ccs/3636_5977,684,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PTPRM:RAB12,chr18,7955414,+,chr18,8624938,+,669.526,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/62590759/ccs/6991_8775,570,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,FOXP2:MDFIC,chr7,114288109,+,chr7,114979506,+,691.398,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/74778639/ccs/42_1218,512,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ABHD14A-ACY1:GNL3,chr3,51985465,+,chr3,52687246,+,701.786,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/26346459/ccs/3596_4124,303,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,AHI1:MTFR2,chr6,135490623,-,chr6,136244869,-,754.245,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/84087060/ccs/2525_4202,304,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,SMAD5:H2AFY,chr5,136132962,+,chr5,135370142,-,762.819,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/184945368/ccs/3222_4883,125,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DTNB:EPT1,chr2,25607236,-,chr2,26383299,+,776.062,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/83821694/ccs/11694_14335,609,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PIK3AP1:MMS19,chr10,96656798,-,chr10,97467583,-,810.778,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/224331750/ccs/3857_6100,163,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RP11-10O17.3:SIN3A,chr15,74491582,+,chr15,75380723,-,889.144,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/46467175/ccs/866_2861,306,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CLEC16A:RSL1D1,chr16,10957910,+,chr16,11847806,-,889.897,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/218237482/ccs/5023_6043,365,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,MED1:TOP2A,chr17,39447798,-,chr17,40404883,-,957.081,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/249761791/ccs/4174_6280,334,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,GNPTG:TMEM8A,chr16,1352306,+,chr16,377848,-,974.458,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/234554443/ccs/2407_5035,276,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,AURKA:RAE1,chr20,56381433,-,chr20,57365356,+,983.922,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/143655548/ccs/3747_5926,885,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CTNNBL1:NDRG3,chr20,37694152,+,chr20,36688784,-,1005.365,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/263327344/ccs/801_2428,83,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DESI2:SMYD3,chr1,244653355,+,chr1,245764149,-,1110.792,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/221381759/ccs/2233_2966,278,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DGKD:DIS3L2,chr2,233354674,+,chr2,232210326,+,1144.343,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/40962576/ccs/2037_4169,174,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ATP5L:PAFAH1B2,chr11,118407097,+,chr11,117152441,+,1254.653,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/163251686/ccs/4050_5920,274,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CCDC127:LPCAT1,chr5,216729,-,chr5,1501603,-,1284.871,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/6034264/ccs/9853_13766,189,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DNAJB6:NCAPG2,chr7,157337144,+,chr7,158646563,-,1309.419,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/79303920/ccs/5111_5972,119,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ASPH:GGH,chr8,61651050,-,chr8,63017630,-,1366.578,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/132582266/ccs/72_1259,719,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,HP1BP3:CAPZB,chr1,20787195,-,chr1,19419750,-,1367.449,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/94179040/ccs/3150_4338,115,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,DCAF17:RAPGEF4,chr2,171453213,+,chr2,172990810,+,1537.599,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/213189012/ccs/4311_6572,685,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,TMEM68:MRPL15,chr8,55750964,-,chr8,54142663,+,1608.303,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/209257234/ccs/7473_9035,912,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,GLUD1:ACTA2,chr10,87094325,-,chr10,88948953,-,1854.626,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/232066768/ccs/7625_9481,521,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PTPRC:CFH,chr1,198639341,+,chr1,196672978,+,1966.36,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/31525912/ccs/5244_6781,161,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CLUH:PSMB6,chr17,2691609,-,chr17,4797438,+,2105.827,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/252579919/ccs/9626_14012,3737,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,WDYHV1:MRPL13,chr8,123441349,+,chr8,120396125,-,3045.223,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/253891629/ccs/1062_2005,630,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,GLIS3:DMRT1,chr9,4117768,-,chr9,916763,+,3201.007,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/77861290/ccs/44_3060,1743,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RGL1:LHX4-AS1,chr1,183866073,+,chr1,180413471,-,3452.601,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/92999669/ccs/4491_5959,846,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,KLHL8:HNRNPD,chr4,87220418,-,chr4,82359639,-,4860.791,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/38669265/ccs/7018_8309,129,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RAB4B:SNRPD2,chr19,40778391,+,chr19,45688566,-,4910.177,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/60427123/ccs/44_712,119,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,RP11-535M15.1:AUH,chr9,96687324,+,chr9,91220992,-,5466.329,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/134546799/ccs/8109_9244,217,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,OAZ1:ELAVL1,chr19,2269744,+,chr19,7991831,-,5722.09,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/81791525/ccs/7594_10053,222,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,CTC-550B14.7:RPL18,chr19,55006464,+,chr19,48617877,-,6388.584,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/194120095/ccs/4515_5273,122,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,FAM192A:SIAH1,chr16,57186031,-,chr16,48362430,-,8823.604,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/258150980/ccs/4068_5574,99,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,ANKRD27:RPS19,chr19,32675071,-,chr19,41860775,+,9185.703,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/143265681/ccs/74_810,121,PotentialTransSplicing,-
DepMap_AS010_v1_KIJK.bam.fastq,PTMA:ING5,chr2,231708751,+,chr2,241704653,+,9995.904,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/175178473/ccs/8134_10321,226,PotentialTransSplicing,-
